SYMBOL,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,s_MiaFRFP_1,s_MiaFRFP_2,s_MiaFRFP_3,s_Part1Lag_1,s_Part1Lag_2,s_Part1Lag_3
IL17D,621.6,409.2,212.4,0.518314048930884,-0.948101596306124,0.5,-1.91,5.662e-02,9.998e-01,0.12544989414761,1266,363,272.1,592.4,200.1,117.7,319.4
MIR638,13.1,1.8,11.3,5.91353864850271,2.5640216943409,1.35,1.91,5.663e-02,9.998e-01,0.125461162281151,1267,2,3.5,0,9.6,13.2,11.1
SIAE,3205.3,1312.4,1892.9,1.44232352710319,0.528394811315961,0.28,1.91,5.664e-02,9.998e-01,0.12546417826076,1267,1389,1320.7,1227.4,2287.7,1533.7,1857.4
TUBB8,83.9,21.7,62.2,2.88326934474475,1.52770561455637,0.8,1.91,5.665e-02,9.998e-01,0.125492811435438,1267,20.8,4.9,39.5,39.6,77,69.9
ZNF775,4294.5,1472,2822.6,1.91826824107154,0.939804473747612,0.49,1.91,5.669e-02,9.998e-01,0.125559224275552,1268,1163.5,827.7,2424.7,4162.4,2161.9,2143.4
LINC02898,12.7,0.4,12.3,25.7958458896273,4.68906685057591,2.46,1.91,5.674e-02,9.998e-01,0.125656692099958,1269,1.3,0,0,35.3,0,1.6
PEX2,2607.1,889.5,1717.6,1.93086764576006,0.949249275966546,0.5,1.91,5.676e-02,9.998e-01,0.125681581524965,1270,1000.4,1137.1,531.1,2683.6,1623.9,845.3
MIR4512,26.7,6,20.8,3.47479754337707,1.79692892267794,0.94,1.91,5.677e-02,9.998e-01,0.125696153690079,1270,4,7.7,6.2,9.6,35.2,17.5
LINC02449,64.1,48,16.1,0.339077367466874,-1.56031360345529,0.82,-1.9,5.681e-02,9.998e-01,0.125768838376036,1271,24.8,24.6,94.6,23.5,12.1,12.7
SRGAP3,476.2,312.4,163.7,0.523577947511296,-0.933523760946623,0.49,-1.9,5.682e-02,9.998e-01,0.125777977544984,1271,281.8,187.8,467.7,103.8,165,222.4
WIZ,3686.2,2430.8,1255.4,0.516359297592707,-0.953552811274525,0.5,-1.9,5.684e-02,9.998e-01,0.125801524594015,1271,1625.8,1589.3,4077.3,823.9,1084.8,1857.4
HSPA5-DT,37,7.5,29.5,3.95710288981972,1.984444577745,1.04,1.9,5.684e-02,9.998e-01,0.125801524594015,1271,13.4,0.7,8.3,20.3,42.9,25.4
FAM86DP,55.6,39.7,15.9,0.396003999009927,-1.33641309558586,0.7,-1.9,5.695e-02,9.998e-01,0.126038678484134,1274,31.5,29.5,58.2,12.8,11,23.8
TMEM250,18775.2,12180.6,6594.6,0.541381239837055,-0.885283199323732,0.47,-1.9,5.698e-02,9.998e-01,0.126087407969614,1274,9428.8,7845.9,19267,5068.7,4946.6,9768.5
FZD4,660.4,237.2,423.2,1.78157429278567,0.833152646030097,0.44,1.9,5.699e-02,9.998e-01,0.126111611982496,1275,269.7,203.9,238,412,233.2,624.4
AIRIM,5075.9,3037,2039,0.67140443355091,-0.574746031130432,0.3,-1.9,5.701e-02,9.998e-01,0.126131341736462,1275,2727.6,2929.6,3453.7,1535.5,2492,2089.4
KRT18P68,106.6,37.6,69,1.83499279395862,0.875774397596782,0.46,1.9,5.702e-02,9.998e-01,0.126147044424228,1275,37.6,31.6,43.7,66.3,62.7,77.9
PIGS,10238,6086.3,4151.7,0.682026876095556,-0.552099503371348,0.29,-1.9,5.707e-02,9.998e-01,0.126231099683167,1276,5680.6,5805.1,6773.3,3641.3,3516.3,5297.4
ZNRD2-DT,160.5,54.9,105.6,1.91726525905965,0.939049951745607,0.49,1.9,5.708e-02,9.998e-01,0.126247997784773,1277,68.4,50.6,45.7,65.3,141.9,109.6
RANBP3,1993.2,1204.8,788.4,0.654224800908738,-0.612141643522549,0.32,-1.9,5.723e-02,9.998e-01,0.126575691175834,1280,1082.3,1008.4,1523.7,626,817.5,921.6
MTPAP,2480.1,1567.6,912.4,0.582334885753751,-0.780079046445442,0.41,-1.9,5.725e-02,9.998e-01,0.126606107378664,1281,1523.2,2026,1153.7,1198.4,1003.4,535.5
ARHGAP1,13281.4,8196,5085.4,0.620447968502066,-0.688617865565568,0.36,-1.9,5.730e-02,9.998e-01,0.126681295883908,1282,6447.6,6830.4,11309.9,4490.9,4155.6,6609.8
HNRNPA1P74,6.8,0,6.8,47.2242555927218,5.56145615013196,2.93,1.9,5.730e-02,9.998e-01,0.126681295883908,1282,0,0,0,16.1,4.4,0
ITIH4,4.9,0,4.9,34.0164886209973,5.08816232023528,2.68,1.9,5.731e-02,9.998e-01,0.126701382182218,1282,0,0,0,2.1,11,1.6
TIPIN,1281.4,836,445.4,0.533310448747942,-0.906952500957646,0.48,-1.9,5.733e-02,9.998e-01,0.126731275574833,1282,805.9,1066.1,636.1,658.1,473.1,205
GTPBP8,958.7,394.4,564.3,1.43164903689801,0.517677864959402,0.27,1.9,5.737e-02,9.998e-01,0.126797330933352,1283,345.6,439.5,398.1,617.4,551.2,524.3
TRIML1,6,0.3,5.7,19.8564246781511,4.3115339713562,2.27,1.9,5.738e-02,9.998e-01,0.126804943629077,1283,0,0,1,2.1,2.2,12.7
RNF135,6241.2,3772.3,2468.9,0.654423101462383,-0.611704417853183,0.32,-1.9,5.739e-02,9.998e-01,0.126826700342891,1284,3431.5,3274.9,4610.4,1806.2,2637.2,2963.3
PCED1B,331.5,238.7,92.8,0.38725077122732,-1.36865998267763,0.72,-1.9,5.743e-02,9.998e-01,0.126907236265978,1285,214,197.6,304.5,15,101.2,162.1
ZNF8-DT,465,159,306,1.92330204030274,0.943585345012341,0.5,1.9,5.744e-02,9.998e-01,0.126911292046466,1285,155,224.3,97.7,226.8,472,219.3
FMO1,36.6,9.4,27.3,2.95060661588299,1.56101158896858,0.82,1.9,5.747e-02,9.998e-01,0.126954964740346,1285,5.4,11.3,11.4,42.8,23.1,15.9
PPIAP59,36.9,9.7,27.2,2.79745754715332,1.4841162377339,0.78,1.9,5.759e-02,9.998e-01,0.127216713863078,1288,11.4,8.4,9.4,42.8,16.5,22.2
B3GLCT,1164,747,417,0.558759297054591,-0.839701163753883,0.44,-1.9,5.764e-02,9.998e-01,0.127297302551852,1289,813.2,922.6,505.1,600.3,409.3,241.5
NCAPD2P1,35.7,26,9.7,0.375384840689173,-1.41355770445258,0.74,-1.9,5.764e-02,9.998e-01,0.127297302551852,1289,24.2,20.4,33.3,8.6,11,9.5
TAF1A,1344.4,878.4,466,0.530997671413249,-0.913222560501858,0.48,-1.9,5.771e-02,9.998e-01,0.127446050224299,1291,880.3,1101.2,653.7,532.9,660.1,205
DUSP18,583.8,365.1,218.7,0.599331096790383,-0.738574863609804,0.39,-1.9,5.773e-02,9.998e-01,0.127466439193224,1291,261.7,308.7,524.9,204.4,210.1,241.5
ELOBP4,11,0.5,10.6,21.3086911491788,4.41337007559222,2.33,1.9,5.776e-02,9.998e-01,0.127532677124771,1292,0,1.4,0,0,11,20.7
MCRIP1,10016.1,3745.8,6270.3,1.67386322582259,0.743181647667787,0.39,1.9,5.778e-02,9.998e-01,0.12755080075464,1292,3679,2860.7,4697.8,4943.5,4597.8,9269.6
DHRS11,5420.1,3242.3,2177.8,0.671480860026485,-0.574581817406518,0.3,-1.9,5.783e-02,9.998e-01,0.127647641957705,1293,3347.6,3027.4,3351.8,1687.4,2006.8,2839.3
RBMX,20663.9,12584.3,8079.6,0.642064442855618,-0.639209989561,0.34,-1.9,5.784e-02,9.998e-01,0.127675758380937,1294,12618,15615.8,9519.2,9565,8788.6,5885.2
BRIP1,1943.8,1333.2,610.6,0.458315040044488,-1.12558846498668,0.59,-1.9,5.793e-02,9.998e-01,0.127852177890805,1296,1215.2,1672.3,1112.1,1165.3,474.2,192.3
SWSAP1,709.3,424.7,284.6,0.669600645530228,-0.578627176164562,0.31,-1.9,5.794e-02,9.998e-01,0.127864557491093,1296,448.2,353,472.9,248.2,278.4,327.3
LSM12P1,3956.9,2268.1,1688.8,0.744581483045283,-0.425498356553052,0.22,-1.9,5.795e-02,9.998e-01,0.127864557491093,1296,2251.8,2324.2,2228.3,1807.3,1573.3,1685.8
THUMPD1,3969.8,2477.7,1492.2,0.602452443440128,-0.731080732915685,0.39,-1.9,5.800e-02,9.998e-01,0.127971231146944,1297,2336.4,3116.7,1979.9,1998.8,1554.6,923.1
WDR37,2785.9,1658.2,1127.7,0.679887227945918,-0.556632626723642,0.29,-1.9,5.802e-02,9.998e-01,0.12800809008678,1298,1447.3,1592.1,1935.2,924.5,1100.2,1358.5
EIF2B4,7049.3,4200.3,2849,0.678180023502082,-0.560259805981018,0.3,-1.9,5.803e-02,9.998e-01,0.12800809008678,1298,4197.7,3687.7,4715.4,2175.4,2933.2,3438.4
CYTH1,5873.7,3565.4,2308.3,0.647540870934588,-0.626956840414382,0.33,-1.89,5.813e-02,9.998e-01,0.128217969071203,1300,2879.2,2845.9,4971.1,2483.5,2242.3,2199
GNS,16433.5,9637.5,6796,0.70519248110415,-0.503911002435145,0.27,-1.89,5.814e-02,9.998e-01,0.128218422238138,1300,8749.1,11437.2,8726.2,7602.5,6833.5,5952
ZNF829,9.8,1,8.7,8.48517712339801,3.08494477554647,1.63,1.89,5.825e-02,9.998e-01,0.128464213599987,1303,0.7,1.4,1,2.1,20.9,3.2
ALAS1,10440.8,6015.5,4425.4,0.73559196248781,-0.443022378789398,0.23,-1.89,5.830e-02,9.998e-01,0.128556479411025,1304,6028.2,5781.2,6237,4314.3,3980.6,4981.2
SCD,94387.2,56082.7,38304.5,0.683007632755023,-0.550026393859127,0.29,-1.89,5.831e-02,9.998e-01,0.128561798451427,1304,58671.5,61217.8,48358.8,47088.6,37777.3,30047.5
EXOSC6,19613.6,12148.9,7464.7,0.614418133752913,-0.702707298930287,0.37,-1.89,5.832e-02,9.998e-01,0.12857548257675,1305,9987.7,9205.2,17253.8,5834.8,7133.9,9425.3
ADRA1D,12.6,12.2,0.4,0.0362867934784187,-4.78441161262598,2.53,-1.89,5.836e-02,9.998e-01,0.128649732376306,1305,1.3,0,35.3,1.1,0,0
BEST4,33.4,3.1,30.2,9.50205093905615,3.24823894083913,1.72,1.89,5.837e-02,9.998e-01,0.128651141543133,1306,9.4,0,0,17.1,70.4,3.2
BUB3,21050.8,12798.1,8252.7,0.644853441724227,-0.632956783844644,0.33,-1.89,5.842e-02,9.998e-01,0.128752826159376,1307,12893.8,15814.1,9686.5,10608.2,7546.4,6603.4
TMEM42,3004.5,1195.6,1808.9,1.51219626705995,0.59664539824822,0.32,1.89,5.844e-02,9.998e-01,0.128790109966892,1307,1419.1,1103.4,1064.3,1706.7,1419.3,2300.7
CHADL,21.1,4.5,16.6,3.65443225923792,1.86964729115631,0.99,1.89,5.846e-02,9.998e-01,0.128810649463546,1308,2.7,7.7,3.1,20.3,12.1,17.5
BTBD7P1,5.7,0.2,5.4,19.3312113885206,4.27286014161662,2.26,1.89,5.846e-02,9.998e-01,0.128810649463546,1308,0,0.7,0,2.1,11,3.2
RASSF4,1425,866,559,0.645534660417204,-0.631433535265727,0.33,-1.89,5.851e-02,9.998e-01,0.128910625991428,1309,765.6,669.5,1163,505.1,549,622.8
FAM72D,284.7,184.7,100,0.543297323668649,-0.880186154705803,0.47,-1.89,5.852e-02,9.998e-01,0.128910625991428,1309,171.1,199,184,158.4,74.8,66.7
CCDC7,258.4,76.8,181.5,2.35718645802564,1.23706588308081,0.65,1.89,5.854e-02,9.998e-01,0.128944791346692,1309,114.1,95.6,20.8,236.5,196.9,111.2
PLA2G12AP1,36.8,9.2,27.5,2.93905518871749,1.55535244974851,0.82,1.89,5.855e-02,9.998e-01,0.128944791346692,1310,8.7,14.8,4.2,28.9,18.7,35
CTPS2,5888.6,3618.8,2269.9,0.627354617992696,-0.672646924591596,0.36,-1.89,5.860e-02,9.998e-01,0.129018606326993,1310,3868.3,4167.3,2820.7,3014.3,2244.5,1550.8
RHBDF2,11636,7218.3,4417.7,0.611981575107293,-0.708439876448973,0.37,-1.89,5.860e-02,9.998e-01,0.129018606326993,1311,6361,5338.2,9955.7,3366.3,4062,5824.9
SAR1AP3,14.1,1.8,12.3,6.76988971433178,2.75913233160196,1.46,1.89,5.859e-02,9.998e-01,0.129018606326993,1311,3.4,0,2.1,15,4.4,17.5
PRKD2,5287.6,3328.4,1959.2,0.58859567152749,-0.764651162002167,0.4,-1.89,5.862e-02,9.998e-01,0.12904767788469,1311,2659.1,2261.6,5064.6,1758.1,1650.3,2469.1
CCNY,9219.8,5532.8,3687,0.666337540668958,-0.585674919259309,0.31,-1.89,5.875e-02,9.998e-01,0.129320412512664,1314,5375.3,4435.2,6787.8,3114.8,3405.2,4541
IGBP1P3,17.1,1.6,15.5,9.53911612615724,3.25385559542526,1.72,1.89,5.880e-02,9.998e-01,0.129434486770525,1315,4.7,0,0,22.5,3.3,20.7
CORO2B,420.7,294.2,126.5,0.428417348567457,-1.22291119233078,0.65,-1.89,5.882e-02,9.998e-01,0.129461879243905,1316,224.1,331.2,327.4,115.6,31.9,232
TAF9P3,16.1,2.9,13.2,4.47306722611302,2.16126444089361,1.14,1.89,5.884e-02,9.998e-01,0.129486829429137,1316,2.7,4.9,1,16.1,7.7,15.9
IKBKG,1064.5,634.6,429.9,0.677418183841392,-0.561881381474685,0.3,-1.89,5.884e-02,9.998e-01,0.129486829429137,1316,573,555.5,775.3,435.5,380.7,473.5
NDFIP1,11520.4,4310.8,7209.6,1.67250832913001,0.742013395539165,0.39,1.89,5.886e-02,9.998e-01,0.12950107642425,1317,4352.7,5253.8,3325.8,10454.1,6560.6,4614.1
SNHG17,5831.4,2226.2,3605.1,1.61960124075945,0.695638653360907,0.37,1.89,5.887e-02,9.998e-01,0.129526842194797,1317,1935.1,1678.6,3065,2584.1,4162.2,4069.1
LINC00853,42.6,11,31.6,2.91694227271409,1.54445683508998,0.82,1.89,5.889e-02,9.998e-01,0.129550308799733,1317,9.4,7,16.6,31,49.5,14.3
SLC2A7,14.2,1.8,12.4,6.569791339767,2.71584755047701,1.44,1.89,5.890e-02,9.998e-01,0.129568645702354,1318,4,1.4,0,9.6,5.5,22.2
LINC01917,639.6,258.5,381.1,1.47336535739444,0.559115226668432,0.3,1.89,5.895e-02,9.998e-01,0.129663151833514,1319,261,239.1,275.4,384.1,319.1,440.1
RPS27P29,5.7,0.3,5.4,19.0657311600485,4.2529099535543,2.25,1.89,5.897e-02,9.998e-01,0.129683876250968,1319,0,0,1,10.7,2.2,3.2
KCNC4,1718.7,1178.6,540.1,0.457727618090605,-1.12743875186669,0.6,-1.89,5.902e-02,9.998e-01,0.129790422450054,1320,1111.8,932.5,1491.4,255.7,261.9,1102.7
TGS1,3563.9,2051.2,1512.7,0.737604222184889,-0.439081180839515,0.23,-1.89,5.904e-02,9.998e-01,0.129814532397404,1321,1839.9,2158.2,2155.6,1549.4,1534.8,1453.8
VMAC,506.1,181.6,324.5,1.7858369364914,0.836600355008308,0.44,1.89,5.906e-02,9.998e-01,0.129836386164502,1321,214.7,111.8,218.3,256.8,260.8,456
RNA5SP18,142.6,91,51.6,0.564394764674398,-0.825223489328717,0.44,-1.89,5.915e-02,9.998e-01,0.130011435770378,1323,100,77.4,95.6,41.7,49.5,63.6
PPIAP62,7.6,0.8,6.8,8.5052763199332,3.08835810701407,1.64,1.89,5.915e-02,9.998e-01,0.130011435770378,1323,0.7,0.7,1,8.6,2.2,9.5
KCTD20,9661.5,5915.8,3745.7,0.633247427946185,-0.659158782715586,0.35,-1.89,5.918e-02,9.998e-01,0.130076164948362,1324,5581.3,7267.8,4898.3,4080,4656.2,2500.9
H2BC1,4.5,0,4.5,30.7519288557864,4.94260499845809,2.62,1.89,5.921e-02,9.998e-01,0.130115464543703,1324,0,0,0,6.4,2.2,4.8
SNX19P4,4.5,0,4.5,30.7519288557864,4.94260499845809,2.62,1.89,5.921e-02,9.998e-01,0.130115464543703,1324,0,0,0,6.4,2.2,4.8
PRRG1,1013.5,666.6,346.9,0.520706156585565,-0.941458630308318,0.5,-1.89,5.922e-02,9.998e-01,0.130127943768188,1325,654.2,988,357.5,517.9,300.4,222.4
RALY,38278.2,23604.8,14673.4,0.621621702034086,-0.6858912229461,0.36,-1.89,5.925e-02,9.998e-01,0.130180327211457,1325,20708.1,16782.5,33323.9,13312.2,12518.4,18189.6
SLC66A1,4621,2819.4,1801.6,0.638922720220736,-0.646286651816255,0.34,-1.89,5.928e-02,9.998e-01,0.130217113379631,1326,2594.1,2182.8,3681.3,1431.7,1704.2,2268.9
BTF3P3,94.8,24,70.8,2.93496090336633,1.55334128531312,0.82,1.89,5.928e-02,9.998e-01,0.130217113379631,1326,23.5,44.3,4.2,77,92.4,42.9
SH3BP5,338.7,221.1,117.6,0.529477144702086,-0.917359684393275,0.49,-1.89,5.929e-02,9.998e-01,0.130222443265048,1326,174.5,262.3,226.6,62.1,111.1,179.5
YEATS2-AS1,22.8,4.5,18.4,3.99459438008178,1.998049016156,1.06,1.89,5.937e-02,9.998e-01,0.130381759740237,1328,4.7,7.7,1,21.4,9.9,23.8
NLGN1,8.3,0.2,8,28.4930620167663,4.83253876460206,2.56,1.89,5.941e-02,9.998e-01,0.130455986996052,1329,0,0.7,0,0,20.9,3.2
NEDD1,4020.5,2762.8,1257.8,0.455376076608788,-1.1348695940682,0.6,-1.89,5.942e-02,9.998e-01,0.13046318943649,1329,2722.2,4178.6,1387.5,2294.1,980.3,498.9
CDYL,3476.5,2129,1347.5,0.63278617737551,-0.6602100090615,0.35,-1.88,5.947e-02,9.998e-01,0.130561987875477,1330,1774.8,2077.3,2534.9,892.4,1464.4,1685.8
TRAPPC11,4179.6,2667.1,1512.5,0.567205890928988,-0.818055578583025,0.43,-1.88,5.949e-02,9.998e-01,0.130605321168741,1331,2995.3,3345.2,1660.8,2056.6,1594.2,886.6
EFEMP1,7.5,0.2,7.3,25.9056957827873,4.69519742732293,2.49,1.88,5.957e-02,9.998e-01,0.1307661703274,1333,0,0.7,0,6.4,15.4,0
TMEM192,2763,1741,1022,0.587276223566795,-0.767888864742544,0.41,-1.88,5.967e-02,9.998e-01,0.130960582478458,1335,1822.4,2074.5,1326.2,1248.7,1253.2,564.1
VDAC1,45708.6,27208.3,18500.4,0.679972641637218,-0.556451393477804,0.3,-1.88,5.973e-02,9.998e-01,0.131080932894292,1336,28036.7,29812.5,23775.6,22108.9,19589.5,13802.7
EIF1B-AS1,490,175.1,314.9,1.79793398218926,0.846340047928693,0.45,1.88,5.981e-02,9.998e-01,0.131256410169683,1338,226.1,192,107.1,399.1,342.2,203.4
MTSS2,406.8,276.6,130.2,0.470347581866412,-1.08820080766199,0.58,-1.88,5.983e-02,9.998e-01,0.131282150322289,1338,179.2,191.3,459.4,59.9,149.6,181.1
SIX3-AS1,14.2,1.8,12.4,6.5010895404294,2.70068152473325,1.44,1.88,5.987e-02,9.998e-01,0.131358611527547,1339,2.7,2.8,0,3.2,16.5,17.5
DNAH5,373.4,107,266.5,2.48459509360804,1.31301075961848,0.7,1.88,5.988e-02,9.998e-01,0.131361640008802,1339,174.5,128.7,17.7,229,282.8,287.6
TTN,351,113.2,237.8,2.10299876403948,1.07244800217876,0.57,1.88,5.989e-02,9.998e-01,0.13138280912535,1340,106.7,145.6,87.3,278.2,351,84.2
TIMM50,24293.4,14450.6,9842.8,0.681108537003548,-0.554043379880759,0.29,-1.88,5.992e-02,9.998e-01,0.131432401519352,1340,13754.7,12274.8,17322.4,8509.9,8909.6,12108.9
RBM22P2,6.5,0,6.5,45.3024838080293,5.50151824624698,2.92,1.88,5.993e-02,9.998e-01,0.131432401519352,1340,0,0,0,6.4,13.2,0
H3P30,6.8,0,6.8,46.5950846695881,5.54210586743152,2.95,1.88,5.994e-02,9.998e-01,0.131432401519352,1341,0,0,0,13.9,0,6.4
LINC02964,6.8,0,6.8,47.151559311958,5.5592335768043,2.96,1.88,5.994e-02,9.998e-01,0.131432401519352,1341,0,0,0,17.1,3.3,0
TAF7,17176.6,6967.6,10209,1.46518702533281,0.551084830721702,0.29,1.88,6.002e-02,9.998e-01,0.131592956874191,1343,7498.3,7671.5,5732.9,8857.7,12688.9,9080.5
GUCY2C,62.9,19.1,43.8,2.28924057941826,1.19486908565259,0.64,1.88,6.006e-02,9.998e-01,0.131637616529747,1343,14.1,24.6,18.7,30,61.6,39.7
KLRC2,6.5,0,6.5,44.9671959354395,5.49080101811677,2.92,1.88,6.006e-02,9.998e-01,0.131637616529747,1343,0,0,0,11.8,7.7,0
ITGB1-DT,82.7,25,57.8,2.29084008455192,1.1958767527167,0.64,1.88,6.005e-02,9.998e-01,0.131637616529747,1343,30.9,25.3,18.7,49.2,31.9,92.2
ALMS1-IT1,65.3,48.8,16.5,0.342842530840998,-1.54438200286013,0.82,-1.88,6.009e-02,9.998e-01,0.131706773894395,1344,26.2,66.1,54,13.9,30.8,4.8
RPS3AP12,10.8,1.5,9.3,6.45919101208967,2.69135348443436,1.43,1.88,6.016e-02,9.998e-01,0.131834049919381,1346,0.7,0.7,3.1,5.4,6.6,15.9
FAM111A-DT,61.2,9.9,51.2,5.21866263807227,2.38368014154235,1.27,1.88,6.018e-02,9.998e-01,0.131858483669005,1346,1.3,7.7,20.8,125.2,25.3,3.2
PABPC1P4,703,276,427.1,1.55106348076273,0.633257733122832,0.34,1.88,6.028e-02,9.998e-01,0.132066708030898,1348,251,243.3,333.6,493.3,465.4,322.5
MZT2B,7589.2,2831.1,4758.1,1.68054339361883,0.748927795219807,0.4,1.88,6.038e-02,9.998e-01,0.132273815180576,1351,3008.7,1941.6,3543.1,3933.4,3465.7,6875.1
KRT18P34,1549.1,642.4,906.8,1.41157709503256,0.497307925517156,0.26,1.88,6.040e-02,9.998e-01,0.132316082189539,1351,611.9,597,718.2,919.2,792.2,1008.9
ZNF343,1616.9,968.7,648.2,0.668617712375045,-0.580746520941369,0.31,-1.88,6.041e-02,9.998e-01,0.132318544656572,1351,962.9,1142,801.3,508.3,711.8,724.5
PCCA,2106.2,1237.2,868.9,0.702672147472537,-0.509076380756544,0.27,-1.88,6.045e-02,9.998e-01,0.132378417993584,1352,1347.4,1235.6,1128.7,1001.5,882.4,722.9
MYL12BP1,1279.7,479.4,800.3,1.66837842628069,0.738446562041832,0.39,1.88,6.044e-02,9.998e-01,0.132378417993584,1352,609.9,541.5,286.9,978,774.6,648.3
RBM33-DT,456.2,178.7,277.4,1.55136774527829,0.633540711778694,0.34,1.88,6.057e-02,9.998e-01,0.132616742250805,1355,166.4,220.1,149.7,255.7,322.4,254.2
SLC20A1-DT,97.8,34.5,63.3,1.83724519058579,0.87754417497249,0.47,1.88,6.057e-02,9.998e-01,0.132616742250805,1355,38.2,28.8,36.4,58.9,66,65.1
NODAL,8.7,8.7,0,0.0261245369796668,-5.25845072207625,2.8,-1.88,6.058e-02,9.998e-01,0.132623126739642,1355,0,8.4,17.7,0,0,0
FMOD,6.7,0,6.7,46.0130338110962,5.52397067673449,2.94,1.88,6.060e-02,9.998e-01,0.132643362412223,1355,0,0,0,0,12.1,7.9
DENND2C,395.7,248,147.7,0.597889063896856,-0.742050272358638,0.4,-1.88,6.060e-02,9.998e-01,0.132643362412223,1355,237.5,253.9,252.6,195.8,155.1,92.2
CAVIN4,63.4,48,15.4,0.323436712046173,-1.62844465206541,0.87,-1.88,6.064e-02,9.998e-01,0.132725707660927,1356,53.7,63.3,27,5.4,33,7.9
BEND7,636.2,255,381.2,1.49606964607669,0.581177338133747,0.31,1.88,6.065e-02,9.998e-01,0.132725779155918,1357,234.8,260.9,269.2,313.5,463.2,367
RNF6,3979.3,2554.3,1425,0.558047677325057,-0.841539709567608,0.45,-1.88,6.066e-02,9.998e-01,0.132742941501568,1357,2339.7,3445.1,1878.1,2067.3,1454.5,753.1
LIPT2-AS1,302.8,112.7,190.1,1.68080674117498,0.749153853320773,0.4,1.88,6.067e-02,9.998e-01,0.132742941501568,1357,124.8,140.6,72.8,178.7,202.4,189.1
OAZ3,106.2,32.9,73.3,2.20918396975503,1.14351356409918,0.61,1.88,6.069e-02,9.998e-01,0.132783910206584,1358,36.2,40.8,21.8,87.7,35.2,96.9
ASCC1,2556.1,892,1664.1,1.86556060409499,0.899609227915141,0.48,1.88,6.071e-02,9.998e-01,0.132817773680536,1358,1030,1133.6,512.4,2130.4,2027.7,834.2
RALYL,49.3,7.1,42.2,5.89215172881489,2.55879458169595,1.36,1.88,6.074e-02,9.998e-01,0.132859408310723,1359,3.4,16.9,1,1.1,82.5,42.9
HPF1,1386.6,468.4,918.2,1.96013536863434,0.970953291541328,0.52,1.88,6.078e-02,9.998e-01,0.132940702274534,1360,579.1,561.2,265,1437,879.1,438.5
USP53,35.2,8.2,27,3.28156732711332,1.71438503282562,0.91,1.88,6.079e-02,9.998e-01,0.132940702274534,1360,12.1,6.3,6.2,15,51.7,14.3
RPS2P32,725.3,248.8,476.5,1.91513437270178,0.937445620364025,0.5,1.87,6.080e-02,9.998e-01,0.132940702274534,1360,211.4,185.7,349.2,279.3,365.3,784.9
LINC03068,39.9,4.1,35.8,8.56404754259799,3.09829280474724,1.65,1.87,6.080e-02,9.998e-01,0.132940702274534,1360,6.7,5.6,0,0,26.4,81
TMEM203,11300.5,6850.4,4450.2,0.649561891783992,-0.622461099289994,0.33,-1.87,6.082e-02,9.998e-01,0.132964403617886,1360,6426.8,5691.2,8433.1,3368.4,4198.5,5783.6
ANKRD50,13158.3,8447.4,4711,0.557744563688331,-0.842323548234365,0.45,-1.87,6.082e-02,9.998e-01,0.13296538847367,1361,7996.9,10992.8,6352.4,6536.8,5309.7,2286.4
ZBTB45,2743,1828.7,914.3,0.499837404450554,-1.00046922788422,0.53,-1.87,6.083e-02,9.998e-01,0.132965584561778,1361,1304.4,1142.7,3039,475.1,853.8,1414.1
LSM5,4577.9,1480,3097.9,2.09321130944516,1.06571795884664,0.57,1.87,6.087e-02,9.998e-01,0.133045732755688,1362,1523.2,2101.9,814.8,5298.8,2785.8,1209.1
NAPEPLD,1220.4,462.7,757.7,1.6379631851057,0.711902931299852,0.38,1.87,6.094e-02,9.998e-01,0.133185919712545,1363,503.2,525.3,359.6,1012.2,766.9,494.1
BTF3P12,54.5,16,38.5,2.39328048953977,1.25898948887568,0.67,1.87,6.100e-02,9.998e-01,0.133298220118395,1364,20.1,15.5,12.5,56.7,25.3,33.4
PDK3,4569.9,2803.3,1766.6,0.630440839250411,-0.66556710089945,0.36,-1.87,6.104e-02,9.998e-01,0.133312271850743,1365,2437.7,3150.4,2821.8,2307,1875.9,1117
CUTC,933.1,576.6,356.5,0.618422406992487,-0.693335502223404,0.37,-1.87,6.103e-02,9.998e-01,0.133312271850743,1365,718,611.8,400.1,447.3,337.8,284.4
PCDHAC1,96.5,16.9,79.6,4.67270954314276,2.22425936168568,1.19,1.87,6.103e-02,9.998e-01,0.133312271850743,1365,40.9,9.8,0,30,148.5,60.4
DOCK11P1,56.4,11.5,44.9,3.93417882707239,1.97606253643366,1.05,1.87,6.103e-02,9.998e-01,0.133312271850743,1365,10.7,11.3,12.5,109.1,20.9,4.8
CUTALP,2158.8,834.6,1324.2,1.58701860880598,0.66631904479232,0.36,1.87,6.103e-02,9.998e-01,0.133312271850743,1365,674.3,801.7,1027.9,917,1695.4,1360.1
RALBP1,12835.6,7630.8,5204.8,0.68205410092786,-0.552041915689648,0.29,-1.87,6.105e-02,9.998e-01,0.133330471934892,1366,6797.1,6773.5,9321.7,4315.4,5078.6,6220.5
TRMT44,1652.5,998.2,654.4,0.655051237913615,-0.61032033664525,0.33,-1.87,6.108e-02,9.998e-01,0.133379382442834,1366,898.5,942.3,1153.7,553.2,542.4,867.5
