SYMBOL,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,s_MiaFRFP_1,s_MiaFRFP_2,s_MiaFRFP_3,s_Part1Lag_1,s_Part1Lag_2,s_Part1Lag_3
MAN1B1,28071.7,12033,16038.7,1.33270157522245,0.414353761562017,2.08e-01,1.00e+00,0.313835484247256,3633,11458,9483,15158,12870,12743,22503
ACOT2,5787.7,3348,2439.7,0.728791947828507,-0.456421075500496,2.08e-01,1.00e+00,0.313884379111416,3634,2890,2415,4739,2796,1705,2818
RRAGD,2645,1130.3,1514.7,1.33979695707855,0.422014380376269,2.08e-01,1.00e+00,0.31392121783992,3635,1209,1388,794,1535,1751,1258
STT3B,11994.3,7130,4864.3,0.682631600979966,-0.550820892402227,2.08e-01,1.00e+00,0.313984188360723,3636,6903,10226,4261,6933,4969,2691
VAPB,7707.7,4275.7,3432,0.802583633839028,-0.317276357682999,2.08e-01,1.00e+00,0.314076462685619,3637,4024,4669,4134,3091,3551,3654
WDR53,1259.7,736,523.7,0.709008575503436,-0.496125017829538,2.08e-01,1.00e+00,0.314109580244635,3638,978,783,447,546,450,575
RPL7AP39,83,28,55,1.81670524776481,0.861324367792955,2.08e-01,1.00e+00,0.314109580244635,3638,19,38,27,20,41,104
NDUFV2,157,63.3,93.7,1.4789939180632,0.564616119781062,2.08e-01,1.00e+00,0.314109580244635,3638,69,56,65,67,114,100
RRAS2P1,25.7,16.7,9,0.540295698924623,-0.888178897587602,2.08e-01,1.00e+00,0.314115359562674,3639,22,19,9,17,6,4
CES3,477.3,294.3,183,0.605753289523115,-0.723197760681977,2.08e-01,1.00e+00,0.314182368808087,3640,314,436,133,142,116,291
TMEM183AP2,50.7,18,32.7,1.6973471937123,0.763281699479442,2.08e-01,1.00e+00,0.314430053602203,3643,25,21,8,38,18,42
PBXIP1,12776,5448,7328,1.34485791750388,0.427453761971347,2.08e-01,1.00e+00,0.314540811246421,3645,5553,4582,6209,4324,8421,9239
TMEM115,8685.7,4999.3,3686.3,0.736799753880982,-0.440655515372806,2.08e-01,1.00e+00,0.31459845267923,3646,4912,3854,6232,2778,2960,5321
PIP5KL1,387.3,236.7,150.7,0.625210167694327,-0.677586854037143,2.08e-01,1.00e+00,0.314606298226407,3646,229,213,268,55,171,226
ZBTB11,3159.3,1904.3,1255,0.660088125912003,-0.599269448705774,2.08e-01,1.00e+00,0.314659814639773,3647,1859,2876,978,1586,1474,705
ANXA4,10354.7,4388,5966.7,1.3595210175497,0.443098454915701,2.09e-01,1.00e+00,0.314660128394711,3647,4834,5278,3052,8222,4133,5545
XRCC4,2177,1401,776,0.556680293901367,-0.845079081189574,2.09e-01,1.00e+00,0.314660128394711,3648,1594,2080,529,1335,759,234
ADAMTS1,21.7,5.7,16,2.62765388174465,1.39377525436032,2.09e-01,1.00e+00,0.314666793931685,3648,17,0,0,26,17,5
HIKESHI,2990.3,1295,1695.3,1.30816096763626,0.387540073651249,2.09e-01,1.00e+00,0.314667561326873,3648,1416,1520,949,1624,1809,1653
AMZ1,133.7,45.3,88.3,1.96433059802631,0.974037756534059,2.09e-01,1.00e+00,0.314885469692182,3651,25,19,92,45,58,162
NEB,79.3,28.3,51,1.9591939425843,0.970260218511725,2.09e-01,1.00e+00,0.314885469692182,3651,5,26,54,48,79,26
SUGP1,6412.3,3668.7,2743.7,0.747273589376857,-0.420291560341169,2.09e-01,1.00e+00,0.314960463761036,3653,3449,3060,4497,1956,2503,3772
C1orf115,653,390,263,0.675528896748898,-0.565910610599671,2.09e-01,1.00e+00,0.314960463761036,3653,396,345,429,152,401,236
ZNF107,1628.3,990.3,638,0.645903351747565,-0.630609788150695,2.09e-01,1.00e+00,0.314960463761036,3653,762,1615,594,977,493,444
OASL,4468,1661,2807,1.69060127021522,0.757536438982727,2.09e-01,1.00e+00,0.315049193117617,3655,2061,1385,1537,826,5461,2134
GALNT1,13337.7,5577.7,7760,1.39154344032982,0.476685946520895,2.09e-01,1.00e+00,0.315067668623549,3655,5412,7281,4040,11244,7231,4805
TIMM23,9513.3,4137.3,5376,1.29929601171928,0.377730149791921,2.09e-01,1.00e+00,0.315157632646395,3656,5082,4350,2980,6235,5425,4468
IFNAR1,6614.7,3954.7,2660,0.673308155418746,-0.570661155365369,2.09e-01,1.00e+00,0.315175935077898,3657,3833,5503,2528,4001,2639,1340
CFAP45,144.7,44.7,100,2.065340618162,1.04637973206078,2.09e-01,1.00e+00,0.315192237204631,3657,45,45,44,32,30,238
LGI2,87.7,28,59.7,2.00831676684319,1.00598683996165,2.09e-01,1.00e+00,0.315423259200825,3660,27,18,39,13,39,127
MED28-DT,23.3,7.3,16,2.21889866069604,1.14984377972519,2.09e-01,1.00e+00,0.31542776792995,3661,12,10,0,19,27,2
RPN1,64348.7,35627.7,28721,0.806097489486965,-0.310973765942959,2.09e-01,1.00e+00,0.315428422485891,3661,35241,35443,36199,25642,25909,34612
ENTPD5,3917,2244.7,1672.3,0.74578396666579,-0.423170313410557,2.09e-01,1.00e+00,0.315460072858743,3662,2106,2647,1981,2346,1367,1304
BATF2,192.7,122.3,70.3,0.545233184572876,-0.875054723203198,2.10e-01,1.00e+00,0.315927494551601,3668,105,131,131,64,11,136
CD151,30714,12894,17820,1.38179875679313,0.466547518969763,2.10e-01,1.00e+00,0.315980518417764,3669,11665,10978,16039,11570,14304,27586
NRIP2,89.3,34,55.3,1.64743499468504,0.720221539773075,2.10e-01,1.00e+00,0.31598778431866,3669,27,29,46,26,77,63
DLX2,1588.7,656.3,932.3,1.41785244032034,0.503707395274626,2.10e-01,1.00e+00,0.316002860391479,3669,705,563,701,510,1117,1170
C1QTNF8,148,93.3,54.7,0.556943910341222,-0.844396053403124,2.10e-01,1.00e+00,0.316002860391479,3670,94,92,94,9,60,95
HCG18,3867.3,1696.7,2170.7,1.2795499900619,0.355636512368033,2.10e-01,1.00e+00,0.316272437254774,3673,1678,1766,1646,1794,2608,2110
TMEM14DP,92.3,33.3,59,1.6457512899582,0.718746328557291,2.10e-01,1.00e+00,0.316279104661259,3674,48,32,20,38,47,92
R3HDM2,1937.7,1103.3,834.3,0.756742271695797,-0.402126058423052,2.10e-01,1.00e+00,0.316292473452422,3674,858,1083,1369,838,822,843
CNTFR,202.7,134.7,68,0.495718773148809,-1.01240619937176,2.10e-01,1.00e+00,0.316335609580853,3675,83,46,275,62,26,116
TBX2,6042.7,3724.3,2318.3,0.623218543858288,-0.68218993348013,2.10e-01,1.00e+00,0.31637976876806,3676,2878,2742,5553,4090,926,1939
USP25,6055.3,3493,2562.3,0.734115964638774,-0.445920118474622,2.10e-01,1.00e+00,0.316426039823056,3677,3494,4314,2671,3651,2251,1785
TOMM34,16880.7,9429.7,7451,0.790022273875224,-0.34003476570354,2.10e-01,1.00e+00,0.316426039823056,3677,9916,8670,9703,5542,8116,8695
QDPR,6746.3,3739,3007.3,0.80412698623375,-0.314504747782362,2.10e-01,1.00e+00,0.3164684604964,3678,3783,3604,3830,2952,2772,3298
RALGAPA1,2559,1091,1468,1.34633828451604,0.429040950865975,2.10e-01,1.00e+00,0.31654337855233,3679,947,1437,889,1420,1817,1167
MIAT,168.3,44.7,123.7,2.52060091072562,1.33376771292265,2.10e-01,1.00e+00,0.316652126429885,3680,30,102,2,65,26,280
ZFP2,86,31.7,54.3,1.72629482487992,0.787678875912651,2.10e-01,1.00e+00,0.316668920095442,3681,46,36,13,54,84,25
ETHE1,1500.7,867,633.7,0.727839481155831,-0.458307783577473,2.10e-01,1.00e+00,0.316700070144297,3682,870,787,944,502,502,897
CRACR2B,82.7,52.3,30.3,0.583380234816398,-0.777491586977312,2.11e-01,1.00e+00,0.316732178084277,3682,44,43,70,10,49,32
ATP1B3,26926.7,15294,11632.7,0.760638782874247,-0.394716595001283,2.11e-01,1.00e+00,0.316775075292516,3683,15717,19879,10286,13671,11811,9416
TINAG,214.7,84.3,130.3,1.56655166240042,0.647592348298106,2.11e-01,1.00e+00,0.316805346270392,3684,90,91,72,129,202,60
CDC7,2128.7,1322.3,806.3,0.612560555843561,-0.707075623348788,2.11e-01,1.00e+00,0.317156300524141,3688,1345,1855,767,1270,874,275
ANKRD10,2786.7,1217.3,1569.3,1.2879584726749,0.365086077744593,2.11e-01,1.00e+00,0.317279526682725,3690,1178,1409,1065,1405,1577,1726
GAB2,236.3,85.7,150.7,1.79386009761278,0.843067379470877,2.11e-01,1.00e+00,0.317295661233562,3690,27,71,159,185,85,182
AVEN,3010.3,1706.3,1304,0.764331136482273,-0.387730292410411,2.11e-01,1.00e+00,0.317429786530126,3692,1646,1478,1995,1541,1014,1357
JARID2,1066.3,435.7,630.7,1.44455190842221,0.530622046531659,2.11e-01,1.00e+00,0.317611537937536,3695,407,642,258,737,528,627
NME9,23.7,8,15.7,2.11961446610304,1.0838018787403,2.11e-01,1.00e+00,0.317652159124633,3696,12,2,10,28,17,2
PLXNB1,1150.7,466.7,684,1.46751619726586,0.553376426733065,2.12e-01,1.00e+00,0.318246976286622,3703,370,428,602,369,950,733
HCFC1R1,4153.7,1723.7,2430,1.40711503933503,0.49274028159053,2.12e-01,1.00e+00,0.318364251803275,3704,1965,1371,1835,1740,1711,3839
H2AX,23604.3,13947.7,9656.7,0.692149375346844,-0.530844670007749,2.12e-01,1.00e+00,0.318502562918614,3706,11125,9620,21098,6863,7248,14859
LINC02225,249.7,99.7,150,1.53692141113399,0.620043396215415,2.12e-01,1.00e+00,0.318502562918614,3707,84,103,112,173,206,71
TLCD5,986.3,568,418.3,0.733430747523011,-0.447267345651092,2.12e-01,1.00e+00,0.318510236723456,3707,664,610,430,400,377,478
COA5,3081.7,1313,1768.7,1.3473902676224,0.43016778369892,2.12e-01,1.00e+00,0.318691807198247,3710,1397,1659,883,2030,1877,1399
SZT2,1846.3,722.3,1124,1.55016907383335,0.63242557593719,2.12e-01,1.00e+00,0.319036034382465,3714,634,585,948,544,854,1974
SRRM5,45.3,15,30.3,1.9014252601974,0.927081231704912,2.12e-01,1.00e+00,0.319036034382465,3714,19,20,6,9,54,28
LURAP1L,1031.7,634,397.7,0.619577895836891,-0.690642419667793,2.13e-01,1.00e+00,0.319291960960615,3718,526,660,716,319,150,724
ZNF222,202.7,76.3,126.3,1.66930407881148,0.739246778568089,2.13e-01,1.00e+00,0.319291960960615,3718,104,79,46,100,221,58
MRPS26,15477,8751.7,6725.3,0.768334474240593,-0.380193607793193,2.13e-01,1.00e+00,0.319291960960615,3718,8943,6432,10880,5736,5946,8494
CEP57,2724.3,1598.7,1125.7,0.704791965442455,-0.504730617113706,2.13e-01,1.00e+00,0.319367962799126,3719,1572,2267,957,1444,1122,811
UBASH3B,538.7,209,329.7,1.56763684578026,0.648591387595855,2.13e-01,1.00e+00,0.31946026655516,3721,129,236,262,313,170,506
PRDM6,241.3,85.3,156,1.8278627890075,0.870157776606008,2.13e-01,1.00e+00,0.319501430496138,3722,50,66,140,43,173,252
PARM1,7165,2543,4622,1.81919283905772,0.86329848043105,2.13e-01,1.00e+00,0.319824072129524,3726,2589,2884,2156,10524,1576,1766
FAM219B,1355.3,583.7,771.7,1.32242565694067,0.403186620352356,2.13e-01,1.00e+00,0.319875210048527,3727,621,578,552,689,921,705
LIN9,3024.7,1782.3,1242.3,0.698795427633012,-0.517057926462055,2.13e-01,1.00e+00,0.319875210048527,3727,1617,2188,1542,1899,1156,672
ZNF562,580,243.7,336.3,1.38096382494186,0.465675527951838,2.13e-01,1.00e+00,0.319906340203004,3728,240,289,202,330,379,300
TERF1P7,32.7,12,20.7,1.82127301522185,0.864947203579635,2.13e-01,1.00e+00,0.319906340203004,3728,5,18,13,12,34,16
RPSA,13013,5773.7,7239.3,1.25359628827138,0.326072813305072,2.13e-01,1.00e+00,0.319988583316057,3729,6500,5379,5442,5874,7549,8295
ZFC3H1,4848.7,2087,2761.7,1.32190904932421,0.402622919203581,2.13e-01,1.00e+00,0.320042913118666,3730,1875,2263,2123,2042,2408,3835
RCCD1-AS1,48.3,19,29.3,1.56705523441218,0.648056031762098,2.13e-01,1.00e+00,0.320042913118666,3730,19,21,17,24,41,23
LOX,46.7,13,33.7,2.54292688832619,1.3464899837089,2.14e-01,1.00e+00,0.320488536136167,3736,0,38,1,57,30,14
FHL3,3341.3,1341.3,2000,1.48834046933575,0.573704591792611,2.14e-01,1.00e+00,0.320962193019589,3742,1298,1096,1630,925,1811,3264
BTF3L4P2,690,270,420,1.56124861054258,0.642700287884971,2.14e-01,1.00e+00,0.321118837801887,3744,297,354,159,630,426,204
ARMH4,56.3,37,19.3,0.465426606105698,-1.1033744101441,2.14e-01,1.00e+00,0.321220357535706,3745,48,60,3,12,13,33
SHLD2P1,56.7,35.3,21.3,0.610635050161681,-0.71161769295623,2.14e-01,1.00e+00,0.321220357535706,3746,42,42,22,17,33,14
ZNF132,94.7,58,36.7,0.632970946836747,-0.65978881295329,2.14e-01,1.00e+00,0.321468869551555,3749,48,48,78,21,47,42
GCSHP5,1281,544.3,736.7,1.35345870284317,0.436650868260449,2.14e-01,1.00e+00,0.321534198879182,3750,593,626,414,896,667,647
ESRP2,26,7,19,2.70381552865743,1.434996725226,2.15e-01,1.00e+00,0.321914947729892,3755,17,0,4,11,46,0
C1QBP,70538.7,39230.3,31308.3,0.798056410629831,-0.325437367913988,2.15e-01,1.00e+00,0.322075523285735,3757,42635,38346,36710,35318,23920,34687
ABCB7,2350.3,1376.7,973.7,0.709175268895217,-0.495785868950175,2.15e-01,1.00e+00,0.322205978181994,3759,1443,1643,1044,1214,1173,534
ACO2P2,195.3,79.3,116,1.45452249080571,0.54054560453241,2.15e-01,1.00e+00,0.322223108372885,3759,80,66,92,129,87,132
ADGRG1,4236.3,2501,1735.3,0.693469380092749,-0.528095912646486,2.15e-01,1.00e+00,0.322434141947242,3762,2044,1962,3497,890,2141,2175
TTC8,3751.3,2165,1586.3,0.73310833580769,-0.447901685090932,2.15e-01,1.00e+00,0.322502477295131,3763,2335,2590,1570,2243,1235,1281
CHCHD4,2109,1218.3,890.7,0.731001954078894,-0.452052832162232,2.15e-01,1.00e+00,0.322746946495137,3766,1540,1362,753,938,973,761
AKAP9,5517.3,2396,3121.3,1.30332990236226,0.382202308971475,2.15e-01,1.00e+00,0.322813938819533,3768,1880,3039,2269,3371,3539,2454
MOCOS,61,16.7,44.3,2.87112486966972,1.52161607695252,2.16e-01,1.00e+00,0.322973066600585,3770,0,1,49,23,22,88
IRF5,6484.3,2729.7,3754.7,1.37538068343596,0.459830988885944,2.16e-01,1.00e+00,0.322973066600585,3770,2184,2015,3990,2988,3239,5037
CCDC183-AS1,142.3,53.7,88.7,1.64722044357977,0.720033640417993,2.16e-01,1.00e+00,0.323112381481483,3772,49,27,85,60,76,130
FABP5,752,297.7,454.3,1.52874718458059,0.612349841813755,2.16e-01,1.00e+00,0.323167816795826,3773,362,351,180,717,375,271
EIF3I,54285.3,30216,24069.3,0.796506944925293,-0.328241153895599,2.16e-01,1.00e+00,0.323192597477368,3774,33358,29117,28173,18883,23812,29513
GMCL1,2601.3,1555.3,1046,0.673853138568352,-0.569493894201164,2.16e-01,1.00e+00,0.323290990518444,3775,1604,2142,920,1516,1054,568
TRAPPC6B,1185.7,499.3,686.3,1.3753520508053,0.45980095459454,2.16e-01,1.00e+00,0.323435724669107,3777,505,619,374,873,626,560
PPM1D,3186.7,1395.7,1791,1.2839895766543,0.360633490801193,2.16e-01,1.00e+00,0.3234393387802,3777,1264,1382,1541,1572,2153,1648
PRR13P5,378.3,155,223.3,1.43054928948319,0.516569206481725,2.16e-01,1.00e+00,0.323530451206478,3779,167,126,172,202,175,293
TMCO1,11920.7,5095,6825.7,1.33970015378308,0.421910138700617,2.16e-01,1.00e+00,0.323642725211397,3780,5856,6255,3174,7193,8134,5150
MRPS31P4,29.7,11,18.7,1.69424295134398,0.760640769337802,2.16e-01,1.00e+00,0.32368327884757,3781,13,15,5,22,23,11
YWHAQP6,286.3,174,112.3,0.652473299272685,-0.616009230438649,2.16e-01,1.00e+00,0.323684268128039,3782,183,239,100,139,126,72
ST3GAL3,498.3,193.3,305,1.59584275419646,0.674318503115849,2.16e-01,1.00e+00,0.323801596978512,3783,200,125,255,211,530,174
HNRNPA1P4,152.7,60.7,92,1.49967989491754,0.58465459185557,2.17e-01,1.00e+00,0.324153926944183,3788,83,40,59,78,99,99
S100PBP,2819,1640.3,1178.7,0.719044115170913,-0.475847808526152,2.17e-01,1.00e+00,0.324502311725713,3792,1759,2146,1016,1100,1548,888
GON7,1570.7,628.3,942.3,1.50104510130996,0.585967325698562,2.17e-01,1.00e+00,0.324642401831289,3794,643,855,387,1489,770,568
DSCC1,981,594.3,386.7,0.6561269831355,-0.607953041917222,2.17e-01,1.00e+00,0.324642401831289,3794,582,750,451,634,339,187
STK11IP,4592.7,2587,2005.7,0.775076111657555,-0.367590106411042,2.17e-01,1.00e+00,0.324728902464365,3796,2471,2392,2898,1484,2383,2150
C19orf44,773,478.7,294.3,0.600908185694876,-0.734783520193205,2.17e-01,1.00e+00,0.324736332583968,3796,630,399,407,184,124,575
SPDYE2,41.3,15,26.3,1.67078391024663,0.740525155436922,2.17e-01,1.00e+00,0.32480094744005,3797,15,12,18,13,25,41
TSPAN18,306,85,221,2.50785848622252,1.32645594184605,2.17e-01,1.00e+00,0.324862931553627,3798,83,41,131,63,18,582
URM1,10154,4414.3,5739.7,1.29963003344792,0.37810098873519,2.17e-01,1.00e+00,0.324883291093987,3799,4650,3799,4794,4534,4801,7884
UBE2Q2,5629.3,2292.3,3337,1.45667682325814,0.542680838144125,2.17e-01,1.00e+00,0.324883291093987,3799,2004,3206,1667,5394,2592,2025
HMG20B,32474.7,18275.3,14199.3,0.776865210577468,-0.364263788275353,2.17e-01,1.00e+00,0.325031507603349,3801,17723,14859,22244,12079,11933,18586
DGUOK,7236,3192.7,4043.3,1.26588024500882,0.340140929170804,2.18e-01,1.00e+00,0.325316071084979,3805,3708,3384,2486,3731,3945,4454
FBXO10,298,178,120,0.675306200274425,-0.566386291314459,2.18e-01,1.00e+00,0.325316071084979,3805,144,138,252,91,132,137
SYPL1,10769.7,6788,3981.7,0.587129327119751,-0.768249773760141,2.18e-01,1.00e+00,0.325364789611297,3806,6985,10557,2822,7268,3105,1572
ZNF687,1316.7,768,548.7,0.712764700390955,-0.488502205603231,2.18e-01,1.00e+00,0.3254087205404,3807,641,628,1035,385,540,721
KLC3,39.3,13.3,26,1.98035717656591,0.98576065777366,2.18e-01,1.00e+00,0.325421185757765,3807,15,3,22,35,8,35
SIRT5,2621.7,1127.3,1494.3,1.32294498770196,0.403753070974339,2.18e-01,1.00e+00,0.325549883364899,3809,1314,1009,1059,1160,1368,1955
TCEA2,10060,5808.7,4251.3,0.731367749318519,-0.451331084456481,2.18e-01,1.00e+00,0.325637861338921,3811,5686,4342,7398,2974,3503,6277
ATM,3010,1796.7,1213.3,0.676378594774533,-0.564097091114143,2.18e-01,1.00e+00,0.325676246973144,3811,1556,2847,987,1356,1516,768
MYO9A,2508.7,1438,1070.7,0.746072779172972,-0.422611723079112,2.18e-01,1.00e+00,0.325864622894416,3814,1290,1670,1354,1188,1317,707
TMEM44,3117.7,1793.7,1324,0.736916981212897,-0.440425995972315,2.18e-01,1.00e+00,0.326018260648281,3816,1682,1469,2230,907,1253,1812
ZNF707,878.3,535.3,343,0.64148378688588,-0.640515292354832,2.18e-01,1.00e+00,0.326018260648281,3816,430,257,919,266,354,409
SEC22B,4719,1978.7,2740.3,1.38557278437111,0.470482497822736,2.18e-01,1.00e+00,0.326018260648281,3817,2111,2566,1259,3515,2919,1787
KLHL13,474,145.3,328.7,2.18870333383004,1.1300764187412,2.18e-01,1.00e+00,0.326131498637017,3818,216,218,2,254,196,536
TRAF5,1464,616,848,1.37797809847694,0.462552958093137,2.18e-01,1.00e+00,0.32618600689718,3819,549,796,503,1145,692,707
DCAF16,2490,1420,1070,0.754194626459519,-0.40699122338925,2.18e-01,1.00e+00,0.326189858621313,3820,1257,1851,1152,1180,1163,867
CCDC88A,7952.7,3437.3,4515.3,1.31446758096023,0.394478560849331,2.18e-01,1.00e+00,0.326189858621313,3820,3050,3956,3306,5875,4698,2973
MYO7A,688,280,408,1.44913166201571,0.53518867806112,2.18e-01,1.00e+00,0.326189858621313,3820,285,306,249,501,221,502
KRT8P46,46,17,29,1.64919074214521,0.721758267685519,2.18e-01,1.00e+00,0.326189858621313,3821,25,18,8,21,40,26
DYSF,861.7,561.7,300,0.519824339929404,-0.943903907646449,2.18e-01,1.00e+00,0.326215384197982,3821,525,507,653,147,59,694
SP140,35.3,11.7,23.7,1.96302339946274,0.973077369995962,2.18e-01,1.00e+00,0.326258867157105,3822,4,27,4,27,18,26
ZNF814,173,64,109,1.67068269538752,0.740437755386236,2.19e-01,1.00e+00,0.326258867157105,3822,82,62,48,37,163,127
CD2BP2-DT,572,239.7,332.3,1.38294350812888,0.467742225030053,2.19e-01,1.00e+00,0.326260489736757,3823,245,204,270,274,321,402
SMARCB1,15600.3,8734,6866.3,0.785923120097235,-0.34753990158817,2.19e-01,1.00e+00,0.326613782749101,3827,8529,7866,9807,5396,6309,8894
COBL,507.7,211.7,296,1.39925701716998,0.484660982760153,2.19e-01,1.00e+00,0.326613782749101,3828,163,204,268,261,297,330
POLDIP3,78.3,47.3,31,0.62949525344865,-0.667732595182803,2.19e-01,1.00e+00,0.326613782749101,3828,48,43,51,14,33,46
IGFBP2,4400,1809.7,2590.3,1.43090269858588,0.516925572106291,2.19e-01,1.00e+00,0.326613782749101,3828,1545,1312,2572,1475,2630,3666
ZNF133,1762.7,1007,755.7,0.748758797116167,-0.417427046760481,2.19e-01,1.00e+00,0.326624919311561,3829,1157,806,1058,626,686,955
TSEN34,28211,16299.3,11911.7,0.730611535444763,-0.452823562652563,2.19e-01,1.00e+00,0.326654439926072,3829,16579,12754,19565,7302,10532,17901
ARHGDIG,1816,760,1056,1.38912444632843,0.474175850621379,2.19e-01,1.00e+00,0.326956323758194,3833,711,547,1022,722,1173,1273
FNIP2,1299.7,788.3,511.3,0.654659650844643,-0.611183031983842,2.19e-01,1.00e+00,0.326956323758194,3834,579,715,1071,690,634,210
ALG8,6054.3,3516,2538.3,0.72250548711649,-0.468919550587971,2.19e-01,1.00e+00,0.32701768744398,3835,3746,4591,2211,3203,2780,1632
GNL1,6678,2763.7,3914.3,1.41537705502412,0.501186436767228,2.19e-01,1.00e+00,0.32704003878838,3835,2621,2125,3545,2104,3817,5822
LCN12,66.3,22.3,44,1.9522931110824,0.965169670810247,2.19e-01,1.00e+00,0.327044039681565,3836,10,15,42,19,28,85
SRI,14497,6300.7,8196.3,1.30078736286803,0.379385146830481,2.19e-01,1.00e+00,0.327046154085801,3836,7202,7383,4317,10091,7460,7038
LINC00641,288.7,90.3,198.3,2.16955895082045,1.11740178730739,2.19e-01,1.00e+00,0.327137204885604,3837,67,200,4,169,336,90
BRD10,1867.3,799.7,1067.7,1.33643229462139,0.418386750646327,2.19e-01,1.00e+00,0.327153459464231,3838,589,765,1045,1129,948,1126
PRICKLE1,26,6,20,2.7999423221921,1.48539710847579,2.19e-01,1.00e+00,0.327153459464231,3838,0,18,0,3,22,35
INSYN2A,79.3,27,52.3,1.78274761107413,0.834102470755779,2.19e-01,1.00e+00,0.32722758732086,3839,26,48,7,32,46,79
ING1,3348.7,1448,1900.7,1.31133154002632,0.391032483943909,2.20e-01,1.00e+00,0.327314818071795,3841,1407,1299,1638,1396,1861,2445
ZNF552,436.3,257.3,179,0.699858772550445,-0.514864270968794,2.20e-01,1.00e+00,0.327461623107227,3843,239,292,241,135,249,153
EEA1,2309.3,1340.7,968.7,0.723954152123678,-0.466029760283606,2.20e-01,1.00e+00,0.327461623107227,3843,1103,1772,1147,1357,858,691
HMGN2P17,329.3,136.3,193,1.41072342191049,0.496435169402128,2.20e-01,1.00e+00,0.327688781957494,3846,161,146,102,203,198,178
EIF3M,23589.7,9747.7,13842,1.42020438534035,0.506098566700727,2.20e-01,1.00e+00,0.327793704877497,3848,10754,12616,5873,18736,15158,7632
KIAA1143,2294.3,1350,944.3,0.701580299001515,-0.51131985869519,2.20e-01,1.00e+00,0.327880280346956,3849,1334,1704,1012,1142,1197,494
EIF2S2P4,911,378.3,532.7,1.41298814500676,0.498749361488054,2.20e-01,1.00e+00,0.327920535154591,3850,391,430,314,774,449,375
TTC39A,548.7,212,336.7,1.56699323511638,0.647998951549409,2.20e-01,1.00e+00,0.327920535154591,3850,275,187,174,137,379,494
ACTMAP,2579.7,1477,1102.7,0.745833347156377,-0.4230747916058,2.20e-01,1.00e+00,0.327920535154591,3850,1514,1108,1809,891,979,1438
SEPTIN11,10874,6154.3,4719.7,0.767155206018371,-0.382409610638997,2.20e-01,1.00e+00,0.327940594793317,3851,5705,7645,5113,6313,4069,3777
MAP1LC3B2,1577.7,676.7,901,1.33150210377409,0.413054708009327,2.20e-01,1.00e+00,0.327940594793317,3851,770,751,509,904,1027,772
ESYT2,19839,10919,8920,0.816884694791552,-0.29179564196589,2.20e-01,1.00e+00,0.328410235950922,3857,10021,11019,11717,8591,8350,9819
NCK2,12038.3,4952.3,7086,1.43001540355671,0.516030687224078,2.21e-01,1.00e+00,0.328428241204425,3858,4327,4290,6240,4187,5230,11841
