id	filename	md5	size	state
a49e60f6-038a-47ef-b2a3-24be6e254868	a49e60f6-038a-47ef-b2a3-24be6e254868/nationwidechildrens.org_clinical.TCGA-2J-AABP.xml	cef42423aab8bb526326f86820524eea	50913	validated
a4f4e2a1-3f42-4701-ae28-1879c04ac93f	a4f4e2a1-3f42-4701-ae28-1879c04ac93f/nationwidechildrens.org_clinical.TCGA-US-A779.xml	ad2705dccc7575655cb4f9596321991f	28417	validated
a51f213a-1681-412e-a2b3-a21289c7f6ab	a51f213a-1681-412e-a2b3-a21289c7f6ab/nationwidechildrens.org_clinical.TCGA-HZ-7920.xml	0b56f515c12ea1daf53387a29dc190bd	47108	validated
a53d150e-0b65-46ec-8c9f-3fa5e39a967d	a53d150e-0b65-46ec-8c9f-3fa5e39a967d/nationwidechildrens.org_clinical.TCGA-FZ-5926.xml	0e20a34f080546f84573f26eee84dd6b	36599	validated
a5fb3dac-fdc4-4a2f-9423-8dac800e01d0	a5fb3dac-fdc4-4a2f-9423-8dac800e01d0/nationwidechildrens.org_clinical.TCGA-FB-A545.xml	39ea5b217f21c867a17745cf16dc20a3	83755	validated
a79003bb-2948-4997-8aca-d08638530619	a79003bb-2948-4997-8aca-d08638530619/nationwidechildrens.org_clinical.TCGA-LB-A7SX.xml	57e985c259a3c855e01e77f77613987c	48449	validated
a80ef681-dd53-486d-a99e-901eb0228cf9	a80ef681-dd53-486d-a99e-901eb0228cf9/nationwidechildrens.org_clinical.TCGA-HV-A5A5.xml	7384bd92725c3b3b5ca1089234ea1026	28319	validated
aac16c6f-95d5-4cca-be1e-47df3fe7cfa2	aac16c6f-95d5-4cca-be1e-47df3fe7cfa2/nationwidechildrens.org_clinical.TCGA-HZ-8003.xml	e8bad797b6a399bd092cde2a380fdb6f	36563	validated
ab8419a0-d78b-453a-8a94-4a44b150ef53	ab8419a0-d78b-453a-8a94-4a44b150ef53/nationwidechildrens.org_clinical.TCGA-IB-AAUQ.xml	bb7d4b50aa17a68898b8c07271831580	55260	validated
add66e0b-c2f0-4eec-a177-4e118e903aa5	add66e0b-c2f0-4eec-a177-4e118e903aa5/nationwidechildrens.org_clinical.TCGA-FB-AAQ1.xml	d11b071ace289a5d7a02d0db0ae4c8e3	36679	validated
aed2f3c2-e11f-4a5c-bc46-d3e1fe756ef6	aed2f3c2-e11f-4a5c-bc46-d3e1fe756ef6/nationwidechildrens.org_clinical.TCGA-HZ-8317.xml	a5fd93c566c895d9387972fc7a8111a1	47174	validated
