"SYMBOL","baseMean","baseMeanA","baseMeanB","logCPM","foldChange","log2FoldChange","pvalue","padj","FDR","falsePos","c-1","c-2","c-3","d-1","d-2","d-3"
"AL023806.3",32,16.3333333333333,15.6666666666667,-1.03281064475103,0.955115356604055,-0.0662531058750765,"9.1e-01","1.0e+00",0.970510255566076,17998.1126894729,21,8,20,5,23,19
"AP003170.1",29.3333333333333,14,15.3333333333333,-1.22559271040755,1.05114557230515,0.0719624808125074,"9.1e-01","1.0e+00",0.970510255566076,17999.0831997284,12,10,20,17,25,4
"LINC01615",629.666666666667,312.666666666667,317,3.07204859922595,1.01406552449244,0.0201508760159254,"9.1e-01","1.0e+00",0.970510255566076,18000.053709984,340,311,287,269,331,351
"AC034102.4",1394.66666666667,700.333333333333,694.333333333333,4.21302244692999,0.99079452055589,-0.0133422048948344,"9.1e-01","1.0e+00",0.970510255566076,18001.0242202396,731,654,716,756,649,678
"KBTBD4",1733.33333333333,871.666666666667,861.666666666667,4.52669372982322,0.98879627909246,-0.0162547805942614,"9.1e-01","1.0e+00",0.970510255566076,18001.9947304951,971,922,722,897,750,938
"POLR2H",6084.33333333333,3052,3032.33333333333,6.33484490012261,0.993945938423369,-0.00876071039312099,"9.1e-01","1.0e+00",0.970510255566076,18002.9652407507,2992,3081,3083,3191,2765,3141
"CDV3",21284,10616.6666666667,10667.3333333333,8.14068388585666,1.00496121593721,0.00713982513082918,"9.1e-01","1.0e+00",0.970510255566076,18003.9357510063,10645,10361,10844,10425,10405,11172
"AC020917.4",125.666666666667,62.3333333333333,63.3333333333333,0.78420468763277,1.02144878659074,0.030616872026334,"9.1e-01","1.0e+00",0.970510255566076,18004.9062612618,69,62,56,66,55,69
"E2F2",657.666666666667,327.333333333333,330.333333333333,3.13322810642227,1.01236432422283,0.017728572800582,"9.1e-01","1.0e+00",0.970510255566076,18005.8767715174,299,340,343,318,332,341
"SPOCK2",146.666666666667,72.3333333333333,74.3333333333333,0.994677178929953,1.02337943647087,0.0333411496003648,"9.1e-01","1.0e+00",0.970510255566076,18006.847281773,72,92,53,81,69,73
"C17orf75",1643,827,816,4.44952518026651,0.98885713718427,-0.0161659888306921,"9.1e-01","1.0e+00",0.970510255566076,18007.8177920285,840,772,869,735,724,989
"GPD1L",2132.66666666667,1062.66666666667,1070,4.82392879987027,1.00725623810464,0.0104307403634202,"9.1e-01","1.0e+00",0.970510255566076,18008.7883022841,1003,1131,1054,1057,1071,1082
"NDUFB7",1989.66666666667,990,999.666666666667,4.72340223053788,1.00922129125754,0.0132425478791369,"9.1e-01","1.0e+00",0.970510255566076,18009.7588125397,932,994,1044,1150,910,939
"AL021920.3",30.3333333333333,15.3333333333333,15,-1.12501121613939,0.95787340353447,-0.0620930988024335,"9.1e-01","1.0e+00",0.970510255566076,18010.7293227952,21,20,5,19,13,13
"NOL10",5831.66666666667,2908.33333333333,2923.33333333333,6.27348570729537,1.00523696535203,0.0075356292057607,"9.1e-01","1.0e+00",0.970510255566076,18011.6998330508,2843,2966,2916,2844,2984,2942
"AL357992.1",78,39.6666666666667,38.3333333333333,0.127490524262209,0.975520664642033,-0.035755660842589,"9.1e-01","1.0e+00",0.970510255566076,18012.6703433064,43,32,44,32,39,44
"LINC01237",33.3333333333333,16.3333333333333,17,-1.01297179464843,1.03231222306822,0.0458793802059857,"9.1e-01","1.0e+00",0.970660429814998,18016.4282377962,17,13,19,21,15,15
"PKN3",697.666666666667,346.666666666667,351,3.21615684980612,1.01257372102427,0.0180269480805641,"9.1e-01","1.0e+00",0.970665056455216,18017.4847779217,331,365,344,394,336,323
"SCN3B",217,107,110,1.53898579388005,1.02843976360277,0.0404572967345141,"9.1e-01","1.0e+00",0.970672205764791,18018.5881556118,55,148,118,105,124,101
"PYCR1",1825.66666666667,907.666666666667,918,4.59960001469387,1.00964425994755,0.0138470604878191,"9.1e-01","1.0e+00",0.970672205764791,18019.5588278176,933,906,884,1071,871,812
"DYNC2H1",2955.33333333333,1482.33333333333,1473,5.29398924191101,0.99350626991119,-0.00939902269048719,"9.1e-01","1.0e+00",0.970673720935184,18020.5576291617,1489,1560,1398,1449,1510,1460
"AP001619.1",31.3333333333333,15.3333333333333,16,-1.13193178321062,1.0341365076365,0.048426636224933,"9.1e-01","1.0e+00",0.970715581121211,18022.3054790964,12,19,15,14,20,14
"AC093898.1",44.3333333333333,22,22.3333333333333,-0.633767649229275,1.02899224756664,0.0412321130003084,"9.1e-01","1.0e+00",0.970715581121211,18023.2761946775,21,22,23,16,26,25
"AC020915.3",274.333333333333,135.666666666667,138.666666666667,1.88399307450769,1.01879842180533,0.0268686298843546,"9.1e-01","1.0e+00",0.970715581121211,18024.2469102587,160,111,136,160,129,127
"SLC30A7",6424,3223,3201,6.41318931658324,0.993984091429248,-0.00870533303923409,"9.1e-01","1.0e+00",0.970715581121211,18025.2176258398,3238,3232,3199,2977,3138,3488
"PSMG1",2317,1162,1155,4.94316647345519,0.99333251014181,-0.00965136561910986,"9.1e-01","1.0e+00",0.970715581121211,18026.1883414209,1177,1134,1175,1140,1204,1121
"AC092338.3",140.333333333333,69.3333333333333,71,0.929616189945784,1.02394961617278,0.0341447287305124,"9.1e-01","1.0e+00",0.970715581121211,18027.159057002,53,65,90,60,81,72
"TRIM34",1135.33333333333,565,570.333333333333,3.91741163362132,1.00973376748359,0.0139749534099866,"9.1e-01","1.0e+00",0.970715581121211,18028.1297725831,569,594,532,544,559,608
"HGFAC",27,13.3333333333333,13.6666666666667,-1.24745041735791,1.04600812046396,0.064894051687736,"9.1e-01","1.0e+00",0.970715581121211,18029.1004881643,16,16,8,10,6,25
"AC010319.1",100.333333333333,50.6666666666667,49.6666666666667,0.467149604142995,0.978197911036388,-0.0318017111160366,"9.1e-01","1.0e+00",0.970715581121211,18030.0712037454,58,46,48,55,49,45
"AL359504.1",157.333333333333,77.6666666666667,79.6666666666667,1.10024114452077,1.02073763796879,0.0296120953621218,"9.1e-01","1.0e+00",0.970715581121211,18031.0419193265,89,62,82,72,86,81
"MROH6",192.333333333333,96.6666666666667,95.6666666666667,1.37736993172736,0.979044545027013,-0.0305535931507626,"9.1e-01","1.0e+00",0.970715581121211,18032.0126349076,113,74,103,95,112,80
"OR11N1P",20.6666666666667,10,10.6666666666667,-1.66528042867894,1.04452302355352,0.0628442928841098,"9.1e-01","1.0e+00",0.970715581121211,18032.9833504887,8,8,14,14,13,5
"SLC44A3",443,223.333333333333,219.666666666667,2.56996887110713,0.984557914220605,-0.0224520232435936,"9.1e-01","1.0e+00",0.970715581121211,18033.9540660699,203,232,235,213,188,258
"CAND1",16549,8296,8253,7.7777212526264,0.995041688627948,-0.00717112428949092,"9.1e-01","1.0e+00",0.970715581121211,18034.924781651,7919,8525,8444,8069,8145,8545
"CTSK",2248.66666666667,1120,1128.66666666667,4.90031871720799,1.00692984276631,0.00996316793347115,"9.1e-01","1.0e+00",0.970715581121211,18035.8954972321,1161,1144,1055,1126,1154,1106
"AC107071.1",45.6666666666667,22.3333333333333,23.3333333333333,-0.60299779117203,1.03142654274507,0.0446410774618324,"9.1e-01","1.0e+00",0.970715581121211,18036.8662128132,22,30,15,27,20,23
"NEK5",24.6666666666667,12.6666666666667,12,-1.36779651076733,0.957174260531213,-0.0631464931459894,"9.1e-01","1.0e+00",0.970715581121211,18037.8369283944,13,17,8,4,16,16
"LRRC28",1031,518.333333333333,512.666666666667,3.77916880956698,0.989665401644128,-0.0149872514951823,"9.1e-01","1.0e+00",0.970715581121211,18038.8076439755,541,466,548,499,506,533
"ZNF579",839.666666666667,416.666666666667,423,3.48245863880183,1.01279670045862,0.0183446098001648,"9.1e-01","1.0e+00",0.970781360376512,18041.0008012371,412,425,413,505,397,367
"DFFB",651,327.666666666667,323.333333333333,3.12061303776843,0.987681954662028,-0.0178815432599011,"9.1e-01","1.0e+00",0.970854125142214,18043.3239157681,350,313,320,322,297,351
"HACD3",11945.6666666667,5988.33333333333,5957.33333333333,7.30758925192731,0.995076155439091,-0.00712115227636116,"9.1e-01","1.0e+00",0.970931933149846,18045.740909523,6084,5895,5986,5734,5906,6232
"OSR1",17.6666666666667,8.66666666666667,9,-1.77961992960133,1.03992083545727,0.0564737065968886,"9.1e-01","1.0e+00",0.970931933149846,18046.7118414562,11,8,7,6,11,10
"SFXN2",711,358,353,3.24599721341321,0.987299064083342,-0.0184409353155725,"9.1e-01","1.0e+00",0.970931933149846,18047.6827733893,346,355,373,296,386,377
"LTB4R",1154.33333333333,574.333333333333,580,3.94082832253004,1.00972370574868,0.0139605772567454,"9.1e-01","1.0e+00",0.970931933149846,18048.6537053225,570,613,540,545,620,575
"WDR13",2810.33333333333,1410,1400.33333333333,5.22154831330914,0.993355895745832,-0.00961740126430378,"9.1e-01","1.0e+00",0.970931933149846,18049.6246372556,1317,1477,1436,1443,1350,1408
"AP002907.1",71,35.3333333333333,35.6666666666667,0.000709624999365827,1.027954268156,0.0397760830413871,"9.1e-01","1.0e+00",0.970931933149846,18050.5955691888,31,45,30,37,26,44
"FOXK2",5607.33333333333,2811.66666666667,2795.66666666667,6.21687144969111,0.993576913275618,-0.00929644335969939,"9.1e-01","1.0e+00",0.970937579860866,18051.6714847732,2697,2911,2827,2869,2997,2521
"AC002524.1",131,65,66,0.846125934280768,1.02107468233591,0.030088390109269,"9.1e-01","1.0e+00",0.970937579860866,18052.6424223531,64,59,72,56,65,77
"PHKA2",1513.66666666667,760.333333333333,753.333333333333,4.33024155655129,0.990254547853736,-0.014128673005419,"9.1e-01","1.0e+00",0.970937579860866,18053.6133599329,816,724,741,856,660,744
"AP002954.1",114.666666666667,58,56.6666666666667,0.649773730076045,0.974735208773183,-0.0369177374331954,"9.1e-01","1.0e+00",0.970937579860866,18054.5842975128,55,71,48,40,76,54
"AC061958.1",120.333333333333,59.3333333333333,61,0.712631374305874,1.02390985689019,0.0340887087539616,"9.1e-01","1.0e+00",0.970937579860866,18055.5552350927,60,44,74,63,69,51
"AL121772.1",24.6666666666667,12.6666666666667,12,-1.41068127168037,0.952722351979586,-0.0698722582794189,"9.1e-01","1.0e+00",0.970937579860866,18056.5261726725,4,19,15,5,16,15
"AL034417.5",98.3333333333333,48.6666666666667,49.6666666666667,0.432332828647155,1.02477185463139,0.0353027577034729,"9.1e-01","1.0e+00",0.970937579860866,18057.4971102524,55,35,56,45,59,45
"AC104841.1",21.3333333333333,10.3333333333333,11,-1.55770317010774,1.0372252804976,0.0527292748249122,"9.1e-01","1.0e+00",0.970937579860866,18058.4680478322,13,11,7,11,10,12
"AL161756.3",19.3333333333333,9.66666666666667,9.66666666666667,-1.7083976305809,1.05168130484499,0.0726975852603245,"9.1e-01","1.0e+00",0.970937579860866,18059.4389854121,4,5,20,12,7,10
"KMT5AP1",69,33.6666666666667,35.3333333333333,-0.0671619385424698,1.03067772781555,0.0435933015095944,"9.1e-01","1.0e+00",0.970937579860866,18060.409922992,39,25,37,51,31,24
"RPSA",74395.6666666667,37291,37104.6666666667,9.94591468545686,0.995041637629098,-0.00717119823191048,"9.1e-01","1.0e+00",0.970937579860866,18061.3808605718,37414,37438,37021,37051,35140,39123
"AC138932.3",22,11,11,-1.53418841203615,0.962896675024215,-0.0545470989243072,"9.1e-01","1.0e+00",0.970937579860866,18062.3517981517,12,8,13,10,16,7
"LINC00853",27.6666666666667,13.3333333333333,14.3333333333333,-1.26388536101675,1.04601076433977,0.0648976982193618,"9.1e-01","1.0e+00",0.970937579860866,18063.3227357315,18,11,11,27,9,7
"ATP6V1B1-AS1",93.3333333333333,47.3333333333333,46,0.364559208318245,0.976336893064244,-0.0345490474184183,"9.1e-01","1.0e+00",0.970937579860866,18064.2936733114,45,39,58,55,38,45
"HSPE1",9036.66666666667,4501.66666666667,4535,6.90515760077807,1.00748998846504,0.0107655026107086,"9.1e-01","1.0e+00",0.970937579860866,18065.2646108913,4603,4555,4347,5057,3860,4688
"AL662884.5",57.3333333333333,29.3333333333333,28,-0.286812142213005,0.965408104237587,-0.0507891571722775,"9.1e-01","1.0e+00",0.970949375467229,18066.4550293187,26,40,22,12,39,33
"ST3GAL2",4494,2254.66666666667,2239.33333333333,5.89795019934862,0.993245615559033,-0.00977757498597021,"9.1e-01","1.0e+00",0.970949375467229,18067.4259786942,2020,2420,2324,2355,2164,2199
"MCTP2",2160.66666666667,1086.33333333333,1074.33333333333,4.84292243692367,0.98940876030132,-0.015361421601338,"9.1e-01","1.0e+00",0.970949375467229,18068.3969280697,978,1326,955,983,1115,1125
"NME2",13803.3333333333,6921.33333333333,6882,7.51603969330457,0.994334501474601,-0.00819682817311584,"9.1e-01","1.0e+00",0.971002123714146,18070.3495223203,6815,6898,7051,7469,6331,6846
"AL049840.5",190,94.3333333333333,95.6666666666667,1.38039795933311,1.0248780544517,0.035452260263454,"9.1e-01","1.0e+00",0.971154223666948,18074.1512566656,98,91,94,78,66,143
"TMEM204",18,9,9,-1.79744961898473,0.939660304222306,-0.0897887912746905,"9.1e-01","1.0e+00",0.971154223666948,18075.1224108892,12,14,1,14,11,2
"AC090152.1",100,51,49,0.455147166764866,0.974633332249747,-0.0370685316541808,"9.1e-01","1.0e+00",0.971154223666948,18076.0935651129,45,37,71,47,55,45
"AC017002.4",26,12.6666666666667,13.3333333333333,-1.33327987533505,1.03684171185952,0.0521956637310062,"9.1e-01","1.0e+00",0.971210447340117,18078.1112667889,16,14,8,16,9,15
"ZNF790-AS1",431.333333333333,214,217.333333333333,2.53013981394116,1.01444405528032,0.0206893053162151,"9.1e-01","1.0e+00",0.971304134396452,18080.82646179,223,184,235,213,211,228
"WDR26",19630.6666666667,9794,9836.66666666667,8.02401840335774,1.0044340465724,0.00638283653833302,"9.1e-01","1.0e+00",0.971304134396452,18081.7977659244,9741,9691,9950,9637,9890,9983
"AC005037.1",100.666666666667,49.6666666666667,51,0.464207350322692,1.022295275219,0.0318119580831648,"9.1e-01","1.0e+00",0.971304134396452,18082.7690700588,53,45,51,57,55,41
"UBE2D1",3660.66666666667,1824.66666666667,1836,5.60256452389388,1.0061315905168,0.00881900551192547,"9.1e-01","1.0e+00",0.971304134396452,18083.7403741931,1925,1809,1740,1739,1895,1874
"SLC26A1",188.333333333333,93.3333333333333,95,1.34922817983909,1.02146342042174,0.0306375407122805,"9.1e-01","1.0e+00",0.971312102501203,18084.8600364699,72,94,114,106,75,104
"AC092718.5",28,13.6666666666667,14.3333333333333,-1.25225195371528,1.03593215971157,0.0509295280704787,"9.1e-01","1.0e+00",0.971312102501203,18085.8313485724,17,15,9,11,20,12
"LINC01914",45,22.6666666666667,22.3333333333333,-0.613653499493703,0.967762404814603,-0.0472751997324083,"9.1e-01","1.0e+00",0.971312102501203,18086.8026606749,26,25,17,34,13,20
"VWA8",4857.66666666667,2421.33333333333,2436.33333333333,6.01021563247276,1.00553492396521,0.00796318980480582,"9.1e-01","1.0e+00",0.971312102501203,18087.7739727774,2455,2480,2329,2433,2547,2329
"POLR3C",3308.66666666667,1648.33333333333,1660.33333333333,5.45645527976354,1.00663262752271,0.00953726511947138,"9.1e-01","1.0e+00",0.971312102501203,18088.7452848799,1562,1652,1731,1693,1752,1536
"SLC18A2",55.6666666666667,28,27.6666666666667,-0.343797031996687,0.970214996268325,-0.0436236159578675,"9.1e-01","1.0e+00",0.971312102501203,18089.7165969824,31,29,24,21,42,20
"QRICH1",3988,1982.66666666667,2005.33333333333,5.7252188696892,1.01087967026991,0.0156112767299248,"9.1e-01","1.0e+00",0.971381841423249,18091.986796508,1793,1926,2229,2040,2385,1591
"AL034430.1",76.6666666666667,39.6666666666667,37,0.159379722426965,0.934651050178412,-0.097500256242497,"9.1e-01","1.0e+00",0.971403295886715,18093.357789186,69,47,3,9,25,77
"AC004922.1",686,324.666666666667,361.333333333333,3.17124108061859,1.1128058259736,0.154201878085187,"9.1e-01","1.0e+00",0.971403295886715,18094.3291924818,17,26,931,1021,9,54
"EML3",3616,1813.66666666667,1802.33333333333,5.58456920897053,0.99427672418301,-0.00828066055925738,"9.1e-01","1.0e+00",0.97144068287669,18095.997040627,1752,1830,1859,1839,1724,1844
"DYNAP",28,14.3333333333333,13.6666666666667,-1.24636957089997,0.955458846828055,-0.0657343595764951,"9.1e-01","1.0e+00",0.971586525002744,18099.6853742761,10,26,7,16,18,7
"GOLGA8R",254.666666666667,126.333333333333,128.333333333333,1.77900752280909,1.01695278299199,0.0242526965752763,"9.1e-01","1.0e+00",0.971598804152575,18100.8857213625,136,106,137,117,134,134
"BCDIN3D-AS1",242.666666666667,120.333333333333,122.333333333333,1.71745176454833,1.02025277918492,0.0289266405257728,"9.1e-01","1.0e+00",0.971598804152575,18101.8573201666,150,96,115,112,105,150
"DUSP9",216,108.666666666667,107.333333333333,1.54422740213442,0.982579803368535,-0.0253535096550493,"9.1e-01","1.0e+00",0.971598804152575,18102.8289189708,121,108,97,96,124,102
"ZDHHC18",1484.66666666667,745.333333333333,739.333333333333,4.30213135922193,0.99148837561279,-0.0123322367490142,"9.1e-01","1.0e+00",0.971598804152575,18103.8005177749,707,757,772,816,706,696
"ZNF215",1246.66666666667,626.666666666667,620,4.05112308990985,0.989574975443308,-0.0151190772532768,"9.1e-01","1.0e+00",0.971656123607983,18105.8402073112,606,651,623,519,703,638
"AC008798.2",28.6666666666667,14.6666666666667,14,-1.23278851856612,0.957696819950719,-0.0623590835814608,"9.1e-01","1.0e+00",0.971838093767865,18110.2028773642,9,24,11,24,7,11
"ABCC11",136,68.6666666666667,67.3333333333333,0.881554846966868,0.978286020300332,-0.0316717690335095,"9.1e-01","1.0e+00",0.971838093767865,18111.1747154579,64,72,70,71,83,48
"TSPAN9",2130,1069.66666666667,1060.33333333333,4.82243043417048,0.992246872756446,-0.0112289845666393,"9.1e-01","1.0e+00",0.971842572050151,18112.2300152987,989,1127,1093,1127,956,1098
"SRRM3",1166,586,580,3.9547160578735,0.988931387703498,-0.0160576649582709,"9.1e-01","1.0e+00",0.971926774524501,18114.7712235877,575,629,554,681,493,566
"RAD51",819,406.666666666667,412.333333333333,3.44698474456109,1.011773754385,0.0168867209432295,"9.1e-01","1.0e+00",0.971926774524501,18115.7431503622,407,434,379,474,373,390
"CSNK2A2",6331.66666666667,3173.66666666667,3158,6.39213040689908,0.995163502456289,-0.00699451917654449,"9.1e-01","1.0e+00",0.972005402917857,18118.1807103888,3097,3275,3149,3123,3198,3153
"SNX6",11969.3333333333,5970.33333333333,5999,7.31047962418469,1.00506712535332,0.00729185780262845,"9.1e-01","1.0e+00",0.972015260810595,18119.3364767703,6130,6081,5700,5714,5996,6287
"KAT8",2253.66666666667,1124,1129.66666666667,4.90400878416293,1.00657313975618,0.0094520053738564,"9.1e-01","1.0e+00",0.972252207096786,18124.7256446983,1119,1121,1132,1103,1085,1201
"JAKMIP3",339,171,168,2.18985450170876,0.981196526236391,-0.0273859686053848,"9.1e-01","1.0e+00",0.972386651433484,18128.2043426744,219,140,154,131,188,185
"TSG101",8381,4200.66666666667,4180.33333333333,6.79642976730606,0.994792517030653,-0.00753243944690928,"9.1e-01","1.0e+00",0.972395441561884,18129.3406124798,4346,4230,4026,4069,4443,4029
"CD3EAP",1213.66666666667,603,610.666666666667,4.01171628050306,1.01090206312399,0.015643234739048,"9.1e-01","1.0e+00",0.972395441561884,18130.3130079213,619,588,602,607,715,510
"CMTM1",94,46,48,0.344199630477136,1.03672811208898,0.052037588682003,"9.1e-01","1.0e+00",0.97251696084841,18133.5512519794,42,30,66,67,58,19
"RHOQ",15392.6666666667,7716.66666666667,7676,7.6732468505232,0.994792980582477,-0.00753176718234024,"9.1e-01","1.0e+00",0.97278161436404,18139.4587630463,8030,7704,7416,7116,7992,7920
"ZNF714",1029.33333333333,511.666666666667,517.666666666667,3.77532915636441,1.01018398006398,0.0146180681790053,"9.1e-01","1.0e+00",0.972810819708616,18140.9761659263,502,476,557,518,560,475
"AC000120.2",44.6666666666667,22.3333333333333,22.3333333333333,-0.619544532583088,1.03704346935057,0.05247636830941,"9.1e-01","1.0e+00",0.972810819708616,18141.948976746,17,23,27,20,10,37
"GPM6A",275.666666666667,136.666666666667,139,1.89079018226681,1.01577992973317,0.0225878738886959,"9.1e-01","1.0e+00",0.972810819708616,18142.9217875657,138,141,131,118,156,143
"NBPF10",5224.33333333333,2601.66666666667,2622.66666666667,6.11515775320317,1.00754876358603,0.0108496643426052,"9.1e-01","1.0e+00",0.972810819708616,18143.8945983854,3001,2420,2384,2793,2465,2610
"PADI1",184.666666666667,93.3333333333333,91.3333333333333,1.32756074069558,0.978109618936895,-0.0319319345826684,"9.1e-01","1.0e+00",0.972810819708616,18144.8674092051,89,90,101,117,56,101
"PIK3C3",9744,4885.33333333333,4858.66666666667,7.013844509415,0.994814739037096,-0.00750021240471529,"9.1e-01","1.0e+00",0.972810819708616,18145.8402200248,4984,4929,4743,4504,4975,5097
"AC061992.2",151.333333333333,75,76.3333333333333,1.03514412791317,1.02259111085081,0.0322293901760333,"9.1e-01","1.0e+00",0.97284616900264,18147.4724365752,54,101,70,71,74,84
"SNORD89",29,14.6666666666667,14.3333333333333,-1.18018403130461,0.969617079908554,-0.0445129826252399,"9.2e-01","1.0e+00",0.973049411019859,18152.2367625755,18,15,11,16,13,14
"RAB10",17802,8882.66666666667,8919.33333333333,7.88298389118277,1.0042548292898,0.00612539907388298,"9.2e-01","1.0e+00",0.973049411019859,18153.2098119865,8734,8956,8958,8747,9008,9003
"AC020951.1",31.6666666666667,15.6666666666667,16,-1.06862496658549,1.03185293251289,0.0452373616004119,"9.2e-01","1.0e+00",0.973049411019859,18154.1828613975,21,11,15,20,13,15
"AC092295.2",93.6666666666667,46.3333333333333,47.3333333333333,0.36540332346927,1.0217398048015,0.0310278478257096,"9.2e-01","1.0e+00",0.973049411019859,18155.1559108085,43,49,47,39,58,45
"ZC3H11A",9633.66666666667,4933.33333333333,4700.33333333333,6.99746744452323,0.952746699098221,-0.0698353902260691,"9.2e-01","1.0e+00",0.973049411019859,18156.1289602196,8721,1396,4683,9238,1270,3593
"DNM1P35",36.3333333333333,18.3333333333333,18,-0.90964191529769,0.966403894160752,-0.0493018268188588,"9.2e-01","1.0e+00",0.973049411019859,18157.1020096306,21,13,21,22,23,9
"RECQL4",1624.66666666667,815.666666666667,809,4.43255396708736,0.992692356158507,-0.0105814113851737,"9.2e-01","1.0e+00",0.973170335815657,18160.331636656,806,781,860,817,780,830
"SKI",4535.33333333333,2260.33333333333,2275,5.91093911206508,1.00630051455873,0.00906120585998647,"9.2e-01","1.0e+00",0.973212581012868,18162.0931868621,2104,2177,2500,2328,2319,2178
"AC104958.2",78,38.3333333333333,39.6666666666667,0.0871648115775518,1.03610564150234,0.051171107948672,"9.2e-01","1.0e+00",0.973260272179428,18163.9564596847,26,40,49,36,66,17
"HMX1",249.666666666667,125.666666666667,124,1.74697695556785,0.984038835931214,-0.0232128410100911,"9.2e-01","1.0e+00",0.973266825959558,18165.0520397092,120,120,137,142,121,109
"AL645933.3",351,177,174,2.23547649318368,0.983009108259839,-0.0247233106913708,"9.2e-01","1.0e+00",0.973266825959558,18166.0253065352,165,187,179,126,213,183
"DMRTA1",473.666666666667,238,235.666666666667,2.66281613572895,0.987927057301918,-0.0175235692248048,"9.2e-01","1.0e+00",0.973266825959558,18166.9985733611,242,238,234,239,238,230
"TBC1D3C",59.6666666666667,30.3333333333333,29.3333333333333,-0.255006109304058,0.968650002411138,-0.0459526170679622,"9.2e-01","1.0e+00",0.973266825959558,18167.9718401871,21,39,31,45,16,27
"DENND2C",317.333333333333,157.333333333333,160,2.09662892846267,1.01900795385208,0.0271653124832773,"9.2e-01","1.0e+00",0.973266825959558,18168.945107013,156,169,147,175,107,198
"INPP5J",387.333333333333,195.333333333333,192,2.36968960566395,0.979379740488068,-0.0300597422138735,"9.2e-01","1.0e+00",0.973266825959558,18169.918373839,145,184,257,258,157,161
"ZNF780B",3883,1948.66666666667,1934.33333333333,5.68761971665082,0.993852031098298,-0.0088970216625363,"9.2e-01","1.0e+00",0.973266825959558,18170.891640665,1939,1953,1954,1799,1870,2134
"CHCHD3P3",53,27,26,-0.442106496560538,0.966190157867653,-0.0496209381097645,"9.2e-01","1.0e+00",0.973266825959558,18171.8649074909,20,22,39,36,29,13
"AL449212.1",59.6666666666667,29.6666666666667,30,-0.250664443536963,1.02372361695091,0.0338262717104342,"9.2e-01","1.0e+00",0.973266825959558,18172.8381743169,26,32,31,26,33,31
"AC106820.5",43,21,22,-0.67647637990506,1.03506379447125,0.0497196886241278,"9.2e-01","1.0e+00",0.973266825959558,18173.8114411428,24,28,11,29,12,25
"GALC",1532,770,762,4.34879381102844,0.98999008021196,-0.01451402555442,"9.2e-01","1.0e+00",0.973444157511379,18178.0961973675,854,767,689,638,840,808
"ARMCX2",8750,4386.33333333333,4363.66666666667,6.85866296773082,0.995221269441491,-0.00691077643064131,"9.2e-01","1.0e+00",0.973445496596407,18179.0946489379,4397,4256,4506,4165,4378,4548
"QRFPR",181.666666666667,90,91.6666666666667,1.30679418008159,1.02244945577517,0.0320295260962642,"9.2e-01","1.0e+00",0.973445496596407,18180.0680944345,93,117,60,81,83,111
"WWC3",2035.33333333333,1013.33333333333,1022,4.75642824032912,1.00751808230017,0.0108057315678211,"9.2e-01","1.0e+00",0.973455939113737,18181.2365748273,1013,1087,940,1040,1090,936
"NKX2-2",22.3333333333333,11,11.3333333333333,-1.54906903050638,1.05351629059986,0.0752126228271839,"9.2e-01","1.0e+00",0.973458749254839,18182.2625185819,4,4,25,15,7,12
"MTRF1",1403,698.333333333333,704.666666666667,4.22128345954482,1.00900510563948,0.0129334746049487,"9.2e-01","1.0e+00",0.973458749254839,18183.2359773311,678,746,671,621,784,709
"PITPNA-AS1",223.666666666667,111,112.666666666667,1.59607211505635,1.01681819671098,0.0240617537774871,"9.2e-01","1.0e+00",0.973458749254839,18184.2094360804,120,103,110,111,96,131
"DCAF8",10460,5241.66666666667,5218.33333333333,7.11606596095334,0.99540899151891,-0.00663867596449948,"9.2e-01","1.0e+00",0.973593095395775,18187.6926150885,5428,5233,5064,5376,5058,5221
"GRN",28862.3333333333,14398,14464.3333333333,8.57996570560477,1.0044645814877,0.00642669397371401,"9.2e-01","1.0e+00",0.973593095395775,18188.6662081839,14407,14402,14385,15077,14600,13716
"CST7",19.3333333333333,9.66666666666667,9.66666666666667,-1.73196825417677,0.954299123964304,-0.0674865466657414,"9.2e-01","1.0e+00",0.973593095395775,18189.6398012793,12,11,6,5,20,4
"ZFP30",418.333333333333,210.333333333333,208,2.48421253697618,0.987434476341108,-0.0182430771346468,"9.2e-01","1.0e+00",0.973593095395775,18190.6133943747,220,202,209,205,220,199
"FMN2",2554,1281.66666666667,1272.33333333333,5.08401865162259,0.992949309014734,-0.0102080261767625,"9.2e-01","1.0e+00",0.973593095395775,18191.58698747,1287,1315,1243,1125,1382,1310
"PAXBP1",5468.66666666667,2727,2741.66666666667,6.18098361280522,1.00598399215157,0.00860734825747051,"9.2e-01","1.0e+00",0.973593095395775,18192.5605805654,2782,2731,2668,2451,2817,2957
"CBFA2T2",2276.66666666667,1142.33333333333,1134.33333333333,4.91852002699811,0.993787566494959,-0.00899060277623108,"9.2e-01","1.0e+00",0.973593095395775,18193.5341736608,1097,1172,1158,1105,1112,1186
"AUNIP",546,271.333333333333,274.666666666667,2.86663105570647,1.01188025340125,0.0170385706192641,"9.2e-01","1.0e+00",0.973593095395775,18194.5077667562,279,255,280,266,294,264
"LACTB2",1989.66666666667,991,998.666666666667,4.7239942947056,1.00645559630909,0.00928352357787912,"9.2e-01","1.0e+00",0.973593095395775,18195.4813598516,989,1017,967,1034,1006,956
