"SYMBOL","baseMean","baseMeanA","baseMeanB","logCPM","foldChange","log2FoldChange","pvalue","padj","FDR","falsePos","a-1","a-2","a-3","c-1","c-2","c-3","regulated"
"EP300",5425.33333333333,1450,3975.33333333333,6.07564892285972,2.74154114939594,1.45498712805161,"3.1e-149","5.1e-145",2.02944435786901e-148,5.98077252263998e-145,1460,1411,1479,3959,4017,3950,"up"
"LYN",2885.66666666667,2224,661.666666666667,5.14850084208484,0.297490723216114,-1.74908341395847,"3.2e-149","5.3e-145",2.13684938864942e-148,6.29943199773848e-145,2316,2208,2148,660,666,659,"down"
"COA6",2996.33333333333,2347.66666666667,648.666666666667,5.20243642278385,0.276176621026909,-1.85633689750757,"4.0e-149","6.6e-145",2.65075529536023e-148,7.81707736601733e-145,2298,2261,2484,638,663,645,"down"
"TADA3",18591,13296,5295,7.84472987723609,0.398255386469005,-1.32823422031928,"4.4e-149","7.2e-145",2.87175880605041e-148,8.47168847784872e-145,13872,13190,12826,5222,5267,5396,"down"
"ACHE",1320,1258.33333333333,61.6666666666667,3.99247915560777,0.0487628100806519,-4.35807492245882,"5.3e-149","8.8e-145",3.49660576909318e-148,1.0318483624594e-144,1342,1286,1147,48,65,72,"down"
"KDM4A",9050.33333333333,6672.33333333333,2378,6.80456896879449,0.356335765125421,-1.48869080204326,"5.5e-149","9.1e-145",3.63644180429055e-148,1.07347762062657e-144,6620,6620,6777,2305,2517,2312,"down"
"ZNF24",6468.33333333333,1616.66666666667,4851.66666666667,6.32870721835476,3.00013539854868,1.58502761219008,"7.1e-149","1.2e-144",4.68300690889815e-148,1.38289194019762e-144,1522,1632,1696,4756,4872,4927,"up"
"EGF",622.666666666667,1,621.666666666667,3.03175345195302,606.080246693545,9.24336501291561,"7.6e-149","1.3e-144",4.99179133793162e-148,1.474575161225e-144,3,0,0,648,608,609,"up"
"RBFOX1",587.666666666667,0,587.666666666667,2.95266911474113,4702.75746742739,12.1992912155052,"8.3e-149","1.4e-144",5.4492173711991e-148,1.61024373318933e-144,0,0,0,606,570,587,"up"
"SRGAP2C",1702.33333333333,221.333333333333,1481,4.42571581947693,6.69676165304679,2.74346362146405,"1.1e-148","1.9e-144",7.43941163596446e-148,2.19909007959109e-144,212,241,211,1510,1415,1518,"up"
"PCNT",2320,394.666666666667,1925.33333333333,4.86332911211597,4.87211595199646,2.2845484685028,"1.1e-148","1.9e-144",7.47945409855737e-148,2.21167457694341e-144,353,399,432,1944,1877,1955,"up"
"FBXL7",573,0,573,2.91799752133318,4586.30030786097,12.1631151093751,"1.2e-148","1.9e-144",7.76900446318817e-148,2.29807152021106e-144,0,0,0,572,575,572,"up"
"SAT2",4655.33333333333,3643.66666666667,1011.66666666667,5.84166674501423,0.277972527599035,-1.84698578839586,"1.5e-148","2.5e-144",1.01228300062751e-147,2.9953453988568e-144,3659,3602,3670,1078,1028,929,"down"
"BNIP1",2900,2480.66666666667,419.333333333333,5.15180864076191,0.169342935175277,-2.56198029465227,"2.4e-148","3.9e-144",1.54793629584888e-147,4.58189143571269e-144,2597,2419,2426,471,419,368,"down"
"SEMA3A",2019,291.333333333333,1727.66666666667,4.66671010296434,5.92647953062092,2.5671753641425,"3.0e-148","4.9e-144",1.95182270673444e-147,5.77934703464069e-144,288,296,290,1604,1831,1748,"up"
"OSBPL11",1733.66666666667,186,1547.66666666667,4.45309334606271,8.31203020074731,3.05520089610801,"3.3e-148","5.4e-144",2.14620820372873e-147,6.35706869944449e-144,201,185,172,1595,1421,1627,"up"
"MAP4K3-DT",2189,1825.33333333333,363.666666666667,4.74321186516228,0.199155504402987,-2.32803274039165,"3.5e-148","5.8e-144",2.30435768697457e-147,6.82781182650564e-144,1898,1859,1719,337,382,372,"down"
"MICU2",3133,728.333333333333,2404.66666666667,5.28939161991057,3.3015005768274,1.72312189801361,"3.5e-148","5.8e-144",2.32237899164112e-147,6.88353133122428e-144,740,753,692,2430,2410,2374,"up"
"HPRT1",8342,6295.33333333333,2046.66666666667,6.68657323200711,0.325181439636241,-1.62068317975274,"4.0e-148","6.5e-144",2.59355105674826e-147,7.68987888325858e-144,6095,6436,6355,2083,2143,1914,"down"
"NDUFB10",3910.66666666667,2954,956.666666666667,5.59003856396397,0.323914914581977,-1.62631319668921,"4.1e-148","6.7e-144",2.65640951559716e-147,7.87891062326116e-144,3041,2954,2867,967,922,981,"down"
"JAK2",1690.66666666667,211,1479.66666666667,4.41613592860614,7.0142118833951,2.81028101178638,"4.1e-148","6.8e-144",2.68774368953165e-147,7.9745355268404e-144,220,222,191,1460,1551,1428,"up"
"OLFML2B",1055.66666666667,27,1028.66666666667,3.76101549780171,37.9468061029053,5.24590655724987,"4.1e-148","6.8e-144",2.70317232750621e-147,8.02301546803842e-144,14,27,40,1005,1024,1057,"up"
"INTS6",3814,897.666666666667,2916.33333333333,5.57107414781898,3.24745046827215,1.69930752113948,"4.4e-148","7.2e-144",2.86523463071469e-147,8.50688161859191e-144,852,931,910,2988,2860,2901,"up"
"SLC35A2",5664.66666666667,4354.33333333333,1310.33333333333,6.12619544842527,0.301000965364921,-1.73215998090919,"5.2e-148","8.5e-144",3.39314677744492e-147,1.00776459290114e-143,4525,4477,4061,1330,1271,1330,"down"
"BICD2",2621,455.333333333333,2165.66666666667,5.03683659576351,4.7571555034437,2.25009918535509,"8.1e-148","1.3e-143",5.26331566793133e-147,1.5637310849424e-143,497,427,442,2053,2185,2259,"up"
"TBC1D1",2709,486.666666666667,2222.33333333333,5.08395595295072,4.56834417858646,2.19167134729327,"1.2e-147","1.9e-143",7.58397538680911e-147,2.25395748495967e-143,519,452,489,2346,2125,2196,"up"
"SPESP1",661,0,661,3.1153868941068,5290.90133527317,12.3692977992814,"1.2e-147","2.0e-143",7.89480491660871e-147,2.34712550170777e-143,0,0,0,696,685,602,"up"
"AP000311.1",13509.3333333333,10455.6666666667,3053.66666666667,7.38305336807309,0.292064995275157,-1.77563863699128,"1.5e-147","2.5e-143",9.96677208416313e-147,2.96411801783011e-143,11205,9670,10492,3039,2955,3167,"down"
"GPRC5B",4773.33333333333,3762,1011.33333333333,5.87776779940441,0.268683276558944,-1.89602156727025,"1.7e-147","2.9e-143",1.13809251674042e-146,3.38582523730276e-143,3818,3786,3682,926,1024,1084,"down"
"IP6K1",6092,4543.66666666667,1548.33333333333,6.23198824192673,0.3406581540595,-1.55360335508042,"1.7e-147","2.9e-143",1.13859784228716e-146,3.3884671786466e-143,4575,4670,4386,1479,1589,1577,"down"
"CCT4",34526.6666666667,24686,9840.66666666667,8.73841368999128,0.398600519331256,-1.3269845050412,"2.0e-147","3.3e-143",1.2931986559816e-146,3.84985239885722e-143,23719,24402,25937,9680,9812,10030,"down"
"MUL1",8389.33333333333,6025,2364.33333333333,6.69517840238893,0.392272960792269,-1.35007020039848,"2.0e-147","3.3e-143",1.30137600807525e-146,3.87549775204809e-143,6033,5907,6135,2316,2340,2437,"down"
"IFT74",1136.33333333333,63.6666666666667,1072.66666666667,3.86085039327746,16.87046193213,4.07642757165862,"2.1e-147","3.4e-143",1.36238660065985e-146,4.0585496833657e-143,53,58,80,1066,1062,1090,"up"
"RELCH",2123.33333333333,224,1899.33333333333,4.74089493235355,8.47732889965805,3.08360976121993,"2.2e-147","3.6e-143",1.42899188655238e-146,4.25839582192609e-143,195,206,271,1988,1852,1858,"up"
"GAS6",3502.66666666667,676.333333333333,2826.33333333333,5.45052829480837,4.1762367236603,2.06220349121127,"2.3e-147","3.8e-143",1.4872125310608e-146,4.43338055509226e-143,674,618,737,2752,2788,2939,"up"
"GAS6-AS1",581.333333333333,0,581.333333333333,2.93721049057625,4650.66223400471,12.1832204489879,"3.3e-147","5.4e-143",2.15639606064929e-146,6.43037305285618e-143,0,0,0,578,602,564,"up"
"TTC31",6436,4841.66666666667,1594.33333333333,6.31134621301774,0.32947867839931,-1.60174298796318,"3.7e-147","6.1e-143",2.40424398129495e-146,7.17185979620282e-143,4698,4966,4861,1668,1610,1505,"down"
"SMAD5",4285.66666666667,931.666666666667,3354,5.73871029217988,3.59880148262991,1.84751652240034,"4.0e-147","6.7e-143",2.63350919154477e-146,7.85839142756959e-143,935,859,1001,3370,3404,3288,"up"
"PCYOX1",3913.66666666667,1000.66666666667,2913,5.60713253310758,2.91089127603888,1.54146095473075,"4.1e-147","6.7e-143",2.65748357482568e-146,7.93258847085466e-143,1002,980,1020,2893,2909,2937,"up"
"NUP155",3182,424.666666666667,2757.33333333333,5.3153641422555,6.49129274810239,2.69850582114454,"4.6e-147","7.5e-143",2.95877846960037e-146,8.83491251022671e-143,472,423,379,2528,2754,2990,"up"
"SPRED2",9902.66666666667,7157.66666666667,2745,6.93489550579918,0.383584583539346,-1.38238335601795,"5.0e-147","8.2e-143",3.2386171357785e-146,9.67374938457039e-143,7324,7245,6904,2824,2683,2728,"down"
"CDC42SE1",14757.3333333333,10444.3333333333,4313,7.51129806488589,0.412921389414225,-1.27606094253317,"7.0e-147","1.1e-142",4.52200027874498e-146,1.351173683289e-142,10273,10339,10721,4345,4186,4408,"down"
"CIT",2521.33333333333,344.333333333333,2177,4.9836821956033,6.32146519853852,2.66025898714805,"8.4e-147","1.4e-142",5.4438967921528e-146,1.62718075117447e-142,371,372,290,2123,2292,2116,"up"
"XPR1",2565.66666666667,419.666666666667,2146,5.00699918676048,5.11328461008952,2.35425032998284,"8.5e-147","1.4e-142",5.53572358491084e-146,1.65518135188834e-142,428,368,463,2191,2076,2171,"up"
"VAMP2",5608.66666666667,4217.33333333333,1391.33333333333,6.11227089528563,0.330054584776859,-1.59922345625048,"1.0e-146","1.6e-142",6.49957039377189e-146,1.94402150477717e-142,4183,4399,4070,1439,1395,1340,"down"
"DENR",5099,1181,3918,5.98760141464278,3.31781700374907,1.73023431574997,"1.0e-146","1.6e-142",6.50899037752313e-146,1.94748992095492e-142,1128,1199,1216,4109,3877,3768,"up"
"GLIS3",1949,263,1686,4.61722998451991,6.415918715417,2.68165586411084,"1.1e-146","1.8e-142",7.00125775743868e-146,2.0954764468014e-142,291,238,260,1606,1682,1770,"up"
"ZBTB7B",9850,8195.33333333333,1654.66666666667,6.92564570089271,0.201868060031086,-2.30851543226143,"1.1e-146","1.8e-142",7.08895878897217e-146,2.12243426141827e-142,8773,8484,7329,1618,1553,1793,"down"
"ZNF207",15265.6666666667,4569,10696.6666666667,7.5637875424162,2.34095752575997,1.22709875848608,"1.2e-146","2.0e-142",7.73039560230845e-146,2.31525348289138e-142,4480,4552,4675,10734,10505,10851,"up"
"CD81",30771.6666666667,23709.3333333333,7062.33333333333,8.57198593371667,0.297824269218093,-1.74746677329116,"1.4e-146","2.3e-142",9.01084776160731e-146,2.69964998937755e-142,23261,24804,23063,6506,7104,7577,"down"
"EFCAB14",6059,1552.66666666667,4506.33333333333,6.23462850963263,2.90176181133492,1.53692910186194,"1.5e-146","2.5e-142",9.80541324800773e-146,2.93868235042792e-142,1471,1611,1576,4539,4417,4563,"up"
"ATP11B",5895.33333333333,1000,4895.33333333333,6.19714569805846,4.89353238313353,2.29087624674497,"1.5e-146","2.5e-142",9.91156389660898e-146,2.97148685620337e-142,909,945,1146,4997,4781,4908,"up"
"DAP",15183.3333333333,10735.6666666667,4447.66666666667,7.5524827291409,0.414236444365886,-1.2714736079804,"1.6e-146","2.6e-142",1.04116190556231e-145,3.12244455478136e-142,10780,10977,10450,4357,4414,4572,"down"
"CC2D1B",6764.66666666667,5018.33333333333,1746.33333333333,6.38357243948725,0.347951759323263,-1.52304079286329,"2.1e-146","3.4e-142",1.32724069175005e-145,3.98172207525016e-142,5279,4844,4932,1715,1745,1779,"down"
"MAP3K20",8998.33333333333,2572.66666666667,6425.66666666667,6.80280304534812,2.4978058298919,1.32066133157364,"2.2e-146","3.7e-142",1.43910267851891e-145,4.31874713823524e-142,2588,2516,2614,6391,6555,6331,"up"
"ECD",3213.33333333333,710,2503.33333333333,5.3263883622377,3.52573739275842,1.81792502251001,"2.4e-146","3.9e-142",1.52496869215702e-145,4.57795601385537e-142,714,724,692,2617,2482,2411,"up"
"IFNGR1",12804,2822.66666666667,9981.33333333333,7.31128356813813,3.53598927272266,1.82211389797219,"2.4e-146","3.9e-142",1.55500693238863e-145,4.66968581796306e-142,2821,2574,3073,10091,10095,9758,"up"
"CLPTM1L",19270.6666666667,13431,5839.66666666667,7.89674932174158,0.434738943225286,-1.20177875914824,"6.0e-146","9.9e-142",3.88051565525468e-145,1.16570690283851e-141,13528,13441,13324,5667,5836,6016,"down"
"SAMD4A",2636,527,2109,5.04403141994994,3.99994290078251,1.99997940566353,"6.5e-146","1.1e-141",4.20156087520307e-145,1.26256904299852e-141,559,525,497,2029,2136,2162,"up"
"RNF187",8691.33333333333,6565.66666666667,2125.66666666667,6.74578199456477,0.323739604424566,-1.62709422760452,"6.8e-146","1.1e-141",4.36773295935974e-145,1.31294052758354e-141,6591,6958,6148,2097,2116,2164,"down"
"TMEM156",1954.33333333333,1690.66666666667,263.666666666667,4.57572891905368,0.155732635282756,-2.68285678806244,"6.8e-146","1.1e-141",4.40104742226311e-145,1.32339495987452e-141,1731,1625,1716,243,250,298,"down"
"RP2",4134.33333333333,3099.66666666667,1034.66666666667,5.67070796037276,0.33381074404948,-1.58289770478406,"8.7e-146","1.4e-141",5.63650242498723e-145,1.69545992943616e-141,3033,3094,3172,1035,1072,997,"down"
"SCD5",1379.33333333333,91,1288.33333333333,4.13327277526859,14.1462297528405,3.82234569270369,"9.1e-146","1.5e-141",5.88770870104888e-145,1.77161154814561e-141,83,116,74,1305,1260,1300,"up"
"VCX2",659.666666666667,0,659.666666666667,3.1104747778911,5275.05608814298,12.3649707183218,"9.4e-146","1.5e-141",6.06054487551036e-145,1.82422400752862e-141,0,0,0,653,608,718,"up"
"PDE3A",563.333333333333,0,563.333333333333,2.89376338839185,4506.18278416075,12.1376901194192,"1.2e-145","1.9e-141",7.44391576499646e-145,2.24136303684043e-141,0,0,0,559,576,555,"up"
"AC020916.1",3552.33333333333,2698.33333333333,854,5.4504318197937,0.316643323735402,-1.65906943365694,"1.3e-145","2.1e-141",8.15171353367086e-145,2.45529611634166e-141,2723,2755,2617,885,819,858,"down"
"EEF1B2P3",2097.66666666667,1745.66666666667,352,4.68124756405286,0.201932755526952,-2.3080531455683,"1.4e-145","2.3e-141",9.1121105270767e-145,2.74547890180821e-141,1709,1773,1755,346,385,325,"down"
"TGM2",5775,4636.33333333333,1138.66666666667,6.15347468642608,0.245417452471418,-2.02669024727743,"1.5e-145","2.4e-141",9.38501776940606e-145,2.82864435569899e-141,4617,4794,4498,1021,1216,1179,"down"
"NAMPT",15240.6666666667,4562,10678.6666666667,7.5614008007821,2.34080546863159,1.22700504504293,"1.8e-145","3.0e-141",1.17082067842946e-144,3.53002434546484e-141,4464,4579,4643,10904,10621,10511,"up"
"CUL4B",11847,2592,9255,7.19953203377032,3.56976087340258,1.83582743607209,"1.9e-145","3.1e-141",1.20537190196658e-144,3.63540165633119e-141,2341,2646,2789,9418,9328,9019,"up"
"TMEM62",3636,2680.66666666667,955.333333333333,5.48494122881197,0.356446233329497,-1.4882436192249,"2.2e-145","3.7e-141",1.43669429235024e-144,4.33450668002066e-141,2669,2711,2662,962,963,941,"down"
"CNTN6",561.666666666667,0,561.666666666667,2.88980205826526,4492.71878611213,12.1333730463724,"2.5e-145","4.1e-141",1.58933594612563e-144,4.79661588540715e-141,0,0,0,574,553,558,"up"
"ATOX1",4217.66666666667,3465,752.666666666667,5.697320792772,0.217224153437576,-2.20274356767856,"2.6e-145","4.2e-141",1.65055989806255e-144,4.98304033225085e-141,3816,3321,3258,760,785,713,"down"
"RASL11A",1349.66666666667,1197.66666666667,152,4.03169187903053,0.127151151177358,-2.97538357119715,"3.6e-145","5.9e-141",2.30956244760062e-144,6.97487859175388e-141,1249,1146,1198,158,155,143,"down"
"TMEM151A",665.666666666667,649.666666666667,16,2.97024643694491,0.0246154278760459,-5.34429337243292,"4.2e-145","6.8e-141",2.67842034983739e-144,8.09150787685877e-141,659,664,626,17,16,15,"down"
"NUCB2",3540.33333333333,635.666666666667,2904.66666666667,5.46630846760392,4.57154996741475,2.19268338873718,"4.4e-145","7.2e-141",2.806576602586e-144,8.48147449301489e-141,646,628,633,3171,2828,2715,"up"
"B3GAT1",834,13,821,3.43374254934926,62.2759745293592,5.96060378763084,"5.4e-145","8.9e-141",3.49073448167674e-144,1.05524903381088e-140,12,12,15,797,774,892,"up"
"EIF3B",25373.3333333333,17751,7622.33333333333,8.29384712688704,0.429376413161501,-1.21968515275812,"5.6e-145","9.2e-141",3.61378899597611e-144,1.09280979238317e-140,17345,17610,18298,7549,7476,7842,"down"
"NDUFB4",6568.33333333333,4875.33333333333,1693,6.34100516892523,0.347323194759313,-1.52564933563048,"6.5e-145","1.1e-140",4.14822811361777e-144,1.25483900436937e-140,5143,4747,4736,1700,1714,1665,"down"
"GRHL3",791,786,5,3.22571381221476,0.00592283520309305,-7.399496339503,"7.8e-145","1.3e-140",4.98096679085652e-144,1.50724055091318e-140,768,851,739,0,6,9,"down"
"PLOD2",31518.6666666667,9527,21991.6666666667,8.60861010129919,2.30824159163115,1.20679423126565,"9.0e-145","1.5e-140",5.76111556608638e-144,1.74388968185435e-140,9236,9453,9892,22335,21901,21739,"up"
"DGKD",11164.6666666667,8245.33333333333,2919.33333333333,7.10798700948328,0.353968594982476,-1.49830672857033,"9.4e-145","1.5e-140",6.01480982282768e-144,1.82128441435222e-140,8583,8132,8021,2774,3021,2963,"down"
"FURIN",16123.3333333333,11299.6666666667,4823.66666666667,7.63921414303975,0.426832436753328,-1.22825827822596,"9.7e-145","1.6e-140",6.20678238341298e-144,1.88003438393579e-140,11121,11569,11209,4725,4796,4950,"down"
"ERBIN",7714.33333333333,1929.66666666667,5784.66666666667,6.58187631718312,2.99700640730781,1.58352216819627,"1.1e-144","1.9e-140",7.2790205270417e-144,2.20554321969364e-140,1896,1867,2026,5534,5857,5963,"up"
"INCENP",3140.33333333333,687.333333333333,2453,5.29328984281767,3.56778106938469,1.83502708952851,"1.2e-144","1.9e-140",7.4724785565498e-144,2.26490825049025e-140,711,672,679,2337,2501,2521,"up"
"RPL32",70540.3333333333,52891.6666666667,17648.6666666667,9.76941943182009,0.333695589931912,-1.5833954746704,"1.5e-144","2.5e-140",9.60283438504649e-144,2.9115793855461e-140,56184,52725,49766,18436,17660,16850,"down"
"ADRB2",1603.66666666667,1414,189.666666666667,4.28487337354546,0.133940732929257,-2.90033332721583,"1.5e-144","2.5e-140",9.83191440452089e-144,2.98201963889118e-140,1312,1418,1512,190,179,200,"down"
"TGFBR3",891,25.6666666666667,865.333333333333,3.52530370077303,33.5475818571524,5.06813687417649,"1.6e-144","2.5e-140",9.92483809462097e-144,3.011195877908e-140,33,19,25,885,875,836,"up"
"SEC23IP",6188.66666666667,1579.33333333333,4609.33333333333,6.26508769540307,2.91769186125743,1.54482752763224,"1.7e-144","2.9e-140",1.11658485965626e-143,3.38883504905676e-140,1501,1562,1675,4593,4630,4605,"up"
"HEATR5B",2002,346,1656,4.65342439162995,4.78650358600103,2.25897219019161,"2.4e-144","4.0e-140",1.5545409314016e-143,4.71958626773525e-140,365,337,336,1684,1692,1592,"up"
"CEP152",1021.33333333333,35,986.333333333333,3.71444514760828,28.3382118695926,4.82467682250605,"2.8e-144","4.6e-140",1.80271963017148e-143,5.47485951683078e-140,42,27,36,1015,1041,903,"up"
"GPR155",659.333333333333,3.66666666666667,655.666666666667,3.10931282978374,175.8137251775,7.4579038909306,"3.3e-144","5.5e-140",2.13466217604852e-143,6.4851036908354e-140,6,5,0,633,654,680,"up"
"RARB",645.333333333333,0,645.333333333333,3.08251422822222,5165.79367120051,12.3347743060738,"3.5e-144","5.7e-140",2.22052849710009e-143,6.74818610268718e-140,0,0,0,696,650,590,"up"
"PTGES",3934.66666666667,3475.33333333333,459.333333333333,5.5945274339343,0.131946176581992,-2.92197854874093,"3.8e-144","6.1e-140",2.39706898172641e-143,7.2870897044483e-140,3432,3509,3485,375,486,517,"down"
"LCOR",2223,390.333333333333,1832.66666666667,4.80213185417908,4.69689046300349,2.23170594864693,"4.0e-144","6.5e-140",2.53342209850558e-143,7.70413660155546e-140,425,356,390,1885,1791,1822,"up"
"RANBP6",1751.33333333333,135.333333333333,1616,4.4696596546133,11.9228787930793,3.57566071315882,"5.7e-144","9.3e-140",3.61599712918932e-143,1.09998632669939e-139,130,106,170,1648,1601,1599,"up"
"VANGL1",3445.33333333333,772.666666666667,2672.66666666667,5.42568498825461,3.45897130335018,1.79034304473538,"6.0e-144","9.7e-140",3.79529977902702e-143,1.15490972275792e-139,771,722,825,2643,2658,2717,"up"
"MYO18B",602,1,601,2.98565670613851,586.170571874384,9.19517673051354,"6.0e-144","9.8e-140",3.82150715031885e-143,1.16326677655706e-139,3,0,0,618,572,613,"up"
"PTPRD",573.333333333333,0,573.333333333333,2.91896138247895,4588.42196575871,12.1637823569039,"6.0e-144","9.9e-140",3.84437549668643e-143,1.17061233874102e-139,0,0,0,601,556,563,"up"
"UBE2A",8775.66666666667,6342.66666666667,2433,6.76022841585411,0.383588099004549,-1.3823701341076,"7.1e-144","1.2e-139",4.51072394230443e-143,1.37396651282593e-139,6061,6454,6513,2442,2445,2412,"down"
"CES1P1",754.333333333333,6.66666666666667,747.666666666667,3.29632577292203,108.761701530539,6.76502681677659,"1.0e-143","1.7e-139",6.51731367982836e-143,1.9858254782437e-139,4,5,11,766,784,693,"up"
"EML2",5347.33333333333,3983,1364.33333333333,6.04335270967267,0.342396753901713,-1.5462590705785,"1.2e-143","2.0e-139",7.94459537964404e-143,2.4215126717155e-139,3952,4115,3882,1321,1350,1422,"down"
"AL589986.2",694.666666666667,5,689.666666666667,3.18165915460305,135.804599274976,7.08538852973174,"1.5e-143","2.5e-139",9.77780789914962e-143,2.98125362845072e-139,6,5,4,662,739,668,"up"
"IKBKG",3878,3041.66666666667,836.333333333333,5.57680339702853,0.274982423619299,-1.86258868776881,"1.7e-143","2.7e-139",1.05740900081002e-142,3.22509745247055e-139,3119,3083,2923,806,902,801,"down"
"SOX5",563.333333333333,0,563.333333333333,2.89443762392231,4508.64239515574,12.1384773712188,"1.7e-143","2.8e-139",1.10715237047559e-142,3.37792188232101e-139,0,0,0,551,586,553,"up"
"ENTPD1",1089.66666666667,48,1041.66666666667,3.80494340239659,21.5711801975588,4.43103320595164,"2.1e-143","3.4e-139",1.32068852532677e-142,4.0307413792973e-139,51,39,54,1117,1047,961,"up"
"CYP27A1",736.333333333333,11.3333333333333,725,3.26131960625069,63.6708403327505,5.9925609000372,"2.1e-143","3.5e-139",1.36332350005212e-142,4.16222664565911e-139,15,11,8,727,705,743,"up"
"PPP1R7",8116,5851.66666666667,2264.33333333333,6.64730189048978,0.386892699237335,-1.36999458986811,"2.9e-143","4.8e-139",1.85825794511681e-142,5.67511976438674e-139,6072,5697,5786,2224,2275,2294,"down"
"IMP4",9938.33333333333,7136.33333333333,2802,6.9401808349285,0.392670484836856,-1.34860893329705,"3.2e-143","5.3e-139",2.05204430345257e-142,6.26899534704761e-139,7246,7279,6884,2833,2725,2848,"down"
"MPI",7480.66666666667,5581.66666666667,1899,6.5291174195662,0.340291443227268,-1.55515722030731,"4.2e-143","6.9e-139",2.6832510319444e-142,8.20001515362208e-139,5315,5694,5736,1961,1815,1921,"down"
"SLC1A1",549,0,549,2.85875942035872,4392.99046708944,12.1009876534081,"4.8e-143","7.9e-139",3.07269228585418e-142,9.39322031785624e-139,0,0,0,548,540,559,"up"
"PIAS4",3286.66666666667,2588.33333333333,698.333333333333,5.33655503919222,0.269750232105679,-1.89030389381144,"6.0e-143","9.7e-139",3.78427161716656e-142,1.15723026052953e-138,2765,2535,2465,676,697,722,"down"
"DPP8",3035.66666666667,513.666666666667,2522,5.24706116146194,4.90447882101691,2.29409983526537,"6.4e-143","1.0e-138",4.04704048501507e-142,1.23798968436611e-138,440,560,541,2513,2540,2513,"up"
"PHACTR1",763.666666666667,4,759.666666666667,3.31324001703865,181.649608007247,7.50501444225198,"6.7e-143","1.1e-138",4.26058460663135e-142,1.30373888962919e-138,12,0,0,739,756,784,"up"
"LINC01638",557.333333333333,0,557.333333333333,2.87954703519949,4459.88656282227,12.1227913003379,"7.5e-143","1.2e-138",4.74875635862999e-142,1.45359432137664e-138,0,0,0,561,538,573,"up"
"BAHCC1",2354,2037.33333333333,316.666666666667,4.84739455281986,0.155259924363835,-2.68724260503823,"7.8e-143","1.3e-138",4.9414374364482e-142,1.51306814304044e-138,2175,2086,1851,285,322,343,"down"
"CASK",1857.33333333333,235.666666666667,1621.66666666667,4.54940528897807,6.88133689710019,2.78268887705651,"7.9e-143","1.3e-138",5.0059378125585e-142,1.53331875198667e-138,230,271,206,1599,1650,1616,"up"
"ZIC2",624.333333333333,619.666666666667,4.66666666666667,2.87149691381238,0.0078834013591869,-6.98696605786506,"1.5e-142","2.5e-138",9.56075205263019e-142,2.92941442892589e-138,659,603,597,4,8,2,"down"
"COL4A5",4312.33333333333,831.666666666667,3480.66666666667,5.74837889305941,4.18464968270057,2.06510685283898,"2.0e-142","3.3e-138",1.29674280308397e-141,3.97451669145238e-138,823,896,776,3679,3492,3271,"up"
"LRPPRC",10647.3333333333,2849.33333333333,7798,7.04529302540553,2.7362677161685,1.45220939027263,"2.2e-142","3.7e-138",1.42040136745303e-141,4.354950592611e-138,2733,2806,3009,7610,7861,7923,"up"
"NUF2",2364,489.333333333333,1874.66666666667,4.88797056174406,3.83195438954057,1.93808038926427,"2.3e-142","3.8e-138",1.47098118343247e-141,4.51149928958739e-138,508,476,484,1896,1917,1811,"up"
"GTF2F2",2550.33333333333,437.333333333333,2113,4.9982277447801,4.83148791281678,2.27246755218159,"2.6e-142","4.2e-138",1.64435362551959e-141,5.04487692309411e-138,464,384,464,2192,2073,2074,"up"
"DYNC1LI1",8454.33333333333,6357.66666666667,2096.66666666667,6.70590226853088,0.329857802885634,-1.60008386218414,"3.1e-142","5.1e-138",1.96894611256925e-141,6.04269561947503e-138,5960,6567,6546,2168,2030,2092,"down"
"PTPRN2",1170,70.3333333333333,1099.66666666667,3.90284646059112,15.617215422201,3.96506533615816,"3.7e-142","6.0e-138",2.31270738453649e-141,7.10001167052702e-138,89,60,62,1124,1063,1112,"up"
"STRIP2",2566,399.666666666667,2166.33333333333,5.00758150746245,5.4232630697177,2.43916115378885,"3.8e-142","6.3e-138",2.42746365296407e-141,7.45474087825267e-138,462,360,377,2208,2129,2162,"up"
"BEGAIN",1330.33333333333,1266,64.3333333333333,4.00416536236083,0.0509483363124987,-4.29482115295961,"4.2e-142","6.9e-138",2.6532695500754e-141,8.15084405783164e-138,1279,1348,1171,66,49,78,"down"
"DAXX",15243,10789.6666666667,4453.33333333333,7.55808839147406,0.412691309083512,-1.2768650381129,"4.4e-142","7.1e-138",2.75963228016774e-141,8.48034999695547e-138,10888,11102,10379,4371,4497,4492,"down"
"C7orf50",3987.66666666667,3130,857.666666666667,5.61724693863256,0.273972607200056,-1.86789644050528,"5.0e-142","8.2e-138",3.16763977601685e-141,9.73732467147578e-138,3101,3264,3025,871,795,907,"down"
"EPS8L1",1253,1199,54,3.91493448562229,0.0450705726764771,-4.47167040840873,"5.8e-142","9.5e-138",3.66040227213558e-141,1.12557369868169e-137,1380,1087,1130,47,55,60,"down"
"SLPI",798,8,790,3.37478234811986,95.9598800262874,6.58435944879228,"6.6e-142","1.1e-137",4.15619706442681e-141,1.27844621701769e-137,15,5,4,826,742,802,"up"
"ILRUN",13583.6666666667,9893.33333333333,3690.33333333333,7.3914380051654,0.372875561166527,-1.42323385111251,"9.9e-142","1.6e-137",6.2573440267913e-141,1.92538475704368e-137,9801,9840,10039,3498,3684,3889,"down"
