"SYMBOL","baseMean","baseMeanA","baseMeanB","logCPM","foldChange","log2FoldChange","pvalue","padj","FDR","falsePos","a-1","a-2","a-3","b-1","b-2","b-3"
"IKBIP",3402.33333333333,1391.66666666667,2010.66666666667,5.50280827409634,1.44527003979433,0.531339076583443,"2.4e-13","2.9e-09",1.14329494156846e-12,3.65282733831124e-09,1404,1367,1404,2008,1940,2084
"CDCA3",2203.66666666667,821,1382.66666666667,4.87737841450522,1.68418217112231,0.752048197288092,"2.4e-13","2.9e-09",1.14648054885434e-12,3.66415183413847e-09,879,777,807,1512,1289,1347
"RPL34",20918,8537.33333333333,12380.6666666667,8.12157655634845,1.45018690289396,0.536238849551512,"2.4e-13","2.9e-09",1.15181556598662e-12,3.68235436445922e-09,8971,8324,8317,11754,13631,11757
"EIF3G",10008,4095.66666666667,5912.33333333333,7.05831576622952,1.4435725952965,0.52964366056369,"2.4e-13","2.9e-09",1.15509751216714e-12,3.69400184391051e-09,4359,4082,3846,5575,5906,6256
"RAB7A",33395.6666666667,18948,14447.6666666667,8.79641572513884,0.762505215318476,-0.391180889667596,"2.4e-13","2.9e-09",1.16130846489853e-12,3.7150257792104e-09,19164,19228,18452,14612,13919,14812
"FLI1",444.333333333333,337,107.333333333333,2.57764885284222,0.31943191289842,-1.64641964224977,"2.4e-13","2.9e-09",1.16517390093111e-12,3.72855648297955e-09,327,331,353,81,101,140
"LIMD1",6433.66666666667,3711.33333333333,2722.33333333333,6.4211347600757,0.733571029948103,-0.446991429476035,"2.4e-13","3.0e-09",1.16906740758376e-12,3.7421847716756e-09,3702,3798,3634,2726,2763,2678
"PLA2G15",2818,1077,1741,5.23135676648905,1.61641975169946,0.692801885627307,"2.4e-13","3.0e-09",1.16994877076421e-12,3.746175963987e-09,1048,1087,1096,1683,1936,1604
"POLD3",1768.33333333333,635,1133.33333333333,4.56064342422305,1.78444524398976,0.835475632719843,"2.5e-13","3.0e-09",1.1817116357991e-12,3.78502236946452e-09,621,598,686,1186,1014,1200
"TBC1D22A",2085,801.666666666667,1283.33333333333,4.79741905655267,1.60128819601982,0.679232984025873,"2.5e-13","3.0e-09",1.19384101613165e-12,3.82506661568581e-09,856,791,758,1312,1282,1256
"SLC30A9",906.333333333333,591.666666666667,314.666666666667,3.59857278831794,0.532224487734665,-0.909893204368228,"2.6e-13","3.1e-09",1.2221965627062e-12,3.91713998347338e-09,586,599,590,312,323,309
"KIAA0355",2296,875.666666666667,1420.33333333333,4.93625618460715,1.62166480441158,0.697475647552821,"2.7e-13","3.3e-09",1.28255765192435e-12,4.11187983206945e-09,920,907,800,1409,1363,1489
"FAU",32542.3333333333,13185.6666666667,19356.6666666667,8.75909378436752,1.4679666484417,0.553819191155002,"2.7e-13","3.3e-09",1.28255765192435e-12,4.11316238972138e-09,13435,13360,12762,19966,20901,17203
"ZNF79",413.333333333333,95.6666666666667,317.666666666667,2.47492397032148,3.32860690545176,1.73491850428983,"2.7e-13","3.3e-09",1.29169042048884e-12,4.14374286892819e-09,123,80,84,323,264,366
"MLF1",3003.33333333333,1203.33333333333,1800,5.32293027966936,1.49561068324443,0.580734681610074,"2.7e-13","3.3e-09",1.30278622785005e-12,4.18064100517081e-09,1149,1204,1257,1762,1761,1877
"CYREN",3273.33333333333,1959.66666666667,1313.66666666667,5.44741370235679,0.670307386669092,-0.57710526271038,"2.7e-13","3.3e-09",1.30739050198164e-12,4.19672351136106e-09,1869,2007,2003,1357,1346,1238
"GRINA",11807.3333333333,6949.33333333333,4858,7.29675171247891,0.699087253634658,-0.516455564136325,"2.8e-13","3.4e-09",1.32751068841089e-12,4.26263682048738e-09,7208,7202,6438,4806,4627,5141
"MKLN1",1179,767.666666666667,411.333333333333,3.97685961001841,0.536096285178767,-0.899435956751434,"2.8e-13","3.4e-09",1.33205701363892e-12,4.2785671278082e-09,806,758,739,451,379,404
"TSHZ1",628,191.333333333333,436.666666666667,3.07314403963792,2.2787241693417,1.1882263025732,"2.8e-13","3.4e-09",1.33385259799509e-12,4.28566839735823e-09,192,209,173,442,470,398
"GRIPAP1",4171.33333333333,1725.33333333333,2446,5.79658185813296,1.41733879511551,0.503184655652244,"2.8e-13","3.4e-09",1.35004902166589e-12,4.33905755563418e-09,1733,1727,1716,2379,2561,2398
"RBBP5",1137.33333333333,403,734.333333333333,3.92510208596224,1.82267833962311,0.866059981686488,"2.9e-13","3.5e-09",1.36982290292814e-12,4.40398063291398e-09,419,403,387,711,711,781
"KCTD13",2208.66666666667,831.333333333333,1377.33333333333,4.88052638534664,1.65740094272683,0.728922647890026,"2.9e-13","3.5e-09",1.37259089341397e-12,4.41425231321933e-09,865,864,765,1459,1277,1396
"TMBIM6",84341.3333333333,47690,36651.3333333333,10.1328950071157,0.768548574480998,-0.379791649612524,"2.9e-13","3.5e-09",1.38388782475741e-12,4.45196713224458e-09,47034,47796,48240,37858,36453,35643
"AGAP2",394.666666666667,281.666666666667,113,2.40640755360557,0.401758095845018,-1.315600998883,"2.9e-13","3.5e-09",1.38864278763152e-12,4.46865249059823e-09,281,297,267,119,106,114
"TJP1",1866.33333333333,1154,712.333333333333,4.63768724797534,0.617188100853538,-0.696217847309685,"2.9e-13","3.5e-09",1.39328101241526e-12,4.48497157896474e-09,1090,1209,1163,699,718,720
"KIFC2",1019.33333333333,685.333333333333,334,3.76729683658917,0.487512143502528,-1.03648993930167,"2.9e-13","3.5e-09",1.39504261208852e-12,4.49203721092504e-09,720,699,637,374,338,290
"RAN",62240,26773,35467,9.69453029510207,1.32472888032917,0.405697127202158,"2.9e-13","3.6e-09",1.40142953835028e-12,4.51400454302626e-09,26441,26245,27633,36882,34069,35450
"SWI5",1826.66666666667,704,1122.66666666667,4.60706330917899,1.59481280889897,0.67338709764428,"3.0e-13","3.6e-09",1.42247334120075e-12,4.58320910534881e-09,692,719,701,1104,1111,1153
"DDX18",6360.33333333333,2650.33333333333,3710,6.40464554150153,1.39974960362825,0.485168771518208,"3.0e-13","3.6e-09",1.43113719527766e-12,4.6125551803799e-09,2525,2718,2708,3824,3573,3733
"TSN",5581.66666666667,2313,3268.66666666667,6.21653747811064,1.41305391043918,0.49881650802117,"3.0e-13","3.7e-09",1.44566454525811e-12,4.66082249391214e-09,2211,2330,2398,3224,3174,3408
"LINC02762",291.666666666667,67.3333333333333,224.333333333333,1.97617747111333,3.33398295018766,1.73724672647712,"3.1e-13","3.8e-09",1.48378653971765e-12,4.78521159058943e-09,71,55,76,248,182,243
"ABTB1",618.666666666667,430.333333333333,188.333333333333,3.05189181517617,0.438059355282449,-1.19080173243532,"3.2e-13","3.8e-09",1.50000150523761e-12,4.83900485589653e-09,396,483,412,196,192,177
"MRPL11",11152.3333333333,4757.66666666667,6394.66666666667,7.21452611332079,1.34415633230586,0.426700940740303,"3.2e-13","3.8e-09",1.50123138499614e-12,4.84447367938255e-09,4572,4861,4840,6580,6262,6342
"MANBA",862.666666666667,623.666666666667,239,3.52777390185611,0.383223363949465,-1.38374257445393,"3.2e-13","3.8e-09",1.50789551632887e-12,4.86748672670959e-09,633,628,610,178,300,239
"SUPT16H",1583,567.333333333333,1015.66666666667,4.40128891943258,1.79015844182418,0.840087281968909,"3.2e-13","3.9e-09",1.51277699249768e-12,4.88475690877502e-09,523,548,631,1055,954,1038
"ELL2",3725.33333333333,2244.33333333333,1481,5.63381842292318,0.659997064188528,-0.59946848782547,"3.2e-13","3.9e-09",1.52406504283914e-12,4.92273008837043e-09,2171,2170,2392,1510,1375,1558
"PLEKHF2",1281.33333333333,466,815.333333333333,4.09643525899182,1.74962974685458,0.807049654119337,"3.2e-13","3.9e-09",1.52981854145144e-12,4.9428437074296e-09,474,460,464,854,819,773
"VAMP1",481.333333333333,344,137.333333333333,2.69286634236009,0.400102160635764,-1.32155967532635,"3.2e-13","3.9e-09",1.53364798658051e-12,4.9567502926282e-09,303,378,351,145,138,129
"AKIP1",10188,5816.66666666667,4371.33333333333,7.08396845131384,0.751545556210821,-0.412067536683959,"3.3e-13","4.0e-09",1.55714765019815e-12,5.03425835309063e-09,5794,5680,5976,4420,4317,4377
"MTMR4",2402.33333333333,1489.33333333333,913,5.00131292686702,0.61313763983065,-0.705717122094881,"3.3e-13","4.0e-09",1.57110544472918e-12,5.08095500825416e-09,1574,1419,1475,948,827,964
"SLC41A2",1620,1026,594,4.43438265555683,0.57941246357019,-0.7873373765588,"3.3e-13","4.0e-09",1.57277524636976e-12,5.08792792200616e-09,1041,945,1092,572,586,624
"LTN1",329.666666666667,253,76.6666666666667,2.14988571415586,0.301660998172583,-1.72899991275568,"3.3e-13","4.0e-09",1.57893132834736e-12,5.10942177853206e-09,265,206,288,61,80,89
"TFIP11",5542,2324.66666666667,3217.33333333333,6.20612041362288,1.38407321292123,0.468920258816228,"3.4e-13","4.1e-09",1.60658804884243e-12,5.20052551410294e-09,2320,2301,2353,3311,3093,3248
"MAP2",245,56.6666666666667,188.333333333333,1.72857959167967,3.32285951090793,1.73242529778437,"3.4e-13","4.1e-09",1.60763929661574e-12,5.20553604244178e-09,71,55,44,190,195,180
"C17orf75",1312.66666666667,484.666666666667,828,4.1320171600513,1.70815774787374,0.772441213580333,"3.4e-13","4.1e-09",1.61234113007596e-12,5.22237292031605e-09,481,494,479,845,827,812
"SFT2D2",3161.66666666667,1904.66666666667,1257,5.39728193076598,0.659762283841361,-0.599981788142888,"3.4e-13","4.2e-09",1.62533733295152e-12,5.26609295876292e-09,1913,1797,2004,1286,1299,1186
"LYPD1",497.666666666667,122.333333333333,375.333333333333,2.74104919986396,3.06484252924264,1.61581295055002,"3.4e-13","4.2e-09",1.62856575338426e-12,5.27818160671839e-09,135,125,107,408,284,434
"LIG4",292.333333333333,223.333333333333,69,1.97845647674522,0.308784888985394,-1.69532594176082,"3.5e-13","4.3e-09",1.67016404048805e-12,5.41467181926227e-09,201,213,256,60,62,85
"RPUSD2",2027.33333333333,733,1294.33333333333,4.7568122757336,1.76553734650596,0.820107338825681,"3.6e-13","4.3e-09",1.69214383542122e-12,5.48762245827102e-09,646,835,718,1290,1329,1264
"DUS3L",1172.66666666667,384.333333333333,788.333333333333,3.96904040207969,2.0505863659083,1.03603650789027,"3.6e-13","4.3e-09",1.69499243380351e-12,5.49855545525859e-09,449,373,331,824,746,795
"NIPSNAP1",3076,1825.66666666667,1250.33333333333,5.35750684378655,0.684998467077211,-0.545827335343512,"3.7e-13","4.4e-09",1.72733696997776e-12,5.60520846757784e-09,1835,1850,1792,1264,1199,1288
"PARP9",283,210.666666666667,72.3333333333333,1.93409205860895,0.3439658419588,-1.53966279183051,"3.8e-13","4.5e-09",1.77586960031092e-12,5.76447272260926e-09,193,234,205,80,67,70
"DNAJC1",8739,3676.33333333333,5062.66666666667,6.86282954551869,1.37712953408699,0.461664267095012,"3.8e-13","4.6e-09",1.80431005631439e-12,5.85859475285281e-09,3760,3541,3728,5003,4880,5305
"BRD3",1232,441,791,4.04057928759342,1.79314096646729,0.842488909081428,"3.8e-13","4.6e-09",1.80431005631439e-12,5.86039906290913e-09,405,463,455,767,796,810
"MAP2K1P1",118.333333333333,100.333333333333,18,0.700109314857965,0.179715533629672,-2.4762129819663,"3.8e-13","4.6e-09",1.81190043956645e-12,5.8868645281514e-09,93,115,93,26,17,11
"GCHFR",698.333333333333,494.333333333333,204,3.22499251872564,0.413258511641526,-1.27488356072595,"3.8e-13","4.6e-09",1.81190043956645e-12,5.88867642859096e-09,517,538,428,198,236,178
"CBX2",1820.66666666667,684,1136.66666666667,4.60246775644983,1.66188491387878,0.732820478422823,"3.9e-13","4.8e-09",1.86091446896009e-12,6.04983293858926e-09,649,711,692,1200,1146,1064
"PKIB",1645.66666666667,588.666666666667,1057,4.45665889988362,1.79616671666606,0.844921264413501,"4.3e-13","5.2e-09",2.03705500170455e-12,6.6245028655432e-09,603,628,535,956,1106,1109
"PSKH1",1243.66666666667,435.333333333333,808.333333333333,4.05436315480139,1.85605046577946,0.892235937696058,"4.4e-13","5.4e-09",2.09337791468122e-12,6.809758356458e-09,408,465,433,861,827,737
"CXXC5",2822.33333333333,1701,1121.33333333333,5.23367875037019,0.659151994656646,-0.60131691849592,"4.5e-13","5.4e-09",2.10385037487175e-12,6.84592911983266e-09,1736,1710,1657,1042,1147,1175
"ZNF81",508,356,152,2.76838096731063,0.427819553228338,-1.22492567339211,"4.5e-13","5.5e-09",2.12608363538606e-12,6.92040223318164e-09,343,377,348,166,145,145
"EVA1C",751,564.333333333333,186.666666666667,3.32925103922357,0.331144113096097,-1.59446888389332,"4.6e-13","5.5e-09",2.14143810178595e-12,6.97252245941504e-09,620,501,572,204,127,229
"MAP7",720.666666666667,226,494.666666666667,3.27050465855779,2.18583832662151,1.12818669743843,"4.6e-13","5.5e-09",2.15571302115253e-12,7.02115730989379e-09,230,214,234,560,461,463
"TMEM205",6766.33333333333,3902.66666666667,2863.66666666667,6.49384742706489,0.733837558976312,-0.446467348978782,"4.6e-13","5.5e-09",2.15707939870063e-12,7.02776468096666e-09,3899,3910,3899,2868,2761,2962
"STXBP3",761.333333333333,515.333333333333,246,3.3485871393243,0.476908427249036,-1.06821581867014,"4.6e-13","5.5e-09",2.15787842758548e-12,7.03252579550108e-09,535,526,485,233,275,230
"HCFC1R1",1486.66666666667,546,940.666666666667,4.31078071362805,1.72229304085267,0.784330632059229,"4.6e-13","5.6e-09",2.1696742475453e-12,7.07313804699766e-09,567,525,546,923,1007,892
"SUCLG2",2677,1599.33333333333,1077.66666666667,5.15746301888589,0.673666808697122,-0.569892874837335,"4.7e-13","5.6e-09",2.1847277714643e-12,7.12439726274507e-09,1630,1541,1627,1052,1097,1084
"SPTBN5",346.666666666667,250,96.6666666666667,2.22180848608724,0.386388033718404,-1.37187767970549,"4.7e-13","5.6e-09",2.19058669682361e-12,7.14569380503861e-09,256,252,242,96,106,88
"OGT",4272.66666666667,2590,1682.66666666667,5.83117592119442,0.649701030330246,-0.622152101799144,"4.7e-13","5.7e-09",2.2061752377847e-12,7.19874980089147e-09,2574,2497,2699,1823,1714,1511
"FGD5-AS1",6483.33333333333,2724,3759.33333333333,6.43233311693102,1.38003587720028,0.464705773660051,"4.7e-13","5.7e-09",2.21586578935109e-12,7.23258593644195e-09,2589,2783,2800,3723,3733,3822
"MT-CO3",136169,42055.6666666667,94113.3333333333,10.8239489314979,2.23782978806553,1.1621003074258,"4.7e-13","5.7e-09",2.21777185712266e-12,7.24102511350547e-09,45147,41248,39772,69868,91419,121053
"DEPTOR",180.666666666667,41.3333333333333,139.333333333333,1.30120910956845,3.35676143456874,1.74707000817199,"4.8e-13","5.8e-09",2.24155052748456e-12,7.32090402276456e-09,48,40,36,149,130,139
"SPOUT1",5577,2222.66666666667,3354.33333333333,6.21510417175621,1.50901243144223,0.593604691024427,"4.8e-13","5.8e-09",2.25984513204126e-12,7.38291404637881e-09,2178,2136,2354,3542,3481,3040
"BTN3A2",1441,915.666666666667,525.333333333333,4.26536753929644,0.573837887524014,-0.801284870004024,"4.8e-13","5.8e-09",2.26087279040303e-12,7.38853227903711e-09,903,874,970,562,507,507
"PLEKHA1",1351,851,500,4.17261737334381,0.587399411744777,-0.76758627402085,"4.8e-13","5.8e-09",2.26711432099521e-12,7.41119671533334e-09,848,840,865,480,515,505
"DMKN",6248,3633.66666666667,2614.33333333333,6.37887593127777,0.71951716934597,-0.474898981466268,"4.9e-13","5.9e-09",2.28716436420431e-12,7.4790274709481e-09,3769,3636,3496,2536,2703,2604
"PIK3C2A",320,242.333333333333,77.6666666666667,2.10572700922396,0.319776529619942,-1.64486404050785,"5.0e-13","6.0e-09",2.328197000184e-12,7.61553238760185e-09,262,243,222,58,85,90
"SLC39A14",9840.33333333333,5806.66666666667,4033.66666666667,7.03396671717326,0.69467840204324,-0.525582851089506,"5.1e-13","6.2e-09",2.39429419090692e-12,7.83413059264744e-09,5583,5595,6242,4293,3960,3848
"AC106886.2",68.6666666666667,59.6666666666667,9,-0.0535165646940988,0.152425786810292,-2.71382110179193,"5.1e-13","6.2e-09",2.39726272608953e-12,7.84624090249103e-09,67,54,58,10,6,11
"ISCU",8617,4956.66666666667,3660.33333333333,6.84250126303281,0.738524202402617,-0.437282894121951,"5.2e-13","6.3e-09",2.44104427086156e-12,7.99197894280075e-09,5186,4812,4872,3682,3653,3646
"AC245041.2",52.6666666666667,49.6666666666667,3,-0.40577291540204,0.0629344281783691,-3.99000673270276,"5.2e-13","6.3e-09",2.44269373875307e-12,7.9998219944163e-09,42,55,52,0,7,2
"SGSH",3087.66666666667,1837,1250.66666666667,5.36308588398133,0.680725081019686,-0.554855828705073,"5.2e-13","6.3e-09",2.44942691342542e-12,8.02432256838168e-09,1857,1846,1808,1319,1232,1201
"COQ9",4395.66666666667,1798,2597.66666666667,5.8722500222455,1.44472063205717,0.530790543444498,"5.3e-13","6.4e-09",2.47785061751904e-12,8.11991647360989e-09,1826,1719,1849,2494,2552,2747
"SAMD5",243,181,62,1.71631375423728,0.342272249287708,-1.54678376847,"5.5e-13","6.6e-09",2.5484816795217e-12,8.35392294547213e-09,180,170,193,62,66,58
"SLC15A4",5004.33333333333,2949,2055.33333333333,6.05890873229971,0.696828160405281,-0.521125167196099,"5.5e-13","6.6e-09",2.56289609098017e-12,8.40373628232397e-09,2896,2836,3115,2098,2111,1957
"GTF3C4",2420.33333333333,951,1469.33333333333,5.01231057854656,1.54514694268622,0.627744044216482,"5.5e-13","6.6e-09",2.564662955886e-12,8.41209449530607e-09,919,970,964,1549,1468,1391
"MKRN1",8395.66666666667,4872.33333333333,3523.33333333333,6.80500037140959,0.723133429163708,-0.467666223876494,"5.5e-13","6.6e-09",2.56975025061913e-12,8.43135057228137e-09,4856,4683,5078,3576,3632,3362
"LSM8",2690.66666666667,1000.66666666667,1690,5.16472486782804,1.68914482935028,0.756293031885651,"5.5e-13","6.7e-09",2.58582513038078e-12,8.48667807790973e-09,1068,990,944,1562,1909,1599
"RAB42",95,84.3333333333333,10.6666666666667,0.398236462048639,0.126929803417223,-2.97789723773429,"5.7e-13","6.8e-09",2.63700775632027e-12,8.65729646399944e-09,85,62,106,12,5,15
"AC007192.1",4334,2530,1804,5.85172143151164,0.713195022245698,-0.487631461198863,"5.8e-13","7.0e-09",2.72566367563682e-12,8.95107951079132e-09,2612,2503,2475,1804,1850,1758
"STARD3NL",10060.6666666667,5784.66666666667,4276,7.0658860308547,0.739170776920203,-0.436020373882429,"6.0e-13","7.3e-09",2.82007977822974e-12,9.26396207148469e-09,5942,5535,5877,4152,4290,4386
"AFAP1-AS1",4516,2659.33333333333,1856.66666666667,5.91103036170483,0.698156156249702,-0.518378335457617,"6.1e-13","7.4e-09",2.85155593332028e-12,9.37021279689044e-09,2637,2754,2587,1778,1830,1962
"UQCC1",3376,1363.66666666667,2012.33333333333,5.49164594687141,1.47552990472499,0.561233160323461,"6.3e-13","7.5e-09",2.91905100638063e-12,9.59492065797314e-09,1342,1292,1457,1996,2058,1983
"GALNT7",2621.66666666667,1567.33333333333,1054.33333333333,5.12746743486566,0.672535262088051,-0.572318182450995,"6.3e-13","7.6e-09",2.93460993252833e-12,9.64899745815316e-09,1547,1532,1623,1028,1076,1059
"DNAJC8",23462.6666666667,9681,13781.6666666667,8.2872140032992,1.42356941364035,0.509512841006533,"6.6e-13","7.9e-09",3.07361123320084e-12,1.01091073459976e-08,9839,9666,9538,13389,12773,15183
"RRP1B",1373.66666666667,509.333333333333,864.333333333333,4.1972813458291,1.6971913261659,0.763149210579947,"6.8e-13","8.2e-09",3.18907584172325e-12,1.04920595192695e-08,527,504,497,835,867,891
"TEAD2",3379,1338,2041,5.4929109989722,1.52577925773286,0.609546255219697,"6.9e-13","8.3e-09",3.20520222084514e-12,1.05483205088014e-08,1438,1351,1225,2041,1968,2114
"DLG5",5751.66666666667,2414.33333333333,3337.33333333333,6.25970360512114,1.38212772452879,0.466890943533556,"6.9e-13","8.3e-09",3.22014988853767e-12,1.0600733433066e-08,2376,2428,2439,3385,3189,3438
"SLC6A9",3210.66666666667,1909.66666666667,1301,5.41948136631108,0.68133643905457,-0.553560728224858,"7.0e-13","8.4e-09",3.25470421250269e-12,1.07177409717713e-08,1838,2017,1874,1301,1330,1272
"AC097359.2",131,17.3333333333333,113.666666666667,0.841803706597336,6.58827442294097,2.71990064923101,"7.1e-13","8.5e-09",3.30369489533167e-12,1.08823709852225e-08,29,14,9,120,123,98
"INHBB",3530.66666666667,1381.66666666667,2149,5.55621540966064,1.55492194576567,0.636842161524297,"7.2e-13","8.7e-09",3.34934908299426e-12,1.10361052284661e-08,1505,1403,1237,2077,2181,2189
"AMN1",1015,346,669,3.76165720764156,1.93421228763615,0.95174614513136,"7.2e-13","8.7e-09",3.35950467917349e-12,1.10729274225558e-08,387,321,330,701,653,653
"NCOA4",4848,1973,2875,6.01327494822114,1.45695241863298,0.542953762424295,"7.3e-13","8.8e-09",3.40323033258842e-12,1.1220450406544e-08,1954,1984,1981,2698,2817,3110
