"name","SYMBOL","ENTREZ","s_MiaFRFP_1","s_MiaFRFP_2","s_MiaFRFP_3","s_Part1Lag_1","s_Part1Lag_2","s_Part1Lag_3"
"ENSG00000284431","",NA,5,5,0,10,4,0
"ENSG00000284461","",NA,13,10,5,7,2,4
"ENSG00000284469","MIR6721",102466190,3,1,1,0,0,3
"ENSG00000284479","SMIM39",113523639,62,52,57,8,16,22
"ENSG00000284484","CPHXL2",112268164,0,8,0,0,4,4
"ENSG00000284491","THSD8",111644133,8,1,3,2,12,5
"ENSG00000284505","LYNX1-SLURP2",111188157,200,157,126,70,100,97
"ENSG00000284512","",NA,3,17,15,9,24,1
"ENSG00000284523","",105375421,26,16,25,44,35,15
"ENSG00000284526","",122455342,11,12,0,0,2,3
"ENSG00000284543","LINC01226",NA,2,0,0,0,0,5
"ENSG00000284585","MIR4722",100616167,0,1,4,0,3,2
"ENSG00000284602",NA,NA,41,49,0,20,71,17
"ENSG00000284605","ENPP7P15",NA,0,4,0,4,2,0
"ENSG00000284607","",105374988,8,11,21,8,12,8
"ENSG00000284614","",NA,1,0,0,0,4,3
"ENSG00000284617","",NA,5,2,1,0,3,3
"ENSG00000284618","",NA,2,2,0,15,7,7
"ENSG00000284620","",NA,1,0,2,0,2,2
"ENSG00000284623","LINC02786",NA,0,2,0,0,0,8
"ENSG00000284624","",NA,7,2,23,8,26,1
"ENSG00000284625","",NA,6,3,0,0,0,0
"ENSG00000284626","",NA,0,1,10,0,4,0
"ENSG00000284630","",NA,25,7,28,11,19,18
"ENSG00000284633","",NA,9,1,2,1,7,8
"ENSG00000284634","",374443,92,74,76,73,133,87
"ENSG00000284636","",NA,124,73,47,19,12,65
"ENSG00000284640","",NA,0,0,0,71,10,0
"ENSG00000284642","",NA,10,16,9,7,34,14
"ENSG00000284648","",NA,10,8,19,11,14,8
"ENSG00000284651","",NA,3,0,0,0,2,0
"ENSG00000284652","",NA,0,0,0,6,52,17
"ENSG00000284654","",NA,4,1,0,0,6,2
"ENSG00000284657","",NA,12,0,9,19,38,32
"ENSG00000284664","",NA,2,1,16,2,4,0
"ENSG00000284669","",NA,12,0,3,11,31,24
"ENSG00000284670","RPSAP56",NA,24,18,18,42,32,26
"ENSG00000284671","",NA,3,2,2,1,1,0
"ENSG00000284677","",NA,3,2,0,0,7,5
"ENSG00000284685",NA,NA,37,28,41,15,4,11
"ENSG00000284686","",NA,6,8,12,3,1,0
"ENSG00000284689","OR7E84P",NA,2,0,0,2,0,0
"ENSG00000284691","",728743,232,175,307,479,290,392
"ENSG00000284693","LINC02606",100506022,110,99,41,90,205,140
"ENSG00000284700",NA,NA,0,0,0,6,4,2
"ENSG00000284707","",NA,14,0,46,40,81,91
"ENSG00000284708","",NA,16,5,1,1,9,15
"ENSG00000284713","SMIM38",107984345,8,7,0,0,104,40
"ENSG00000284716","",NA,2,0,1,14,14,1
"ENSG00000284719","",130932201,4,0,0,0,0,4
"ENSG00000284721","",NA,0,0,0,33,11,16
"ENSG00000284722","",NA,2,2,0,16,12,0
"ENSG00000284726","",NA,1,0,0,0,4,4
"ENSG00000284731","",NA,22,14,6,2,2,6
"ENSG00000284735","",NA,1,6,5,3,33,2
"ENSG00000284738","",101928059,30,22,11,22,15,16
"ENSG00000284747","",NA,50,48,9,93,241,63
"ENSG00000284753","EEF1AKMT4",110599564,1598,1207,1116,857,1148,698
"ENSG00000284770","TBCE",6905,139,84,47,240,287,119
"ENSG00000284773","",NA,30,23,41,34,25,2
"ENSG00000284779","",NA,0,0,0,1,7,6
"ENSG00000284783","",NA,1,0,0,2,2,0
"ENSG00000284797","CIST1",729966,0,0,0,0,6,6
"ENSG00000284820","",NA,1,7,9,10,2,0
"ENSG00000284830","",101928718,13,52,17,2,1,0
"ENSG00000284874","",NA,1,0,0,1,4,4
"ENSG00000284879","NCAL1",NA,3,4,5,10,0,0
"ENSG00000284882","",NA,4,9,0,13,10,9
"ENSG00000284883","KRT88P",NA,0,0,0,0,2,2
"ENSG00000284902","",NA,7,0,0,33,7,0
"ENSG00000284906","",NA,10,8,10,7,3,1
"ENSG00000284922","LRTOMT",220074,4,10,0,0,3,0
"ENSG00000284934","",128125816,7,3,0,4,10,8
"ENSG00000284946","",NA,35,81,18,12,25,2
"ENSG00000284948","",254896,480,436,456,350,566,442
"ENSG00000284952","",NA,0,2,1,5,9,0
"ENSG00000284954","",100507547,7,7,20,11,18,5
"ENSG00000284959","",NA,33,44,36,49,11,26
"ENSG00000284966","",NA,3,0,0,4,13,0
"ENSG00000284968","",NA,39,36,44,21,26,33
"ENSG00000284985","",NA,8,11,2,2,3,5
"ENSG00000284994","",NA,2,0,4,1,4,0
"ENSG00000285016","",NA,1,0,1,2,5,2
"ENSG00000285018","",NA,23,26,10,13,26,9
"ENSG00000285041","",NA,16,5,0,19,0,1
"ENSG00000285043","",112694756,383,259,450,122,106,128
"ENSG00000285051","SLC7A14-AS1",101928583,92,61,46,1,4,0
"ENSG00000285053","",NA,332,228,183,191,251,76
"ENSG00000285077","ARHGAP11B",89839,28,67,43,26,12,7
"ENSG00000285080","",124903478,0,3,1,1,0,2
"ENSG00000285090","",NA,0,0,0,16,3,18
"ENSG00000285091","",NA,35,21,33,58,89,73
"ENSG00000285095","",112268208,0,0,0,1,3,6
"ENSG00000285108",NA,NA,50,47,124,0,0,0
"ENSG00000285122","PIGY-DT",NA,1,1,1,2,4,3
"ENSG00000285130","",NA,26,4,2,23,11,16
"ENSG00000285159","",NA,9,16,17,20,35,20
"ENSG00000285179","",NA,0,0,0,0,17,9
"ENSG00000285184","",NA,159,167,54,219,142,46
"ENSG00000285190","",NA,2,4,3,9,5,9
"ENSG00000285205","",NA,0,22,0,36,0,26
"ENSG00000285210","LINC02795",NA,2,0,0,3,7,0
"ENSG00000285219","HULC",100506207,72,91,22,147,160,63
"ENSG00000285230","RALY-AS1",101926888,376,343,151,311,241,174
"ENSG00000285231","OOSP3",112577461,14,16,0,1,0,2
"ENSG00000285257","",NA,25,7,27,9,11,14
"ENSG00000285278","",109729173,97,85,120,23,119,39
"ENSG00000285280","",NA,1,5,0,32,13,13
"ENSG00000285287","",NA,18,27,23,22,47,19
"ENSG00000285294","LINC00842",643650,3,2,1,2,1,11
"ENSG00000285331","TCF12-DT",145783,82,50,25,112,70,33
"ENSG00000285366","",NA,2,4,8,8,60,1
"ENSG00000285367","",NA,107,95,98,135,500,133
"ENSG00000285373","LINC02478",100505984,39,15,14,24,28,3
"ENSG00000285382","",NA,39,18,25,11,13,8
"ENSG00000285407","",NA,30,14,0,133,106,52
"ENSG00000285410","GABPB1-IT1",55056,2102,1623,2116,801,1230,637
"ENSG00000285416","",NA,3,5,0,0,5,7
"ENSG00000285420","PDGFRL2P",NA,2,0,0,0,0,2
"ENSG00000285427","SOD2-OT1",100129518,2,2,17,14,7,3
"ENSG00000285437","POLR2J3",548644,47,47,73,86,86,80
"ENSG00000285458","",132989,3,1,9,1,2,0
"ENSG00000285498","",NA,53,66,129,50,63,80
"ENSG00000285509","TBCEL-TECTA",NA,0,17,12,0,4,0
"ENSG00000285517","LINC00941",645485,2815,3336,2098,445,78,491
"ENSG00000285520","",NA,8,2,6,8,0,0
"ENSG00000285521","",NA,1,0,0,6,9,0
"ENSG00000285531","",NA,14,38,19,25,30,3
"ENSG00000285532","LINC02788",105378855,25,5,0,5,4,0
"ENSG00000285533","RELA-DT",105369347,175,98,48,237,287,189
"ENSG00000285545","",NA,0,0,0,0,6,2
"ENSG00000285560","",NA,9,8,0,7,0,0
"ENSG00000285570","",NA,0,0,0,0,4,6
"ENSG00000285581","",NA,1,0,0,12,0,9
"ENSG00000285589","",NA,81,58,78,53,88,41
"ENSG00000285599","",NA,3,5,9,7,1,1
"ENSG00000285600","",NA,7,1,0,0,5,0
"ENSG00000285601","",NA,7,0,0,1,11,17
"ENSG00000285602","",NA,4,6,6,1,8,1
"ENSG00000285603","",NA,4,0,0,2,0,0
"ENSG00000285605","",NA,0,0,3,3,0,2
"ENSG00000285614","",NA,0,2,0,7,0,0
"ENSG00000285619","",NA,0,0,0,13,0,10
"ENSG00000285621","",NA,0,0,0,22,24,55
"ENSG00000285627","",NA,9,14,17,37,139,21
"ENSG00000285632","",NA,7,24,25,23,16,4
"ENSG00000285636","",NA,0,2,3,4,4,14
"ENSG00000285638","",NA,0,0,0,14,114,7
"ENSG00000285642","",NA,0,0,6,1,0,4
"ENSG00000285644","",NA,91,87,34,24,26,28
"ENSG00000285646","",NA,42,22,25,9,184,63
"ENSG00000285649","",NA,0,3,4,2,18,7
"ENSG00000285650","",NA,7,0,0,8,2,0
"ENSG00000285651","",NA,26,25,1,3,68,8
"ENSG00000285653","",NA,0,3,0,4,0,0
"ENSG00000285656",NA,NA,0,6,0,0,0,2
"ENSG00000285658","",NA,6,2,2,0,8,1
"ENSG00000285664","",NA,26,35,39,54,27,23
"ENSG00000285665","TOP1P1",NA,149,168,72,15,35,8
"ENSG00000285667","",NA,8,0,16,6,8,3
"ENSG00000285669","",NA,3,9,4,43,42,4
"ENSG00000285676","",NA,6,7,17,6,15,7
"ENSG00000285677","",105371729,11,13,1,1,1,11
"ENSG00000285684","",NA,4,31,2,18,111,21
"ENSG00000285685","",NA,6,14,0,0,0,0
"ENSG00000285692","",NA,0,0,4,3,5,1
"ENSG00000285693","",NA,97,146,50,90,113,71
"ENSG00000285696","",NA,0,4,19,8,11,2
"ENSG00000285700","",NA,0,0,0,11,10,0
"ENSG00000285701","",NA,7,2,2,6,5,4
"ENSG00000285704","",NA,10,0,5,2,24,3
"ENSG00000285709","",NA,4,5,10,0,0,0
"ENSG00000285710","",NA,9,2,0,0,1,0
"ENSG00000285713","",NA,1,6,0,1,2,0
"ENSG00000285722","",124905143,254,247,221,194,211,204
"ENSG00000285725","",NA,16,16,1,21,37,15
"ENSG00000285727","",NA,1,4,2,0,0,0
"ENSG00000285728","",NA,53,27,0,30,67,61
"ENSG00000285730","",NA,18,6,9,17,19,10
"ENSG00000285736","",NA,0,2,0,0,9,0
"ENSG00000285737","LINC02680",NA,0,4,0,4,22,0
"ENSG00000285745","",NA,2,0,0,2,9,2
"ENSG00000285752","CDC42-AS1",NA,10,5,0,3,2,0
"ENSG00000285756","",NA,528,358,473,138,229,280
"ENSG00000285761","",107987440,7,8,10,1,0,10
"ENSG00000285763","",NA,6,29,0,3,15,1
"ENSG00000285770","",NA,16,0,6,6,1,0
"ENSG00000285771","",NA,2,0,0,12,0,8
"ENSG00000285774","SAMD4A-AS1",NA,2,0,0,16,33,9
"ENSG00000285776","",NA,0,0,0,0,2,4
"ENSG00000285780","",NA,0,0,0,2,4,0
"ENSG00000285793","",285074,192,82,179,76,93,88
"ENSG00000285796","",NA,300,292,311,166,227,274
"ENSG00000285802","",NA,79,58,27,0,14,1
"ENSG00000285803","",NA,11,11,4,3,4,0
"ENSG00000285804","",NA,102,126,78,19,39,6
"ENSG00000285805","",NA,19,8,7,26,20,22
"ENSG00000285812","",NA,9,17,11,16,19,17
"ENSG00000285813","",NA,7,7,0,4,5,6
"ENSG00000285816","",NA,4,12,3,8,8,11
"ENSG00000285825","CCDC15-DT",105369547,74,63,11,40,5,15
"ENSG00000285826","",NA,0,0,0,0,97,7
"ENSG00000285830","",NA,0,7,7,5,1,1
"ENSG00000285836","",NA,0,3,0,3,3,0
"ENSG00000285838","",NA,0,0,0,0,10,10
"ENSG00000285847","",NA,2,0,4,0,10,0
"ENSG00000285848","",NA,1,0,0,7,3,3
"ENSG00000285849","",NA,2,2,0,19,8,0
"ENSG00000285851","",NA,15,29,10,7,8,1
"ENSG00000285856","",NA,2,15,0,11,2,0
"ENSG00000285857","",NA,7,12,2,10,13,5
"ENSG00000285859","",NA,10,4,2,10,7,15
"ENSG00000285863","",NA,1,7,0,14,7,7
"ENSG00000285865","",NA,4,15,0,1,12,0
"ENSG00000285867","",NA,9,47,3,55,55,53
"ENSG00000285870","",NA,9,18,7,1,23,0
"ENSG00000285871","",NA,0,6,0,11,8,1
"ENSG00000285872","",101929691,59,22,99,19,8,25
"ENSG00000285873","",NA,8,10,1,18,16,31
"ENSG00000285877",NA,NA,6,0,1,5,19,3
"ENSG00000285879","",NA,20,25,18,30,58,7
"ENSG00000285881","",NA,7,11,1,0,10,5
"ENSG00000285884","",105378268,12,5,0,26,43,18
"ENSG00000285886","",NA,6,10,4,4,9,4
"ENSG00000285887","",NA,0,0,0,4,3,13
"ENSG00000285898","",NA,0,2,0,0,3,0
"ENSG00000285902","",NA,0,0,0,4,4,0
"ENSG00000285904","",NA,1,0,0,15,14,1
"ENSG00000285906","",NA,246,194,236,95,119,60
"ENSG00000285907","",NA,0,0,0,87,438,194
"ENSG00000285908","",NA,3,0,0,4,1,5
"ENSG00000285919","",NA,0,1,0,0,30,23
"ENSG00000285922",NA,NA,543,474,604,278,420,412
"ENSG00000285923","",NA,26,14,19,15,24,17
"ENSG00000285925","",NA,48,15,10,12,27,2
"ENSG00000285928","",NA,7,3,3,53,21,14
"ENSG00000285938","BCL6-AS1",122526776,0,0,1,7,24,23
"ENSG00000285943","",NA,5,11,24,9,33,25
"ENSG00000285948","",NA,1,1,6,8,0,0
"ENSG00000285955","",NA,0,0,0,13,2,0
"ENSG00000285958","",NA,0,0,0,2,59,0
"ENSG00000285961","",NA,0,0,0,0,28,5
"ENSG00000285963","",NA,61,190,11,131,0,2
"ENSG00000285966","",NA,10,17,48,13,21,14
"ENSG00000285967","NIPBL-DT",646719,1317,1709,912,779,726,524
"ENSG00000285970","",NA,6,9,0,0,4,0
"ENSG00000285973","",NA,11,0,1,5,7,8
"ENSG00000285976","",128125822,22,20,18,168,271,38
"ENSG00000285978","",NA,0,4,0,0,3,0
"ENSG00000285979","",NA,84,105,130,79,131,24
"ENSG00000285981","",NA,0,2,0,0,39,0
"ENSG00000285991","",NA,4,0,3,7,2,1
"ENSG00000285999","",NA,0,0,2,8,25,9
"ENSG00000286000","",NA,1,20,0,38,17,5
"ENSG00000286001","",NA,4,6,2,0,4,1
"ENSG00000286004","",NA,20,22,56,25,25,21
"ENSG00000286008","",NA,2,3,0,0,0,0
"ENSG00000286010","",105375754,8,0,0,105,114,17
"ENSG00000286011","",NA,34,2,12,10,5,7
"ENSG00000286017","",NA,18,11,0,0,19,25
"ENSG00000286018","",NA,18,21,8,38,25,17
"ENSG00000286019","NOTCH2NLB",100996763,38,59,26,38,41,0
"ENSG00000286024","",105372432,1,0,2,1,9,2
"ENSG00000286032","",NA,5,4,3,2,6,3
"ENSG00000286035","",NA,7,12,28,1,26,2
"ENSG00000286045","",NA,7,10,9,2,9,3
"ENSG00000286052","",NA,0,13,0,2,6,0
"ENSG00000286059","",NA,0,0,0,6,173,9
"ENSG00000286060","",124905218,2,0,0,16,22,0
"ENSG00000286061","NCMAP-DT",100750325,7,1,0,7,5,4
"ENSG00000286064","",NA,9,5,38,6,11,2
"ENSG00000286067","",NA,274,222,337,63,32,32
"ENSG00000286071","",105373170,1,0,0,14,14,1
"ENSG00000286074","",NA,4,4,0,0,1,0
"ENSG00000286084","",NA,11,16,37,1,25,9
"ENSG00000286086","",NA,28,35,0,2,29,4
"ENSG00000286089","",NA,0,0,0,3,2,0
"ENSG00000286092","",NA,5,0,0,28,59,22
"ENSG00000286093","",NA,0,2,0,0,0,9
"ENSG00000286095","SPEGNB",100996693,3,3,0,1,2,0
"ENSG00000286099","",NA,1,0,0,0,12,5
"ENSG00000286100","",NA,2,0,13,4,21,0
"ENSG00000286104",NA,NA,1,0,3,2,2,3
"ENSG00000286106","NOTCH2NLR",101929796,27,30,21,21,22,6
"ENSG00000286107","",NA,0,3,4,2,9,0
"ENSG00000286108","",NA,1,2,0,0,21,1
"ENSG00000286112","",883,14,6,11,1,8,1
"ENSG00000286113","",NA,10,8,20,6,2,11
"ENSG00000286116","",NA,4,0,0,8,3,1
"ENSG00000286118","",NA,0,5,0,0,2,0
"ENSG00000286121","",NA,2,7,0,1,3,0
"ENSG00000286122","LINC02964",NA,0,0,0,16,3,0
"ENSG00000286129","",NA,64,105,85,29,51,32
"ENSG00000286138","",NA,136,242,105,315,658,424
"ENSG00000286145","",NA,1,5,5,2,4,0
"ENSG00000286146","",NA,2,7,6,8,10,3
"ENSG00000286149","",NA,0,3,2,1,5,2
"ENSG00000286150","",NA,0,0,0,0,10,2
"ENSG00000286153","RUNX1-AS1",124905014,56,25,9,26,100,24
"ENSG00000286155","",NA,0,1,1,2,8,0
"ENSG00000286158","",NA,6,10,11,3,8,1
"ENSG00000286162","",124902114,76,73,23,109,154,77
"ENSG00000286164",NA,NA,3,3,5,2,5,1
"ENSG00000286167","",NA,0,0,2,177,0,0
"ENSG00000286172","RNVU1-8",101447996,0,0,0,3,6,4
"ENSG00000286174","",NA,9,10,21,7,6,0
"ENSG00000286176","",NA,3,0,2,1,8,3
"ENSG00000286177","",NA,85,79,70,0,26,61
"ENSG00000286180","",NA,28,24,29,29,35,23
"ENSG00000286181","FLICR",NA,0,11,0,1,2,0
"ENSG00000286186","",NA,13,4,1,11,2,1
"ENSG00000286191","",NA,0,0,0,4,9,0
"ENSG00000286193","CPLANE1-AS1",NA,23,10,13,31,13,18
"ENSG00000286194","",NA,7,4,0,3,7,2
"ENSG00000286195","",NA,9,13,1,8,6,0
"ENSG00000286205","",NA,3,3,1,0,1,0
"ENSG00000286207","",NA,34,20,61,13,18,2
"ENSG00000286208","",NA,0,20,0,14,3,15
"ENSG00000286212","",NA,0,0,0,6,87,7
"ENSG00000286214","COPG2IT1",NA,36,53,0,209,289,64
"ENSG00000286216","",NA,1,6,4,9,2,0
"ENSG00000286219","NOTCH2NLC",100996717,63,126,26,61,86,15
"ENSG00000286223","",NA,18,25,15,110,116,32
"ENSG00000286225","",NA,0,0,0,12,10,3
"ENSG00000286226","",NA,0,0,0,2,0,2
"ENSG00000286230","",NA,20,17,21,3,13,12
"ENSG00000286234","",NA,22,11,1,13,28,27
"ENSG00000286237","ARMCX5-GPRASP2",100528062,18,23,6,4,15,9
"ENSG00000286240","",NA,15,26,25,4,16,4
"ENSG00000286242","",NA,6,2,8,46,36,11
"ENSG00000286243","",NA,0,0,0,31,7,19
"ENSG00000286244","",112268419,5,2,6,2,5,5
"ENSG00000286245","",NA,18,0,0,6,16,2
"ENSG00000286252","",NA,1,5,1,5,16,2
"ENSG00000286259","",NA,157,277,144,133,329,140
"ENSG00000286263","",NA,0,0,0,1,263,22
"ENSG00000286264","",114841035,132,113,174,72,134,108
"ENSG00000286266","",NA,0,0,2,150,387,152
"ENSG00000286267","",NA,20,27,26,16,107,31
"ENSG00000286268","",NA,2,0,0,0,2,3
"ENSG00000286272","",NA,0,0,0,0,8,7
"ENSG00000286276","",NA,13,9,0,7,0,0
"ENSG00000286285","",NA,0,0,2,146,10,4
"ENSG00000286288","",100289473,0,3,0,2,2,0
"ENSG00000286292",NA,NA,5,0,2,0,0,6
"ENSG00000286299","",NA,3,4,0,0,0,2
"ENSG00000286301","",NA,0,0,2,1,2,1
"ENSG00000286302","",NA,4,6,0,12,19,6
"ENSG00000286307","",NA,0,4,7,0,5,0
"ENSG00000286310","",NA,0,0,0,12,2,1
"ENSG00000286311","",NA,3,3,0,4,0,0
"ENSG00000286314","",NA,17,17,19,26,22,17
"ENSG00000286315","",124901628,6,37,0,4,27,16
"ENSG00000286319","",NA,3,0,0,6,14,1
"ENSG00000286320","",NA,0,0,0,0,36,9
"ENSG00000286326","",NA,5,9,16,0,1,1
"ENSG00000286327","",NA,5,0,0,20,12,11
"ENSG00000286329",NA,NA,0,0,0,2,7,10
"ENSG00000286331","",NA,13,14,14,6,7,7
"ENSG00000286334","",NA,1,4,1,15,27,3
"ENSG00000286337","",NA,7,1,0,3,5,0
"ENSG00000286340","",NA,0,12,59,23,48,14
"ENSG00000286349","",NA,5,12,0,5,7,0
"ENSG00000286353","",NA,0,0,0,2,2,0
"ENSG00000286360","",NA,13,24,15,65,98,11
"ENSG00000286361","",NA,17,35,38,16,0,5
"ENSG00000286362","",NA,2,2,11,9,19,1
"ENSG00000286365","",NA,4,0,5,0,1,3
"ENSG00000286366","",NA,53,15,15,40,35,25
"ENSG00000286369","",105369363,24,0,11,16,45,21
"ENSG00000286373","",NA,3,0,0,10,10,5
"ENSG00000286375","",NA,0,4,3,0,0,2
"ENSG00000286376","",NA,0,0,0,15,41,5
"ENSG00000286379","",NA,4,4,4,3,8,5
"ENSG00000286380","",105375501,21,10,54,25,37,69
"ENSG00000286388","",NA,950,823,971,242,413,318
"ENSG00000286389","",105373289,32,18,6,7,1,8
"ENSG00000286391","",107985206,6,0,0,1,2,0
"ENSG00000286398","",NA,0,0,0,4,2,3
"ENSG00000286403","",NA,0,4,2,0,0,0
"ENSG00000286407","",NA,3,0,26,6,13,5
"ENSG00000286408","",NA,151,121,91,148,196,80
"ENSG00000286409","",NA,2,7,0,3,4,2
"ENSG00000286414","",NA,0,0,0,3,10,0
"ENSG00000286415","",NA,2,8,0,3,11,4
"ENSG00000286416","",NA,61,55,54,34,86,12
"ENSG00000286427","",NA,1,0,0,0,11,16
"ENSG00000286428","",NA,0,0,0,4,1,27
"ENSG00000286429","",NA,11,8,0,5,9,1
"ENSG00000286431","",NA,130,123,78,76,126,49
"ENSG00000286432","",NA,0,0,0,3,69,6
"ENSG00000286437","",NA,9,9,11,6,7,5
"ENSG00000286443","",NA,39,25,8,5,15,9
"ENSG00000286444","",NA,6,4,25,3,11,6
"ENSG00000286445","",NA,23,15,2,28,28,40
"ENSG00000286456","",NA,0,1,5,0,0,2
"ENSG00000286460","",NA,14,7,181,1,36,10
"ENSG00000286472",NA,NA,11,19,0,3,0,0
"ENSG00000286473","",NA,6,0,0,0,6,0
"ENSG00000286478","",NA,3,0,0,1,5,0
"ENSG00000286480","",NA,1,0,0,3,4,0
"ENSG00000286482","",NA,71,89,59,42,17,73
"ENSG00000286485","",NA,3,2,0,16,17,1
"ENSG00000286488","",NA,0,6,1,2,0,0
"ENSG00000286501",NA,NA,0,0,0,1,52,12
"ENSG00000286503","",NA,13,5,17,8,14,14
"ENSG00000286507","",NA,1,0,0,17,87,6
"ENSG00000286509","",NA,68,59,42,112,231,148
"ENSG00000286512","",NA,3,0,0,6,20,2
"ENSG00000286518","",NA,43,58,19,12,0,2
"ENSG00000286519",NA,NA,0,0,0,2,2,0
"ENSG00000286522","H3C2",8358,96,48,37,181,136,214
"ENSG00000286524","",NA,4,15,1,4,6,0
"ENSG00000286527","",NA,8,8,0,31,24,2
"ENSG00000286532","PARTICL",NA,794,534,545,282,459,231
"ENSG00000286534",NA,NA,0,0,0,5,79,0
"ENSG00000286535","",124902026,125,69,60,79,116,22
"ENSG00000286536","",NA,0,2,5,10,16,4
"ENSG00000286538","",NA,4,6,0,0,0,0
"ENSG00000286539","",NA,0,0,0,6,1,2
"ENSG00000286541","",NA,2,1,0,4,3,0
"ENSG00000286543","",NA,0,0,0,4,0,2
"ENSG00000286545","",NA,13,47,5,27,46,2
"ENSG00000286548","",NA,33,13,0,47,61,28
"ENSG00000286555","",NA,3,5,0,1,3,0
"ENSG00000286561","",NA,1,2,0,3,0,0
"ENSG00000286562","",NA,6,9,0,8,10,10
"ENSG00000286563","",NA,0,8,11,0,4,1
"ENSG00000286572",NA,NA,1,1,1,2,20,4
"ENSG00000286577","",105379087,7,5,3,3,5,3
"ENSG00000286579","",NA,9,18,0,3,3,0
"ENSG00000286581","",NA,0,4,0,1,0,3
"ENSG00000286583","ZBTB7C-AS1",NA,0,4,0,5,5,6
"ENSG00000286584","",NA,0,4,0,0,2,0
"ENSG00000286585","",105374174,52,45,0,53,59,41
"ENSG00000286588","",NA,31,30,22,50,114,35
"ENSG00000286590","",NA,9,0,0,2,0,0
"ENSG00000286599",NA,NA,0,0,0,4,6,0
"ENSG00000286602","",NA,10,13,0,0,11,1
"ENSG00000286606","",NA,0,3,1,2,5,4
"ENSG00000286614","",NA,7,10,5,12,8,0
"ENSG00000286615","",105379199,0,0,0,2,3,0
"ENSG00000286616","",NA,0,0,0,17,11,0
"ENSG00000286618","",NA,9,0,7,4,9,12
"ENSG00000286619","PM20D1-AS1",NA,600,594,341,98,237,106
"ENSG00000286622",NA,NA,3,21,1,0,2,1
"ENSG00000286626","",101929918,0,23,14,8,7,1
"ENSG00000286634","",NA,7,3,8,3,0,7
"ENSG00000286636","",NA,2,0,0,2,7,2
"ENSG00000286638","",NA,6,2,0,17,29,0
"ENSG00000286639","",NA,0,0,0,1,287,5
"ENSG00000286642","",NA,6,0,0,0,4,2
"ENSG00000286644","",NA,0,2,0,0,3,1
"ENSG00000286646","MAP3K5-AS2",NA,0,16,0,0,0,2
"ENSG00000286650","",NA,7,22,0,24,7,0
"ENSG00000286652","",NA,14,7,1,5,13,15
"ENSG00000286656","",NA,8,0,1,29,15,44
"ENSG00000286657","",NA,0,0,0,18,0,3
"ENSG00000286659","",NA,9,4,8,11,10,13
"ENSG00000286667","",NA,3,0,0,4,2,0
"ENSG00000286669","",NA,35,31,8,19,27,33
"ENSG00000286672","",NA,8,2,0,7,13,1
"ENSG00000286676","ACTBP4",NA,7,3,2,79,22,38
"ENSG00000286677","",NA,5,4,17,2,1,0
"ENSG00000286681","",NA,59,18,2,34,27,19
"ENSG00000286682","",NA,0,0,3,3,0,0
"ENSG00000286686","",NA,2,0,0,0,2,2
"ENSG00000286687",NA,NA,0,1,0,0,6,8
"ENSG00000286688","",NA,0,0,4,2,4,1
"ENSG00000286689","",NA,2,2,0,0,0,6
"ENSG00000286695","",NA,195,258,58,0,0,0
"ENSG00000286696","",NA,2,0,0,13,0,0
"ENSG00000286700","",NA,0,2,0,18,205,43
"ENSG00000286703","",NA,7,4,1,8,0,1
"ENSG00000286707","",NA,0,0,0,16,19,4
"ENSG00000286708","",NA,0,11,0,0,1,2
"ENSG00000286710","",116435278,11,1,2,9,799,367
"ENSG00000286714","",NA,0,0,0,5,3,0
"ENSG00000286718","",NA,5,11,6,11,25,19
"ENSG00000286721","",NA,0,0,0,4,9,2
"ENSG00000286722","",NA,0,0,3,0,3,3
"ENSG00000286724","",NA,45,54,103,26,48,35
"ENSG00000286729","",NA,29,29,24,29,18,36
"ENSG00000286732","",NA,4,9,20,6,13,0
"ENSG00000286733","LINC02348",101927505,136,139,71,125,96,16
"ENSG00000286734","",NA,22,15,8,6,6,16
"ENSG00000286739","",102724497,4,5,0,0,2,1
"ENSG00000286741","",NA,0,0,10,2,12,0
"ENSG00000286746","",NA,0,0,0,8,3,0
"ENSG00000286747","",NA,7,2,17,6,5,4
"ENSG00000286750","",NA,0,0,0,3,4,10
"ENSG00000286753","",101929200,66,69,60,66,93,124
"ENSG00000286755",NA,NA,4,0,0,0,1,2
"ENSG00000286757","",NA,2,0,24,9,20,0
"ENSG00000286760","",100289495,36,8,23,90,61,51
"ENSG00000286764","",NA,0,2,0,0,318,71
"ENSG00000286773","",NA,0,0,16,0,6,1
"ENSG00000286781","",NA,0,0,4,4,1,0
"ENSG00000286782","",NA,0,0,0,0,6,2
"ENSG00000286784","",NA,0,0,0,1,52,6
"ENSG00000286787","",NA,34,45,52,83,43,45
"ENSG00000286796","",NA,0,0,0,0,4,6
"ENSG00000286797","",NA,0,0,2,111,85,49
"ENSG00000286799","",NA,8,7,12,0,1,0
"ENSG00000286802","",105378842,0,0,0,32,0,6
"ENSG00000286803","",NA,2,2,1,4,4,2
"ENSG00000286804","",NA,0,5,0,6,1,0
"ENSG00000286808","",NA,3,3,7,9,10,11
"ENSG00000286812","",NA,4,1,0,2,0,0
"ENSG00000286813","",NA,45,46,27,27,6,4
"ENSG00000286817",NA,NA,3,1,2,7,6,2
"ENSG00000286825",NA,NA,5,9,11,4,7,1
"ENSG00000286826","",NA,18,8,10,14,16,12
