"name","SYMBOL","ENTREZ","s_MiaFRFP_1","s_MiaFRFP_2","s_MiaFRFP_3","s_Part1Lag_1","s_Part1Lag_2","s_Part1Lag_3"
"ENSG00000125686","MED1",5469,6728,6924,3308,1866,1650,865
"ENSG00000125691","RPL23",9349,8459,6715,3844,9656,11088,8558
"ENSG00000125703","ATG4C",84938,1719,2514,451,1453,726,183
"ENSG00000125730","C3",718,77,97,160,223,848,128
"ENSG00000125731","SH2D3A",10045,167,157,165,29,23,9
"ENSG00000125733","TRIP10",9322,26427,21163,25125,4508,4166,4728
"ENSG00000125734","GPR108",56927,9469,7726,9237,3765,4443,3815
"ENSG00000125740","FOSB",2354,357,141,260,10024,19882,18384
"ENSG00000125741","OPA3",80207,4136,3244,4713,858,1396,1547
"ENSG00000125743","SNRPD2",6633,12515,7826,5005,10975,13435,14857
"ENSG00000125744","RTN2",6253,725,707,853,128,475,224
"ENSG00000125746","EML2",24139,4933,3642,3795,1088,1613,2081
"ENSG00000125753","VASP",7408,20622,17240,20071,4392,7323,6445
"ENSG00000125755","SYMPK",8189,14588,13467,15385,2081,4039,2631
"ENSG00000125772","GPCPD1",56261,850,1034,346,879,781,367
"ENSG00000125775","SDCBP2",27111,31,17,142,5,21,14
"ENSG00000125779","PANK2",80025,6214,5523,3313,2832,2470,1425
"ENSG00000125787","GNRH2",2797,4,0,2,2,4,0
"ENSG00000125812","GZF1",64412,1281,1459,973,1131,1105,472
"ENSG00000125814","NAPB",63908,706,716,178,651,450,96
"ENSG00000125817","CENPB",1059,2148,1609,2360,829,827,814
"ENSG00000125818","PSMF1",9491,19136,17268,14072,10478,8809,6760
"ENSG00000125821","DTD1",92675,3333,2872,2223,2055,1598,1591
"ENSG00000125826","RBCK1",10616,9123,7506,8610,6809,5212,5873
"ENSG00000125827","TMX4",56255,4518,5263,2751,4569,3117,1552
"ENSG00000125834","STK35",140901,7059,6484,5453,1233,1856,1287
"ENSG00000125835","SNRPB",6628,41450,30528,32713,25934,25976,26627
"ENSG00000125841","NRSN2",80023,17895,15140,14131,5856,5940,5810
"ENSG00000125843","AP5S1",55317,1539,1120,1592,917,1193,889
"ENSG00000125844","RRBP1",6238,7902,8211,9780,4852,6240,5059
"ENSG00000125845","BMP2",650,0,0,1,176,39,98
"ENSG00000125846","ZNF133",7692,1602,1055,1015,565,602,542
"ENSG00000125848","FLRT3",23767,0,0,2,67,320,43
"ENSG00000125850","OVOL2",58495,36,59,0,13,56,65
"ENSG00000125863","MKKS",8195,2721,2845,1010,998,965,352
"ENSG00000125864","BFSP1",631,485,342,206,199,189,194
"ENSG00000125868","DSTN",11034,9631,12290,3377,10785,6856,2577
"ENSG00000125870","SNRPB2",6629,1878,2185,800,1913,1624,684
"ENSG00000125871","MGME1",92667,3789,3582,2236,1775,1449,764
"ENSG00000125872","LRRN4",164312,0,11,1,23,5,58
"ENSG00000125875","TBC1D20",128637,5222,4711,3515,2618,2879,1776
"ENSG00000125877","ITPA",3704,9209,6552,7043,6294,7127,6600
"ENSG00000125878","TCF15",6939,0,0,0,0,8,5
"ENSG00000125885","MCM8",84515,272,388,405,200,198,105
"ENSG00000125895","TMEM74B",55321,34,17,36,12,17,36
"ENSG00000125898","FAM110A",83541,1402,1237,2122,407,415,269
"ENSG00000125901","MRPS26",64949,12384,8415,10440,5173,5221,4819
"ENSG00000125910","S1PR4",8698,102,43,312,1,0,1
"ENSG00000125912","NCLN",56926,27287,24453,37290,8436,10207,10450
"ENSG00000125944","HNRNPR",10236,15879,17495,8529,10575,8727,4268
"ENSG00000125945","ZNF436",80818,976,1218,653,848,722,249
"ENSG00000125952","MAX",4149,6337,5384,4772,4400,3041,3153
"ENSG00000125962","ARMCX5",64860,1518,1779,825,1381,880,253
"ENSG00000125965","GDF5",8200,13,8,0,11,80,60
"ENSG00000125966","MMP24",10893,690,543,925,1180,269,711
"ENSG00000125967","NECAB3",63941,3309,2899,4044,2389,1842,1999
"ENSG00000125968","ID1",3397,12200,10289,12221,1162,1468,6350
"ENSG00000125970","RALY",22913,30862,23865,32063,12441,11378,11448
"ENSG00000125971","DYNLRB1",83658,74,98,66,91,106,74
"ENSG00000125977","EIF2S2",8894,4242,4086,2305,3039,2508,1361
"ENSG00000125991","ERGIC3",51614,10639,9089,7372,9363,9439,8600
"ENSG00000125995","ROMO1",140823,2853,1539,1405,5676,4897,6143
"ENSG00000125999","BPIFB1",92747,2,0,0,0,12,0
"ENSG00000126001","CEP250",11190,8566,8052,8923,1753,1587,1090
"ENSG00000126003","PLAGL2",5326,3618,4389,4191,1220,1204,649
"ENSG00000126005","MMP24OS",101410538,1133,994,1047,640,836,892
"ENSG00000126010","GRPR",2925,8,12,0,0,0,5
"ENSG00000126012","KDM5C",8242,6626,6331,6859,1966,2959,2210
"ENSG00000126016","AMOT",154796,0,0,0,6,33,2
"ENSG00000126062","TMEM115",11070,6803,5042,5980,2505,2599,3019
"ENSG00000126067","PSMB2",5690,24343,21293,13500,11560,11157,9807
"ENSG00000126070","AGO3",192669,1944,2473,1696,968,1748,606
"ENSG00000126088","UROD",7389,13947,9735,9514,5244,5643,4982
"ENSG00000126091","ST3GAL3",6487,277,164,245,190,465,99
"ENSG00000126106","TMEM53",79639,1064,828,538,449,784,517
"ENSG00000126107","HECTD3",79654,7201,6212,7761,2267,2724,2298
"ENSG00000126214","KLC1",3831,2295,1972,2301,1197,1374,1149
"ENSG00000126215","XRCC3",7517,4465,3778,4579,1141,774,917
"ENSG00000126216","TUBGCP3",10426,4894,5161,3566,1192,1187,828
"ENSG00000126217","MCF2L",23263,453,262,793,163,143,152
"ENSG00000126218","F10",2159,58,31,55,8,45,121
"ENSG00000126226","PCID2",55795,4411,4310,2689,1724,1566,1038
"ENSG00000126231","PROZ",8858,10,2,2,12,3,0
"ENSG00000126243","LRFN3",79414,523,672,1064,112,314,273
"ENSG00000126246","IGFLR1",79713,12,12,37,1,8,5
"ENSG00000126247","CAPNS1",826,4928,4332,4344,4814,5625,5325
"ENSG00000126249","PDCD2L",84306,975,1048,654,449,383,244
"ENSG00000126254","RBM42",79171,19281,14318,19664,7986,8649,8326
"ENSG00000126259","KIRREL2",84063,510,598,353,221,2069,512
"ENSG00000126261","UBA2",10054,8470,9389,3421,3709,3190,1080
"ENSG00000126264","HCST",10870,0,3,0,4,6,2
"ENSG00000126267","COX6B1",1340,4556,3046,2003,5949,5199,4525
"ENSG00000126351","THRA",7067,2592,2189,2274,1635,1992,1561
"ENSG00000126353","CCR7",1236,0,0,2,113,394,90
"ENSG00000126368","NR1D1",9572,1318,1142,1614,295,303,414
"ENSG00000126391","FRMD8",83786,14157,10896,13254,9246,9309,13495
"ENSG00000126432","PRDX5",25824,10628,7662,5999,10674,10535,11048
"ENSG00000126453","BCL2L12",83596,7748,5502,6716,2402,3022,3368
"ENSG00000126456","IRF3",3661,9600,8108,9903,2738,3797,3829
"ENSG00000126457","PRMT1",3276,34864,27283,28937,9250,13810,14849
"ENSG00000126458","RRAS",6237,9975,6853,6900,2259,2908,4283
"ENSG00000126460","PRRG2",5639,70,46,53,51,51,121
"ENSG00000126461","SCAF1",58506,1794,1834,4188,565,1009,1221
"ENSG00000126464","PRR12",57479,347,429,702,205,370,408
"ENSG00000126467","TSKS",60385,29,8,55,4,0,0
"ENSG00000126500","FLRT1",23769,72,75,195,36,191,145
"ENSG00000126522","ASL",435,3284,2651,2983,1314,1689,1763
"ENSG00000126524","SBDS",51119,3766,5024,1635,3604,2345,853
"ENSG00000126561","STAT5A",6776,36,26,27,404,201,235
"ENSG00000126562","WNK4",65266,31,66,114,7,52,8
"ENSG00000126581","BECN1",8678,7946,6720,4603,4103,4911,3696
"ENSG00000126583","PRKCG",5582,282,71,262,13,52,52
"ENSG00000126602","TRAP1",10131,23687,20519,20430,5280,4975,4258
"ENSG00000126603","GLIS2",84662,517,587,1164,382,481,383
"ENSG00000126653","NSRP1",84081,1202,1555,750,584,789,315
"ENSG00000126698","DNAJC8",22826,8683,8289,3832,4076,4027,2330
"ENSG00000126705","AHDC1",27245,546,381,780,92,977,340
"ENSG00000126709","IFI6",2537,1702,1028,1225,1868,2707,7201
"ENSG00000126746","ZNF384",171017,4646,4343,3219,2514,2308,1745
"ENSG00000126749","EMG1",10436,1757,1532,791,1025,1154,737
"ENSG00000126756","UXT",8409,796,624,471,1651,1318,955
"ENSG00000126759","CFP",5199,0,8,9,10,17,27
"ENSG00000126767","ELK1",2002,3550,2915,2810,977,1471,1160
"ENSG00000126768","TIMM17B",10245,4415,2917,2840,1973,2043,2695
"ENSG00000126773","PCNX4",64430,5573,7499,2808,3459,2782,1231
"ENSG00000126775","ATG14",22863,1441,1487,1230,1030,980,806
"ENSG00000126777","KTN1",3895,14726,21166,9984,10558,6849,3175
"ENSG00000126778","SIX1",6495,5349,4364,5031,3682,2932,2360
"ENSG00000126785","RHOJ",57381,0,1,0,12,13,19
"ENSG00000126787","DLGAP5",9787,10242,13287,4209,3977,1795,453
"ENSG00000126790","L3HYPDH",112849,954,1001,887,781,803,765
"ENSG00000126803","HSPA2",3306,353,144,541,8876,7921,11706
"ENSG00000126804","ZBTB1",22890,1522,2036,629,2165,1231,440
"ENSG00000126814","TRMT5",57570,3012,3404,1347,1712,1308,601
"ENSG00000126821","SGPP1",81537,5692,8935,4360,4907,2146,1607
"ENSG00000126822","PLEKHG3",26030,2453,2633,2366,245,632,196
"ENSG00000126858","RHOT1",55288,4189,5472,1773,2101,1644,551
"ENSG00000126860","EVI2A",2123,137,293,70,12,26,2
"ENSG00000126861","OMG",4974,6,0,1,2,23,1
"ENSG00000126870","DYNC2I1",55112,1044,1134,784,903,1480,1191
"ENSG00000126878","AIF1L",83543,2029,1845,1600,172,143,44
"ENSG00000126882","FAM78A",286336,548,391,706,91,87,156
"ENSG00000126883","NUP214",8021,8854,10512,9744,2992,3647,2558
"ENSG00000126895","AVPR2",554,4,0,37,0,0,0
"ENSG00000126903","SLC10A3",8273,8069,7090,6971,3418,3248,3368
"ENSG00000126934","MAP2K2",5605,46343,37863,50809,15145,12469,13454
"ENSG00000126945","HNRNPH2",3188,11549,13992,5157,8401,7036,2953
"ENSG00000126950","TMEM35A",59353,41,69,43,0,2,0
"ENSG00000126953","TIMM8A",1678,1523,1661,652,1346,830,544
"ENSG00000126970","ZC4H2",55906,0,0,0,14,6,8
"ENSG00000127022","CANX",821,58539,73140,24627,28664,22118,8320
"ENSG00000127054","INTS11",54973,17744,14760,20773,5932,8169,6553
"ENSG00000127080","IPPK",64768,1820,1615,1788,430,445,379
"ENSG00000127081","ZNF484",83744,816,1289,528,433,433,87
"ENSG00000127083","OMD",4958,2,6,0,9,28,14
"ENSG00000127084","FGD3",89846,257,128,329,149,137,22
"ENSG00000127124","HIVEP3",59269,1321,1174,895,314,229,455
"ENSG00000127125","PPCS",79717,5576,5818,3966,6338,4701,3098
"ENSG00000127129","EDN2",1907,140,72,147,895,171,131
"ENSG00000127152","BCL11B",64919,12,1,0,5,15,1
"ENSG00000127184","COX7C",1350,3762,3456,1839,8047,6529,4002
"ENSG00000127191","TRAF2",7186,4471,3931,5730,1372,1727,1220
"ENSG00000127220","ABHD8",79575,2106,1399,2052,880,1497,1163
"ENSG00000127241","MASP1",5648,0,0,1,8,13,37
"ENSG00000127249","ATP13A4",84239,0,1,4,13,1,4
"ENSG00000127252","PLAAT1",57110,544,461,320,551,485,280
"ENSG00000127311","HELB",92797,742,1041,248,218,253,150
"ENSG00000127314","RAP1B",5908,7410,9687,2211,13456,4899,1816
"ENSG00000127325","BEST3",144453,0,10,0,5,10,15
"ENSG00000127328","RAB3IP",117177,130,227,61,161,173,199
"ENSG00000127329","PTPRB",5787,0,24,0,6,1,8
"ENSG00000127334","DYRK2",8445,2085,2109,2602,989,1048,622
"ENSG00000127337","YEATS4",8089,964,1274,381,1458,721,409
"ENSG00000127362","TAS2R3",50831,6,0,0,0,2,0
"ENSG00000127366","TAS2R5",54429,6,9,0,0,26,9
"ENSG00000127399","LRRC61",65999,0,0,0,2,0,16
"ENSG00000127415","IDUA",3425,591,522,704,343,467,523
"ENSG00000127418","FGFRL1",53834,6034,5670,7443,1332,1027,1066
"ENSG00000127419","TMEM175",84286,1910,1660,2022,1201,1458,993
"ENSG00000127423","AUNIP",79000,1438,1376,713,568,293,102
"ENSG00000127445","PIN1",5300,7340,5373,6555,4230,4100,4962
"ENSG00000127452","FBXL12",54850,1238,1029,941,469,716,549
"ENSG00000127463","EMC1",23065,17239,17800,13058,6419,7591,4572
"ENSG00000127481","UBR4",23352,10231,11332,13185,3648,4574,2303
"ENSG00000127483","HP1BP3",50809,23293,24990,13370,10257,9535,4842
"ENSG00000127507","ADGRE2",30817,234,344,224,101,159,117
"ENSG00000127511","SIN3B",23309,4381,3634,5311,1736,2128,1892
"ENSG00000127526","SLC35E1",79939,5885,5574,5547,1495,2224,2460
"ENSG00000127527","EPS15L1",58513,2067,1907,1729,806,1014,828
"ENSG00000127528","KLF2",10365,12423,11081,16343,5264,5276,6583
"ENSG00000127530","OR7C1",26664,23,27,13,19,12,6
"ENSG00000127533","F2RL3",9002,2,0,0,1,18,0
"ENSG00000127540","UQCR11",10975,3793,2976,2468,4627,4636,4965
"ENSG00000127554","GFER",2671,589,429,489,258,202,367
"ENSG00000127561","SYNGR3",9143,2705,2079,2221,205,359,412
"ENSG00000127564","PKMYT1",9088,9621,8956,11714,2194,1642,2105
"ENSG00000127578","WFIKKN1",117166,8,0,1,8,32,6
"ENSG00000127580","WDR24",84219,2729,2299,3548,862,771,612
"ENSG00000127585","FBXL16",146330,620,585,628,141,77,228
"ENSG00000127586","CHTF18",63922,4275,3257,3185,974,1588,763
"ENSG00000127603","MACF1",23499,9000,10300,8830,2813,3099,1915
"ENSG00000127616","SMARCA4",6597,41005,36065,58546,10812,16007,14356
"ENSG00000127663","KDM4B",23030,7853,7585,9462,2428,3615,3079
"ENSG00000127666","TICAM1",148022,3102,2794,3427,1057,1124,1363
"ENSG00000127720","METTL25",84190,29,62,24,164,134,21
"ENSG00000127743","IL17B",27190,0,4,0,0,28,12
"ENSG00000127774","EMC6",83460,256,142,158,76,88,142
"ENSG00000127804","METTL16",79066,5012,5745,2959,1453,1442,930
"ENSG00000127824","TUBA4A",7277,21,8,0,2086,1013,1379
"ENSG00000127831","VIL1",7429,3,18,0,19,0,35
"ENSG00000127837","AAMP",14,30184,25049,25999,9920,12682,11760
"ENSG00000127838","PNKD",25953,6705,5342,5041,3011,3283,2989
"ENSG00000127863","TNFRSF19",55504,0,0,0,151,87,35
"ENSG00000127870","RNF6",6049,3487,4899,1807,1932,1322,474
"ENSG00000127884","ECHS1",1892,25124,20946,17416,16935,12361,12046
"ENSG00000127903","ZNF835",90485,3,0,1,2,1,0
"ENSG00000127914","AKAP9",10142,2603,3976,2177,3040,3107,1392
"ENSG00000127920","GNG11",2791,243,216,155,2599,843,1055
"ENSG00000127922","SEM1",7979,2914,3019,1447,6562,4160,2496
"ENSG00000127928","GNGT1",2792,394,275,280,434,497,521
"ENSG00000127946","HIP1",3092,4865,5218,4555,603,1263,811
"ENSG00000127947","PTPN12",5782,1774,2916,1139,1458,1418,451
"ENSG00000127948","POR",5447,19120,15677,19769,7921,6632,7602
"ENSG00000127951","FGL2",10875,2,0,0,1399,540,443
"ENSG00000127952","STYXL1",51657,3997,3430,2081,2638,2207,1539
"ENSG00000127955","GNAI1",2770,0,1,1,46,18,51
"ENSG00000127980","PEX1",5189,1550,2558,609,922,385,205
"ENSG00000127989","MTERF1",7978,1149,1463,411,599,310,53
"ENSG00000127990","SGCE",8910,23,8,69,68,82,144
"ENSG00000127993","RBM48",84060,1078,1292,404,532,441,247
"ENSG00000127995","CASD1",64921,1143,1664,611,1193,708,274
"ENSG00000128000","ZNF780B",163131,354,467,188,122,164,32
"ENSG00000128011","LRFN1",57622,5203,4563,8246,1047,875,1282
"ENSG00000128016","ZFP36",7538,4434,3807,3422,11306,18647,20529
"ENSG00000128039","SRD5A3",79644,373,444,210,192,202,145
"ENSG00000128045","RASL11B",65997,13,11,0,27,72,69
"ENSG00000128050","PAICS",10606,31570,35176,15367,12358,9556,4171
"ENSG00000128052","KDR",3791,0,0,0,31,5,9
"ENSG00000128059","PPAT",5471,5521,7302,2100,1738,1385,501
"ENSG00000128159","TUBGCP6",85378,2577,2143,2974,592,1392,960
"ENSG00000128185","DGCR6L",85359,6116,4274,5309,4347,3441,4738
"ENSG00000128191","DGCR8",54487,891,967,601,319,476,277
"ENSG00000128203","ASPHD2",57168,767,672,888,140,115,124
"ENSG00000128218","VPREB3",29802,50,26,59,11,12,13
"ENSG00000128228","SDF2L1",23753,2712,1995,2248,1856,3333,2596
"ENSG00000128242","GAL3ST1",9514,49,10,59,15,3,4
"ENSG00000128245","YWHAH",7533,17625,17362,10455,14017,10464,6998
"ENSG00000128253","RFPL2",10739,8,23,0,22,16,10
"ENSG00000128254","YWHAH-AS1",25775,35,36,2,25,166,86
"ENSG00000128266","GNAZ",2781,1411,1255,1854,232,168,328
"ENSG00000128268","MGAT3",4248,732,726,902,52,22,75
"ENSG00000128271","ADORA2A",135,40,30,63,20,16,31
"ENSG00000128272","ATF4",468,8556,7116,5624,6117,6829,5217
"ENSG00000128274","A4GALT",53947,1218,829,840,213,189,124
"ENSG00000128283","CDC42EP1",11135,15173,12713,18373,4104,3119,5292
"ENSG00000128284","APOL3",80833,25,18,0,2076,145,44
"ENSG00000128285","MCHR1",2847,0,0,0,92,35,83
"ENSG00000128294","TPST2",8459,3574,3633,3416,1491,1246,1736
"ENSG00000128298","BAIAP2L2",80115,75,32,3,0,56,29
"ENSG00000128309","MPST",4357,6142,4701,6306,4833,4295,4885
"ENSG00000128310","GALR3",8484,18,19,145,0,26,24
"ENSG00000128311","TST",7263,1811,1233,1937,1413,1044,1236
"ENSG00000128335","APOL2",23780,1751,1562,1197,3624,1269,694
"ENSG00000128340","RAC2",5880,237,108,122,1435,547,1108
"ENSG00000128342","LIF",3976,4380,3416,3991,1104,1179,1129
"ENSG00000128346","C22orf23",84645,27,19,16,16,29,10
"ENSG00000128383","APOBEC3A",200315,3,1,3,2,0,0
"ENSG00000128394","APOBEC3F",200316,2846,2717,1532,1300,1372,906
"ENSG00000128408","RIBC2",26150,312,321,212,195,172,95
"ENSG00000128422","KRT17",3872,56,87,16,12218,82943,25800
"ENSG00000128463","EMC4",51234,4364,3334,2515,3629,3246,2757
"ENSG00000128487","SPECC1",92521,1445,1339,1055,690,300,532
"ENSG00000128510","CPA4",51200,2098,1978,1434,2719,15383,7292
"ENSG00000128512","DOCK4",9732,42,49,4,253,108,106
"ENSG00000128513","POT1",25913,2360,2587,638,1590,785,188
"ENSG00000128524","ATP6V1F",9296,6803,4812,4085,5122,4484,4843
"ENSG00000128534","LSM8",51691,1095,1472,461,1604,1167,594
"ENSG00000128536","CDHR3",222256,310,254,140,108,91,123
"ENSG00000128563","PRKRIP1",79706,2369,1743,1746,1280,1388,1644
"ENSG00000128564","VGF",7425,392,264,451,42,67,45
"ENSG00000128567","PODXL",5420,2334,2246,1501,625,418,522
"ENSG00000128573","FOXP2",93986,5,11,6,14,138,9
"ENSG00000128578","STRIP2",57464,1365,1490,1109,277,157,212
"ENSG00000128581","IFT22",64792,3081,2653,1750,2235,1698,1671
"ENSG00000128585","MKLN1",4289,8660,12995,3148,4483,2710,810
"ENSG00000128590","DNAJB9",4189,837,953,192,4917,3686,669
"ENSG00000128591","FLNC",2318,2,0,1,31,14,12
"ENSG00000128594","LRRC4",64101,2,2,0,141,44,35
"ENSG00000128595","CALU",813,25235,30467,11240,15256,11244,5280
"ENSG00000128596","CCDC136",64753,767,826,560,165,157,120
"ENSG00000128602","SMO",6608,2481,2170,2778,910,1050,1302
"ENSG00000128604","IRF5",3663,3025,2636,3829,2695,2844,2858
"ENSG00000128606","LRRC17",10234,0,4,0,10,0,11
"ENSG00000128607","KLHDC10",23008,1080,1288,878,2195,2252,869
"ENSG00000128609","NDUFA5",4698,2384,4324,795,4973,2186,529
"ENSG00000128617","OPN1SW",611,16,0,17,5,0,0
"ENSG00000128626","MRPS12",6183,7050,5146,5239,4227,3808,4828
"ENSG00000128641","MYO1B",4430,465,510,56,362,703,407
"ENSG00000128654","MTX2",10651,2878,3402,1106,3104,2109,875
"ENSG00000128656","CHN1",1123,295,305,174,388,311,82
"ENSG00000128683","GAD1",2571,10,8,1,26,44,29
"ENSG00000128692","EIF2S2P4",NA,541,562,301,698,394,213
"ENSG00000128694","OSGEPL1",64172,1078,1190,358,773,430,224
"ENSG00000128699","ORMDL1",94101,3892,4597,1675,4316,3056,1044
"ENSG00000128708","HAT1",8520,6605,8935,2029,6066,4084,867
"ENSG00000128713","HOXD11",3237,3,0,11,1,0,0
"ENSG00000128731","HERC2",8924,3642,3562,3439,1382,3334,1503
"ENSG00000128739","SNRPN",6638,613,518,346,646,709,457
"ENSG00000128789","PSMG2",56984,6603,7679,2722,5915,3898,1805
"ENSG00000128791","TWSG1",57045,7433,11593,2654,5806,2182,1074
"ENSG00000128805","ARHGAP22",58504,201,65,320,245,145,156
"ENSG00000128815","WDFY4",57705,0,0,0,32,18,11
"ENSG00000128829","EIF2AK4",440275,9845,11187,8684,2582,2710,1971
"ENSG00000128849","CGNL1",84952,181,279,263,261,52,87
"ENSG00000128872","TMOD2",29767,68,72,4,81,93,54
"ENSG00000128881","TTBK2",146057,919,1195,748,389,478,388
"ENSG00000128886","ELL3",80237,14,12,12,7,9,13
"ENSG00000128891","CCDC32",90416,809,611,394,762,686,520
"ENSG00000128908","INO80",54617,2267,2960,2107,806,1065,658
"ENSG00000128915","ICE2",79664,4073,5634,1276,2209,1509,393
"ENSG00000128917","DLL4",54567,0,0,0,3,6,40
"ENSG00000128918","ALDH1A2",8854,61,72,27,165,655,181
"ENSG00000128923","MINDY2",54629,5538,6306,5574,3142,3983,2468
"ENSG00000128928","IVD",3712,10834,10191,9965,3018,3200,2367
"ENSG00000128944","KNSTRN",90417,5874,5592,2302,2060,1463,679
"ENSG00000128951","DUT",1854,5083,5597,3607,4605,3498,3030
"ENSG00000128965","CHAC1",79094,958,864,1019,370,473,621
"ENSG00000128973","CLN6",54982,615,454,598,481,412,549
"ENSG00000128989","ARPP19",10776,6879,11204,3607,4916,3386,1250
"ENSG00000129003","VPS13C",54832,1683,2708,983,2411,1576,408
"ENSG00000129009","ISLR",3671,103,103,63,21,25,49
"ENSG00000129028","THAP10",56906,809,1073,536,488,237,212
"ENSG00000129038","LOXL1",4016,0,0,0,19,33,16
"ENSG00000129048","ACKR4",51554,2,6,0,2,4,0
"ENSG00000129055","ANAPC13",25847,4916,6765,1785,5485,2599,544
"ENSG00000129071","MBD4",8930,2361,2607,1252,993,1181,659
"ENSG00000129083","COPB1",1315,13336,16933,4921,8795,5552,1870
"ENSG00000129084","PSMA1",5682,2638,3326,1181,2212,1417,627
"ENSG00000129103","SUMF2",25870,13612,12172,9674,7822,8209,7309
"ENSG00000129116","PALLD",23022,2712,2916,2989,802,922,3173
"ENSG00000129128","SPCS3",60559,2210,3226,649,2005,1090,481
"ENSG00000129151","BBOX1",8424,2,0,0,26,41,9
"ENSG00000129158","SERGEF",26297,1025,863,724,442,469,409
"ENSG00000129159","KCNC1",3746,9,4,14,0,1,23
"ENSG00000129167","TPH1",7166,3,0,2,4,4,4
"ENSG00000129173","E2F8",79733,1117,1195,809,350,181,167
"ENSG00000129187","DCTD",1635,10359,9918,7853,4740,4788,3882
"ENSG00000129194","SOX15",6665,68,48,95,18,28,8
"ENSG00000129195","PIMREG",54478,9127,7291,7074,3017,1534,1727
"ENSG00000129197","RPAIN",84268,1439,1137,857,1253,1566,851
"ENSG00000129204","USP6",9098,48,82,16,59,27,25
"ENSG00000129214","SHBG",6462,76,8,52,111,67,17
"ENSG00000129219","PLD2",5338,7755,6407,7377,1665,1527,1337
"ENSG00000129226","CD68",968,4,3,5,4,8,1
"ENSG00000129235","TXNDC17",84817,2991,2496,1491,4892,3597,3035
"ENSG00000129244","ATP1B2",482,1,0,0,15,21,8
"ENSG00000129245","FXR2",9513,10061,7700,9292,2588,2927,2517
"ENSG00000129250","KIF1C",10749,20589,18490,20229,6320,6475,5078
"ENSG00000129255","MPDU1",9526,7779,6482,5675,5086,3916,3785
"ENSG00000129292","PHF20L1",51105,2995,3287,2241,2481,2061,1139
"ENSG00000129295","DNAAF11",23639,31,52,8,87,46,12
"ENSG00000129315","CCNT1",904,1995,1931,1167,1182,892,509
"ENSG00000129317","PUS7L",83448,1070,1871,463,1009,688,140
"ENSG00000129347","KRI1",65095,6965,5720,5886,1513,2190,1382
"ENSG00000129351","ILF3",3609,34926,33274,34276,10485,12449,10124
"ENSG00000129353","SLC44A2",57153,11300,10404,8986,9873,7152,6738
"ENSG00000129354","AP1M2",10053,890,653,408,434,137,204
"ENSG00000129355","CDKN2D",1032,1281,887,1169,391,425,441
"ENSG00000129422","MTUS1",57509,0,1,2,277,221,159
"ENSG00000129437","KLK14",43847,0,5,2,0,2,7
"ENSG00000129450","SIGLEC9",27180,0,2,0,8,4,13
"ENSG00000129451","KLK10",5655,30,29,0,3,31,0
"ENSG00000129460","NGDN",25983,3245,2975,1536,1650,1842,812
"ENSG00000129467","ADCY4",196883,0,0,0,4,0,2
"ENSG00000129472","RAB2B",84932,716,784,365,537,502,240
"ENSG00000129473","BCL2L2",599,509,431,387,323,370,161
"ENSG00000129474","AJUBA",84962,3995,3781,3662,2210,1538,698
"ENSG00000129480","DTD2",112487,1001,960,529,475,185,127
"ENSG00000129484","PARP2",10038,3829,4195,1916,1740,1497,756
"ENSG00000129493","HEATR5A",25938,817,1132,534,434,471,158
"ENSG00000129514","FOXA1",3169,177,102,147,915,311,138
"ENSG00000129515","SNX6",58533,9990,13383,4354,7646,4032,1683
"ENSG00000129518","EAPP",55837,2300,2393,885,2595,2513,1002
"ENSG00000129521","EGLN3",112399,20,10,0,475,158,98
"ENSG00000129534","MIS18BP1",55320,3698,6050,2017,2048,1257,599
"ENSG00000129535","NRL",4901,104,37,38,69,37,68
"ENSG00000129538","RNASE1",6035,0,8,13,3452,2766,10168
"ENSG00000129559","NEDD8",4738,4200,2833,1672,5403,4224,3679
"ENSG00000129562","DAD1",1603,9763,8915,3956,11942,8643,6443
"ENSG00000129566","TEP1",7011,1681,1741,1997,732,1046,395
"ENSG00000129595","EPB41L4A",64097,1,3,7,10,23,3
"ENSG00000129625","REEP5",7905,8442,9655,3162,9009,6750,4698
"ENSG00000129636","ITFG1",81533,3941,4935,1423,5093,2911,1123
"ENSG00000129646","QRICH2",84074,99,83,181,49,100,56
"ENSG00000129654","FOXJ1",2302,4,5,65,721,1310,1632
"ENSG00000129657","SEC14L1",6397,24452,23186,16575,2076,857,1018
"ENSG00000129667","RHBDF2",79651,9480,7591,9579,3146,3692,3666
"ENSG00000129673","AANAT",15,27,31,34,12,10,18
"ENSG00000129675","ARHGEF6",9459,55,76,85,1160,693,342
"ENSG00000129680","MAP7D3",79649,3623,3650,2120,1127,1457,864
"ENSG00000129682","FGF13",2258,10,2,0,46,8,11
"ENSG00000129691","ASH2L",9070,4628,4904,2780,3042,2555,1447
"ENSG00000129696","TTI2",80185,2370,2089,1582,752,716,688
"ENSG00000129749","CHRNA10",57053,8,0,74,9,56,30
"ENSG00000129757","CDKN1C",1028,629,441,812,219,714,296
"ENSG00000129810","SGO1",151648,949,1485,626,622,409,105
"ENSG00000129824","RPS4Y1",6192,0,0,0,2,1,2
"ENSG00000129910","CDH15",1013,800,820,380,64,754,30
"ENSG00000129911","KLF16",83855,3514,3567,4890,833,921,1267
"ENSG00000129925","PGAP6",58986,9480,7493,9198,2179,2622,2919
"ENSG00000129932","DOHH",83475,5215,3983,8296,2457,3169,2858
