"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060561","BP","GO:0060561","apoptotic process involved in morphogenesis","8/1969","25/18888",0.32,3.06965972574911,3.53248701116796,0.00292288739421122,0.0395362515575605,0.0335539692634919,"VDR/LRP5/SCRIB/BMP7/CCN1/PPP2R1B/TNFRSF1B/TNFRSF1A",8
"GO:0120261","BP","GO:0120261","regulation of heterochromatin organization","8/1969","25/18888",0.32,3.06965972574911,3.53248701116796,0.00292288739421122,0.0395362515575605,0.0335539692634919,"CDK2/KDM1A/TRIM28/PHF8/ATF7IP/TASOR/SETDB2/PHF2",8
"GO:0000460","BP","GO:0000460","maturation of 5.8S rRNA","10/1969","36/18888",0.277777777777778,2.66463517860166,3.41042580829416,0.00296242527402163,0.0397059460417843,0.033697987051813,"RRS1/PRKDC/URB1/UTP20/NOL9/NOP14/KRI1/ERI1/BOP1/MTREX",10
"GO:0000462","BP","GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","10/1969","36/18888",0.277777777777778,2.66463517860166,3.41042580829416,0.00296242527402163,0.0397059460417843,0.033697987051813,"RRS1/HEATR1/UTP20/TSR1/BMS1/NOP14/KRI1/TBL3/PWP2/DHX37",10
"GO:0031112","BP","GO:0031112","positive regulation of microtubule polymerization or depolymerization","10/1969","36/18888",0.277777777777778,2.66463517860166,3.41042580829416,0.00296242527402163,0.0397059460417843,0.033697987051813,"MAP1B/CKAP5/PSRC1/GIT1/NUMA1/TRPV4/NAV3/CAV3/KATNB1/CDK5R1",10
"GO:0033687","BP","GO:0033687","osteoblast proliferation","10/1969","36/18888",0.277777777777778,2.66463517860166,3.41042580829416,0.00296242527402163,0.0397059460417843,0.033697987051813,"NF2/SMAD3/SOX8/ITGAV/LRP5/HPSE/FGFR2/FIGNL1/CCN1/ABL1",10
"GO:0015810","BP","GO:0015810","aspartate transmembrane transport","7/1969","20/18888",0.35,3.35744032503809,3.5984027924673,0.00301332286141267,0.0402963448103458,0.0341990518051237,"LRRC8D/LRRC8C/NTSR1/SLC25A13/SLC1A5/LRRC8E/SLC25A22",7
"GO:0046605","BP","GO:0046605","regulation of centrosome cycle","13/1969","54/18888",0.240740740740741,2.30935048812144,3.28699099533224,0.00305564920381997,0.0407697050233031,0.0346007872608233,"CCNF/AURKA/WDR62/NAT10/BRCA1/TRIM37/STIL/CEP131/XRCC3/MCPH1/NUP62/XPO1/PLK4",13
"GO:0006356","BP","GO:0006356","regulation of transcription by RNA polymerase I","12/1969","48/18888",0.25,2.39817166074149,3.30870210493693,0.00311761602307713,0.0415023816284747,0.0352226016039007,"HEATR1/FLNA/MARS1/MYBBP1A/BAZ1B/MTOR/IPPK/BAZ2A/DHX33/PHF8/ERBB2/SMARCA4",12
"GO:0072175","BP","GO:0072175","epithelial tube formation","25/1969","135/18888",0.185185185185185,1.77642345240111,3.08849679878993,0.00312642334668387,0.0415256771374445,0.0352423722387271,"MMRN2/MTHFD1/SOX8/PIK3CD/ARHGAP35/STIL/HIF1A/MTHFD1L/SCRIB/FGFR2/BMP7/ABL1/PODXL/SIX4/SUFU/RARG/TSC2/CLUAP1/DVL1/FZD3/MTHFR/SEC24B/KIF20B/OPA1/BCL10",25
"GO:2000630","BP","GO:2000630","positive regulation of miRNA metabolic process","15/1969","67/18888",0.223880597014925,2.14761641260432,3.21018312672252,0.00325116554001985,0.043085265850173,0.0365659775292892,"PPARG/SMAD3/FOSL1/NOTCH2/NFKB1/HIF1A/GATA2/NR3C1/APLN/SREBF1/TERT/SMAD6/TEAD1/EGFR/SMARCA4",15
"GO:0090657","BP","GO:0090657","telomeric loop disassembly","5/1969","11/18888",0.454545454545455,4.36031211043908,3.80300130834448,0.0032991962587273,0.043616106113306,0.0370164956530687,"XRCC3/BLM/RECQL4/RTEL1/SLX4",5
"GO:0019318","BP","GO:0019318","hexose metabolic process","38/1969","232/18888",0.163793103448276,1.57121591565822,2.98642786064455,0.00330604747221864,0.043616106113306,0.0370164956530687,"PC/HK2/HKDC1/PCK2/CPT1A/DDB1/POFUT1/SLC39A14/HK1/FUT8/ERFE/SLC45A3/LRP5/H6PD/PFKM/SRC/CRY1/KCNQ1/ACACB/NR3C1/LIPA/PFKFB3/SLC25A13/WDR5/PKM/ONECUT1/PFKP/MTCL2/BRAT1/FOXK1/NLN/G6PD/AKT1/PPARA/PFKFB2/INSR/GAA/STK11",38
"GO:0043434","BP","GO:0043434","response to peptide hormone","64/1969","438/18888",0.146118721461187,1.401671107648,2.90152600246553,0.00341814822784265,0.0448275169718327,0.0380446063391131,"PPARG/MAP1B/PXN/SMAD3/TRIB3/PID1/TNS2/CDC6/RANGAP1/SRSF4/PCK2/BCAR3/LONP1/CAD/SMARCC1/ZNF106/PTPN11/PRKDC/SLC39A14/MYO1C/HDAC9/BCAR1/NFKB1/PTK2/EEF2K/ERFE/PARP1/LRP5/MEAK7/TRPV4/LPIN1/SH2B2/SRC/MTOR/VGF/CYFIP1/CRY1/SP1/KCNQ1/SLC2A4/CCNA2/SCNN1A/BMP7/PKM/PIP4K2B/TYK2/STAT5B/ASS1/SREBF1/SHC1/OXTR/PRKCA/MTCL2/TSC2/CAV1/BAIAP2/AKT1/PPARA/CPS1/INSR/RAB31/HSD11B2/GRB10/STK11",64
"GO:0010458","BP","GO:0010458","exit from mitosis","9/1969","31/18888",0.290322580645161,2.78497354150625,3.39307400824886,0.00342072656702122,0.0448275169718327,0.0380446063391131,"CDC14B/ANLN/CDCA5/EPS8/CTDP1/CHMP7/KNTC1/CDC23/ZW10",9
"GO:0033688","BP","GO:0033688","regulation of osteoblast proliferation","9/1969","31/18888",0.290322580645161,2.78497354150625,3.39307400824886,0.00342072656702122,0.0448275169718327,0.0380446063391131,"NF2/SMAD3/SOX8/ITGAV/LRP5/HPSE/FGFR2/CCN1/ABL1",9
"GO:0051781","BP","GO:0051781","positive regulation of cell division","19/1969","94/18888",0.202127659574468,1.93894730017397,3.11323952901596,0.00346678772546876,0.0453301755036849,0.0384712069464884,"CIT/CDCA8/KIF14/CDC14B/CDC6/AURKB/CENPV/BIRC5/RACGAP1/CDC25B/CUL3/FGFR2/MAP10/SSTR5/NUP62/KIF23/ECT2/INCENP/KIF20B",19
"GO:0120162","BP","GO:0120162","positive regulation of cold-induced thermogenesis","20/1969","101/18888",0.198019801980198,1.89954190949821,3.09221992374378,0.00353096584584343,0.0460669690397844,0.0390965152822529,"TRPV2/DIO2/PLAC8/MFN2/IL18/PRDM16/CPT2/GPR3/LPIN1/KDM1A/PPARGC1B/ACSL1/IL4R/EHMT1/OXTR/DYNC1H1/CAV1/GRB10/CNOT3/SMARCA4",20
"GO:0000723","BP","GO:0000723","telomere maintenance","28/1969","158/18888",0.177215189873418,1.69996978482941,3.01408816223141,0.0035488967931116,0.0461984706430722,0.0392081192047541,"NAT10/AURKB/MAP3K4/PRKDC/RPA1/CTC1/UPF1/PARP1/YLPM1/EXO1/SRC/XRCC3/XRCC6/PARN/FEN1/ACTR5/PIF1/GNL3L/NFRKB/BLM/RECQL4/RFC1/RUVBL2/RTEL1/WRAP53/TERT/TNKS1BP1/SLX4",28
"GO:0098739","BP","GO:0098739","import across plasma membrane","34/1969","203/18888",0.167487684729064,1.60665687616179,2.96456922122924,0.00367162877885627,0.0475702049253818,0.0403722945661761,"SLC7A11/SLC7A1/DLG1/LRRC8C/TRPV2/ATP2B4/ATP1A3/SLC7A5/SLC39A14/PRNP/KCNJ12/KCNH2/TRPV4/SLC5A6/NTSR1/SLC9A5/KCNQ1/NHERF1/SCNN1A/SLC1A5/ACSL1/SLC9A3/KCNK5/LRRC8E/SLC43A1/SLC12A7/NALF2/AKT1/SLC9A6/CACNA1I/RGS4/HCN4/KCNJ4/SLC38A1",34
"GO:0014741","BP","GO:0014741","negative regulation of muscle hypertrophy","10/1969","37/18888",0.27027027027027,2.59261801161243,3.30797555349747,0.0036866100350058,0.0475702049253818,0.0403722945661761,"PPARG/SMAD3/ATP2B4/CTDP1/CAV3/G6PD/TNFRSF1B/PPARA/RGS4/TNFRSF1A",10
"GO:1902275","BP","GO:1902275","regulation of chromatin organization","10/1969","37/18888",0.27027027027027,2.59261801161243,3.30797555349747,0.0036866100350058,0.0475702049253818,0.0403722945661761,"MKI67/CDK2/KDM1A/TRIM28/PHF8/ATF7IP/TASOR/SETDB2/PHF2/LSM11",10
"GO:1905508","BP","GO:1905508","protein localization to microtubule organizing center","10/1969","37/18888",0.27027027027027,2.59261801161243,3.30797555349747,0.0036866100350058,0.0475702049253818,0.0403722945661761,"SPAG5/AURKA/CEP250/NUMA1/C2CD3/STIL/CEP131/MCPH1/CEP192/NUP62",10
"GO:0010972","BP","GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","15/1969","68/18888",0.220588235294118,2.11603381830132,3.1451329224329,0.00377758300626816,0.0480072353406503,0.0407431973337231,"CDC14B/ORC1/CDC6/PLK1/TICRR/AURKB/TAOK3/BRCA1/DTL/PKMYT1/DONSON/TOPBP1/CLSPN/BLM/FZR1",15
"GO:0045668","BP","GO:0045668","negative regulation of osteoblast differentiation","15/1969","68/18888",0.220588235294118,2.11603381830132,3.1451329224329,0.00377758300626816,0.0480072353406503,0.0407431973337231,"PPARG/SMAD3/CRIM1/ERFE/NBR1/LRP5/SEMA4D/RIOX1/MEN1/SUFU/HDAC7/LIMD1/SMAD6/IPO7/ID3",15
"GO:0150116","BP","GO:0150116","regulation of cell-substrate junction organization","15/1969","68/18888",0.220588235294118,2.11603381830132,3.1451329224329,0.00377758300626816,0.0480072353406503,0.0407431973337231,"VCL/SMAD3/PHLDB2/CORO1C/PTK2/PTPRJ/MACF1/SRC/RCC2/PPM1F/SLK/TLN1/ABL1/IQSEC1/CAMSAP3",15
"GO:1902808","BP","GO:1902808","positive regulation of cell cycle G1/S phase transition","15/1969","68/18888",0.220588235294118,2.11603381830132,3.1451329224329,0.00377758300626816,0.0480072353406503,0.0407431973337231,"FAM83D/CDC6/CUL4B/STIL/CUL4A/CYP1A1/TFDP1/EIF4G1/ANKRD17/RRM2/TERT/RRM1/AKT1/EGFR/LSM11",15
"GO:0007595","BP","GO:0007595","lactation","11/1969","43/18888",0.255813953488372,2.45394309471223,3.25612125383418,0.00377759176796756,0.0480072353406503,0.0407431973337231,"HK2/ATP7B/VDR/CAD/MED1/HIF1A/APLN/NCOR2/STAT5B/OXTR/CAV1",11
"GO:0045740","BP","GO:0045740","positive regulation of DNA replication","11/1969","43/18888",0.255813953488372,2.45394309471223,3.25612125383418,0.00377759176796756,0.0480072353406503,0.0407431973337231,"GLI2/CDK2/CDC25A/CTC1/LPIN1/DHX9/KAT7/E2F8/CDT1/CIZ1/EGFR",11
"GO:0061001","BP","GO:0061001","regulation of dendritic spine morphogenesis","11/1969","43/18888",0.255813953488372,2.45394309471223,3.25612125383418,0.00377759176796756,0.0480072353406503,0.0407431973337231,"ITPKA/PDLIM5/LRP8/EEF2K/NGEF/LZTS3/ARHGAP44/EPHA4/CDK5R1/BAIAP2/CAPRIN2",11
"GO:0001892","BP","GO:0001892","embryonic placenta development","18/1969","88/18888",0.204545454545455,1.96214044969759,3.08615609015751,0.00382776221360294,0.0484923204415363,0.0411548835691166,"EOMES/CDX2/MED1/VASH2/HIF1A/PLCD3/E2F8/GATA2/FGFR2/BMP7/CCN1/TRIM28/LIF/AKT1/GJB5/PHLDA2/EGFR/PLK4",18
"GO:0008154","BP","GO:0008154","actin polymerization or depolymerization","33/1969","196/18888",0.168367346938776,1.61509520009121,2.95297309821061,0.00383224490233079,0.0484923204415363,0.0411548835691166,"LIMA1/BIN1/COTL1/DLG1/SSH1/KANK2/DIAPH1/KIRREL1/ARHGAP35/HIP1R/CARMIL2/WASHC2C/CCL26/BAIAP2L1/SPTBN1/EPS8/MTOR/CYFIP1/SPIRE1/WASF1/CDC42EP3/SPTAN1/ADD2/ABL1/FLII/ARHGAP18/SH3BP1/DIAPH3/MICALL2/SPIRE2/BAIAP2/PSTPIP2/CDC42EP1",33
"GO:0014020","BP","GO:0014020","primary neural tube formation","19/1969","95/18888",0.2,1.91853732859319,3.06180522010238,0.00391949945758631,0.0494899888593087,0.0420015934646249,"MTHFD1/ARHGAP35/STIL/HIF1A/MTHFD1L/SCRIB/BMP7/ABL1/SUFU/RARG/TSC2/CLUAP1/DVL1/FZD3/MTHFR/SEC24B/KIF20B/OPA1/BCL10",19
"GO:0110053","BP","GO:0110053","regulation of actin filament organization","43/1969","273/18888",0.157509157509158,1.51093599138292,2.9009036375808,0.00392944329883535,0.0495093027202295,0.0420179849198127,"LIMA1/NF2/PXN/BIN1/SMAD3/PHLDB2/COTL1/DLG1/SSH1/KANK2/WASHC2A/FLNA/ARHGEF10L/KIRREL1/ARHGAP35/HIP1R/CARMIL2/WASHC2C/ASAP3/CCL26/BAIAP2L1/SPTBN1/EPS8/MTOR/CYFIP1/WASF1/PPM1F/RHPN2/ARHGEF18/CDC42EP3/SPTAN1/FHOD1/ADD2/PPFIA1/ABL1/LIMK1/FLII/ARHGAP18/SH3BP1/SORBS3/BAIAP2/RGS4/CDC42EP1",43
"GO:0006368","BP","GO:0006368","transcription elongation by RNA polymerase II","22/1969","116/18888",0.189655172413793,1.8193026391832,3.01950031114349,0.00397989483075908,0.0499851238930639,0.0424218089643091,"SUPT6H/ERCC3/ELOA/SUPT16H/SART3/PARP1/MED1/INTS9/INTS1/EPOP/CTDP1/INTS5/MED18/INTS2/INTS13/AXIN1/RECQL5/MED15/NELFA/NCBP1/MED9/TCEA3",22
"GO:0061387","BP","GO:0061387","regulation of extent of cell growth","21/1969","109/18888",0.192660550458716,1.84813228901179,3.02940695709708,0.00398997665776967,0.0499851238930639,0.0424218089643091,"MAP1B/LPAR3/TRPV2/CDH4/SEMA6B/DIP2B/TTL/SIN3A/SEMA4B/RTN4/MACF1/SEMA4D/SMURF1/CYFIP1/PTPRS/DNM2/L1CAM/ABL1/SEMA7A/LIMK1/SEMA3C",21
"GO:0031667","BP","GO:0031667","response to nutrient levels","70/1969","490/18888",0.142857142857143,1.370383806138,2.83388176078179,0.00399269344489124,0.0499851238930639,0.0424218089643091,"PPARG/MAP1B/MAP3K5/RASAL2/MFSD2A/PRKAG2/SHANK2/GCN1/KANK2/ATG7/YARS1/TRIM25/PCK2/CPT1A/VDR/CAD/SLC7A5/EIF2AK4/AMBRA1/PLIN3/MYBBP1A/MEAK7/TRPV4/PLIN2/H6PD/TYMS/GATA4/CYP1A1/MED1/GCLM/SRC/NQO1/SUV39H1/MTOR/VGF/CBS/SP1/OTUD3/TBXA2R/EIF4G1/NUAK2/PRR5/ACACB/LIPA/ACSL1/BMP7/WDR59/WNT2B/WDR24/DEPDC5/PIK3R4/CLEC16A/PLEC/ASS1/SREBF1/TSC2/FOXK1/G6PD/TBC1D5/AKT1/STK26/PPARA/CPS1/MTHFR/HSD11B2/ASNS/XPR1/BCL10/EHMT2/EGFR",70
"GO:0016197","BP","GO:0016197","endosomal transport","45/1969","289/18888",0.155709342560554,1.49367093056564,2.8850854600417,0.0040256169490729,0.0502902975124097,0.0426808063613853,"NF2/ANKRD27/RAB11FIP4/ALS2/LMTK2/WASHC2A/FLNA/ANKFY1/CORO1C/RAB29/WASHC2C/GGA3/WDR81/BAIAP3/NDRG4/WIPF3/GBF1/SRC/UBE2O/TBC1D14/EHD1/CLTCL1/PHETA1/SCRIB/SNX27/CCDC93/ALS2CL/CHMP7/ARHGAP44/PIK3R4/CLEC16A/AP3D1/LYST/DIAPH3/GGA1/INPP5F/MICALL1/MAP2K2/CLTC/MICALL2/TBC1D5/PTPN23/HGS/PIKFYVE/AP5B1",45
"GO:0072350","BP","GO:0072350","tricarboxylic acid metabolic process","6/1969","16/18888",0.375,3.59725749111224,3.54554529516623,0.00405111917016324,0.0503948947087537,0.0427695768181916,"ACLY/CS/ACO2/ACACB/GLUD1/ASS1",6
"GO:1900006","BP","GO:1900006","positive regulation of dendrite development","6/1969","16/18888",0.375,3.59725749111224,3.54554529516623,0.00405111917016324,0.0503948947087537,0.0427695768181916,"LRP8/VLDLR/CYFIP1/BMP7/ABL1/PACSIN1",6
"GO:0009166","BP","GO:0009166","nucleotide catabolic process","29/1969","167/18888",0.173652694610778,1.66579588410786,2.94816525102829,0.00411501481981513,0.0505872472923645,0.0429328242790399,"NT5E/HK2/CBFA2T3/HKDC1/PRKAG2/PDE8A/ADA/DHTKD1/PDE4A/HK1/GIT1/PFKM/MTOR/HIF1A/NT5C2/HDAC4/NCOR1/LIPA/NT5C1A/PKM/SARM1/OGDH/PFKP/FOXK1/OGDHL/PPARA/PFKFB2/DPYD/INSR",29
"GO:0006098","BP","GO:0006098","pentose-phosphate shunt","7/1969","21/18888",0.333333333333333,3.19756221432199,3.43729182146266,0.00411816646040833,0.0505872472923645,0.0429328242790399,"H6PD/MTOR/ACACB/SHPK/TKT/PRPS2/G6PD",7
"GO:0019677","BP","GO:0019677","NAD catabolic process","7/1969","21/18888",0.333333333333333,3.19756221432199,3.43729182146266,0.00411816646040833,0.0505872472923645,0.0429328242790399,"HK2/HK1/PFKM/PKM/SARM1/PFKP/FOXK1",7
"GO:0048791","BP","GO:0048791","calcium ion-regulated exocytosis of neurotransmitter","7/1969","21/18888",0.333333333333333,3.19756221432199,3.43729182146266,0.00411816646040833,0.0505872472923645,0.0429328242790399,"RIMS4/SYT7/STXBP1/RIMS3/DOC2B/UNC13B/RAB3GAP1",7
"GO:0090266","BP","GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","7/1969","21/18888",0.333333333333333,3.19756221432199,3.43729182146266,0.00411816646040833,0.0505872472923645,0.0429328242790399,"CDCA8/MAD1L1/AURKB/BIRC5/XRCC3/CCNB1/INCENP",7
"GO:1903504","BP","GO:1903504","regulation of mitotic spindle checkpoint","7/1969","21/18888",0.333333333333333,3.19756221432199,3.43729182146266,0.00411816646040833,0.0505872472923645,0.0429328242790399,"CDCA8/MAD1L1/AURKB/BIRC5/XRCC3/CCNB1/INCENP",7
"GO:0007405","BP","GO:0007405","neuroblast proliferation","17/1969","82/18888",0.207317073170732,1.98872771866368,3.06092312863609,0.0042130570270153,0.0515999147634691,0.0437922637013663,"WDR62/ARHGEF2/ASPM/NDE1/DAGLB/KDM1A/RACGAP1/HIF1A/BCAN/GATA2/KIFAP3/FGFR2/DAGLA/AKNA/ZNF335/TEAD3/FZD3",17
"GO:0010212","BP","GO:0010212","response to ionizing radiation","25/1969","138/18888",0.181159420289855,1.73780555126195,2.96754852166889,0.0042181439499029,0.0515999147634691,0.0437922637013663,"RFWD3/TICRR/PRKDC/RAD54L/TP53BP1/USP28/MAP3K20/PARP1/BRCA1/KDM1A/XRCC6/XRCC2/PAXIP1/FIGNL1/MEN1/RHNO1/TOPBP1/BLM/BRAT1/ECT2/TNKS1BP1/RRM1/BCL2L1/STK11/MSH2",25
"GO:0018105","BP","GO:0018105","peptidyl-serine phosphorylation","44/1969","282/18888",0.156028368794326,1.4967312492571,2.86705834573166,0.00425304842154118,0.0519189562496852,0.0440630306001121,"TOP1/AURKA/PKN3/ATP2B4/PKN1/MAST2/PLK1/LMTK2/BCAR3/CD44/MAPKAPK3/CDK2/PRKDC/AKT3/STK32C/MAP3K20/SH2D3A/RPS6KA6/CSNK2A1/MTOR/PPM1F/EIF4G1/UHMK1/PRKX/CLSPN/RASSF2/LIF/INPP5F/PRKCA/RPS6KA4/AXIN1/CAV1/TNKS1BP1/MAP2K2/CDK5R1/MAPK12/AKT1/NEK6/MKNK2/PIKFYVE/MAST3/CSNK2A3/GRK2/EGFR",44
"GO:0007528","BP","GO:0007528","neuromuscular junction development","13/1969","56/18888",0.232142857142857,2.22687368497424,3.13662532935685,0.00428167265681606,0.0519450761086715,0.0440851982288343,"F2R/ALS2/AFG3L2/DNAJA3/PPFIBP2/UNC13B/NEDD4/SIX4/DVL1/CACNB4/ERBB2/CNTNAP1/CACNA2D2",13
"GO:0010761","BP","GO:0010761","fibroblast migration","13/1969","56/18888",0.232142857142857,2.22687368497424,3.13662532935685,0.00428167265681606,0.0519450761086715,0.0440851982288343,"RFFL/AKAP12/IQGAP1/CORO1C/FUT8/PTK2/RCC2/PIP5K1A/NHERF1/ARHGEF7/TMEM201/PLEC/AKT1",13
"GO:0031529","BP","GO:0031529","ruffle organization","13/1969","56/18888",0.232142857142857,2.22687368497424,3.13662532935685,0.00428167265681606,0.0519450761086715,0.0440851982288343,"LIMA1/AIF1L/CORO1C/CARMIL2/ARHGEF26/EPS8/MTOR/RCC2/CYFIP1/PIP5K1A/SH3BP1/CAV1/PLEKHM1",13
"GO:0045732","BP","GO:0045732","positive regulation of protein catabolic process","34/1969","205/18888",0.165853658536585,1.59098217493094,2.90231808903229,0.00430088137542157,0.0520552307731324,0.0441786852459373,"CBFA2T3/AURKA/CDC20/TRIB3/PLK1/ATG7/DDB1/NKD2/CUL4B/SH3RF2/DTL/GGA3/CSNK2A1/CUL4A/LPCAT1/NSF/DCAF1/WFS1/ADAM9/NEDD4/GGA1/SH3RF3/NKD1/AXIN1/CAV1/DVL1/PACSIN3/TNFRSF1B/RNFT2/AKT1/FZR1/UBR3/CSNK2A3/APC2",34
"GO:0006654","BP","GO:0006654","phosphatidic acid biosynthetic process","9/1969","32/18888",0.28125,2.69794311833418,3.27936943501983,0.00432614001496631,0.0520552307731324,0.0441786852459373,"GPAT3/PLD2/LPIN1/GPAM/LPCAT1/DGKH/AGPAT5/DGKE/DGKD",9
"GO:0048679","BP","GO:0048679","regulation of axon regeneration","9/1969","32/18888",0.28125,2.69794311833418,3.27936943501983,0.00432614001496631,0.0520552307731324,0.0441786852459373,"SCARF1/FLNA/KREMEN1/PTPRS/RTN4RL1/PTPRF/EPHA4/INPP5F/MAP2K2",9
"GO:0090169","BP","GO:0090169","regulation of spindle assembly","9/1969","32/18888",0.28125,2.69794311833418,3.27936943501983,0.00432614001496631,0.0520552307731324,0.0441786852459373,"SPAG5/PLK1/NUMA1/STIL/EML3/CHMP7/DYNC1H1/CEP97/GPSM2",9
"GO:0006112","BP","GO:0006112","energy reserve metabolic process","18/1969","89/18888",0.202247191011236,1.94009392779087,3.03260523210131,0.00434121950868492,0.0521300726308205,0.0442422026835688,"GFPT2/PRKAG2/PID1/PHKA1/PASK/PYGB/GYS1/PYGL/PFKM/MTOR/STK40/PHKA2/AKT1/INSR/NR1D1/PHLDA2/PHKB/GAA",18
"GO:0034502","BP","GO:0034502","protein localization to chromosome","23/1969","124/18888",0.185483870967742,1.77928865151788,2.97004811708741,0.00437822279157125,0.0524673378932897,0.0445284358949813,"HASPIN/PLK1/AURKB/RPA1/TONSL/PARP1/RCC2/BUB1B/CHMP7/RHNO1/CENPA/TOPBP1/WAPL/GNL3L/RUVBL2/MDC1/WRAP53/TERT/TASOR/KNTC1/LRWD1/ZW10/MSH2",23
"GO:0016079","BP","GO:0016079","synaptic vesicle exocytosis","19/1969","96/18888",0.197916666666667,1.89855256475368,3.01099202889933,0.00442008461044806,0.0528415723530615,0.0448460444457626,"SYT12/RIMS4/DOC2A/SYT7/SLC4A8/STXBP1/RIMS3/DOC2B/GIT1/FBXO45/SCRIB/CTBP2/UNC13B/RAB3GAP1/CPLX1/STX3/DVL1/CACNB4/PIP5K1C",19
"GO:0032386","BP","GO:0032386","regulation of intracellular transport","42/1969","267/18888",0.157303370786517,1.50896194383734,2.85730396652523,0.00443639305615438,0.0528415723530615,0.0448460444457626,"MAP1B/SPAG5/NF2/NSUN2/SMAD3/RANGAP1/FLNA/SUPT6H/PTPN11/RAB29/MAVS/NUMA1/CEP131/WWC1/NDRG4/SRC/BRSK2/DHX9/EHD1/ICE1/UHMK1/UBE2G2/ARHGAP44/TRIM28/NUP214/NEDD4/SUFU/LDLRAP1/INPP5F/IPO5/DYNC1H1/ECT2/MAP2K2/XPO1/REEP6/PTPN23/SEC24B/KIF20B/PCNT/XPO4/STK11/SH3TC2",42
"GO:0071900","BP","GO:0071900","regulation of protein serine/threonine kinase activity","42/1969","267/18888",0.157303370786517,1.50896194383734,2.85730396652523,0.00443639305615438,0.0528415723530615,0.0448460444457626,"PPARG/CBLC/CCNF/MAP3K5/TRIB3/ATP2B4/CDC6/PLK1/MAP3K4/TAOK3/CDC25A/MAP4K2/PSRC1/PTPRJ/HEG1/LRP5/CDK5RAP1/PRKAR2A/PKMYT1/SRC/KSR1/CDC25C/GTPBP4/CCNA2/IRAK1/CAV3/MEN1/ABL1/ADAM9/CCNB1/BLM/CCNB2/IPO5/MAP2K2/CDK5R1/TRAF2/ERBB2/AKT1/HGS/INSR/IPO7/EGFR",42
"GO:0051438","BP","GO:0051438","regulation of ubiquitin-protein transferase activity","10/1969","38/18888",0.263157894736842,2.52439122183315,3.20885108706934,0.0045441211415673,0.0539023341793017,0.0457463010030067,"CDC20/TRIB3/CDC14B/PLK1/ABL1/LIMK1/BTRC/BAG5/FZR1/FEM1A",10
"GO:0006284","BP","GO:0006284","base-excision repair","11/1969","44/18888",0.25,2.39817166074149,3.16750485143407,0.0045712550570142,0.0539023341793017,0.0457463010030067,"POLE/POLD1/POLG/RPA1/LIG3/PARP1/NEIL3/FEN1/LIG1/PARG/POLQ",11
"GO:0045840","BP","GO:0045840","positive regulation of mitotic nuclear division","11/1969","44/18888",0.25,2.39817166074149,3.16750485143407,0.0045712550570142,0.0539023341793017,0.0457463010030067,"ESPL1/AURKA/CDC20/LRP5/CUL3/HOXA13/NUP62/INSR/CDC23/SPHK1/DLGAP5",11
"GO:0071526","BP","GO:0071526","semaphorin-plexin signaling pathway","11/1969","44/18888",0.25,2.39817166074149,3.16750485143407,0.0045712550570142,0.0539023341793017,0.0457463010030067,"NRP2/SEMA6B/FLNA/SEMA4B/FARP2/SEMA4D/SEMA7A/PLXND1/SH3BP1/ERBB2/SEMA3C",11
"GO:0097178","BP","GO:0097178","ruffle assembly","11/1969","44/18888",0.25,2.39817166074149,3.16750485143407,0.0045712550570142,0.0539023341793017,0.0457463010030067,"AIF1L/CORO1C/CARMIL2/ARHGEF26/EPS8/RCC2/CYFIP1/PIP5K1A/SH3BP1/CAV1/PLEKHM1",11
"GO:0050808","BP","GO:0050808","synapse organization","70/1969","493/18888",0.141987829614604,1.36204475660774,2.77877145337467,0.00462479320694115,0.0544245664592835,0.0461895136289028,"ASAP1/DNER/MAP1B/AMIGO2/NRP2/SHANK2/SLC7A11/F2R/DLG1/CDC20/ITPKA/ACTN1/PDLIM5/LRP8/ALS2/SSH1/SNCB/FLNA/AFG3L2/DLG5/DNAJA3/ADGRB1/PPFIBP2/ELFN1/EEF2K/HIP1R/RAB29/PRNP/IL1RAPL1/SEMA4D/NGEF/FBXO45/CYFIP1/PTPRS/BCAN/WASF1/TANC1/DIP2A/LZTS3/EIF4G1/CTBP2/UNC13B/PTPRF/L1CAM/LRFN1/SRGAP2/NTNG2/ARHGAP44/ADD2/PPFIA1/ABL1/EPHA4/NEDD4/ICAM5/SIX4/PLXND1/OXTR/PTPRO/DVL1/CACNB4/CDK5R1/BAIAP2/ERBB2/AKT1/INSR/NRXN2/LRFN4/CNTNAP1/CAPRIN2/CACNA2D2",70
"GO:1901292","BP","GO:1901292","nucleoside phosphate catabolic process","30/1969","176/18888",0.170454545454545,1.63511704141465,2.88779924407466,0.00470752717393753,0.0549956202496385,0.0466741605181375,"NT5E/HK2/CBFA2T3/HKDC1/PRKAG2/PDE8A/ADA/DHTKD1/PDE4A/HK1/GIT1/PFKM/MTOR/HIF1A/NT5C2/HDAC4/NCOR1/LIPA/NT5C1A/PKM/SARM1/OGDH/PFKP/FOXK1/OGDHL/ENTPD6/PPARA/PFKFB2/DPYD/INSR",30
