"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002181","BP","GO:0002181","cytoplasmic translation","65/1956","160/18888",0.40625,3.92292944785276,12.6195657051289,1.01687912091527e-23,5.99043490131185e-20,4.72474151549473e-20,"SH3BGRL/RPS27/RPS29/RPS12/RPL31/RPL38/RPL34/RPL35A/RPL37/RPL37A/RPS21/RPL32/NMNAT2/RPS24/RPL26/RPS18/RPL41/RPS23/RPS20/RPL27A/RPLP2/CPEB4/RPL39/CPEB2/RPS15A/RPL35/RPL30/RPS25/RPL36/RPL22L1/RPS14/RPL24/RPL11/RPS28/RPS26/RPL23/RPL27/RPS16/RPL12/RPS27A/RPLP1/RPL21/RWDD1/CPEB3/UBA52/RPL9/RPS8/EIF4A1/RPS6/RPL10A/RPS11/RPL26L1/RPS3/RPS19/RPS15/RPS7/FAU/RPS13/RPL29/RPL28/RPS10/RPS3A/RPL18A/RPS9/ZNF385A",65
"GO:0007159","BP","GO:0007159","leukocyte cell-cell adhesion","100/1956","419/18888",0.238663484486873,2.30464002811251,9.17884012439659,6.60041565744836e-16,1.94415243190141e-12,1.53338077431458e-12,"HLA-DQA1/HLA-DQB2/HLA-DQA2/RHOH/HLA-G/NR4A3/ARID1B/HLA-DRB5/CLEC4M/HLA-DQB1/PTPRC/NCKAP1L/LAPTM5/AIF1/FGL2/NFKBIZ/PTPN6/HES1/SASH3/HLA-A/CX3CR1/PPP3CA/PLA2G2A/IL1B/CD74/KLF4/CD209/IGF1/SOCS1/TGFBR2/CCR7/CD83/DOCK8/EGR3/IRF1/HLA-DRB1/SOX4/SYK/DUSP10/TNFAIP8L2/LGALS9B/BCL6/FERMT3/CCL2/LGALS9C/RAC2/SELENOK/FOXJ1/RUNX3/DPP4/JAM2/NLRP3/DAPL1/MAP3K8/VAV1/RASAL3/ITGAL/SMAD7/XBP1/CARD11/PELI1/B2M/LAG3/HLA-DMA/ALOX5/RASGRP1/TNF/CD24/S100A9/TNFSF13B/LCK/ZAP70/CD86/CD28/ICAM1/HLA-DMB/TNFSF9/LEF1/CCR2/LGALS1/LOXL3/ARG1/RPS3/CCL5/ITGB2/ZC3H12A/TNFRSF14/CEBPB/IL1A/FYN/ELANE/DUSP22/CORO1A/ITPKB/IGF2/SFTPD/ADTRP/HLA-DPA1/HLA-DRA/GPNMB",100
"GO:1903037","BP","GO:1903037","regulation of leukocyte cell-cell adhesion","92/1956","382/18888",0.240837696335079,2.32563517810683,8.89633663982692,5.43459177618102e-15,1.06717267178275e-11,8.41694319300458e-12,"HLA-DQA1/HLA-DQB2/HLA-DQA2/RHOH/HLA-G/NR4A3/ARID1B/HLA-DRB5/HLA-DQB1/PTPRC/NCKAP1L/LAPTM5/AIF1/FGL2/NFKBIZ/PTPN6/HES1/SASH3/HLA-A/PPP3CA/PLA2G2A/IL1B/CD74/KLF4/CD209/IGF1/SOCS1/TGFBR2/CCR7/CD83/DOCK8/EGR3/IRF1/HLA-DRB1/SOX4/SYK/DUSP10/TNFAIP8L2/LGALS9B/BCL6/CCL2/LGALS9C/SELENOK/FOXJ1/RUNX3/DPP4/NLRP3/DAPL1/MAP3K8/VAV1/RASAL3/SMAD7/XBP1/CARD11/PELI1/B2M/LAG3/HLA-DMA/ALOX5/RASGRP1/TNF/CD24/TNFSF13B/LCK/ZAP70/CD86/CD28/HLA-DMB/TNFSF9/LEF1/CCR2/LGALS1/LOXL3/ARG1/RPS3/CCL5/ITGB2/ZC3H12A/TNFRSF14/CEBPB/IL1A/FYN/ELANE/DUSP22/CORO1A/ITPKB/IGF2/SFTPD/ADTRP/HLA-DPA1/HLA-DRA/GPNMB",92
"GO:0050863","BP","GO:0050863","regulation of T cell activation","89/1956","382/18888",0.232984293193717,2.24979924838596,8.38740177499129,1.19516846143058e-13,1.76018435157188e-10,1.38828252335647e-10,"HLA-DQA1/HLA-DQB2/HLA-DQA2/RHOH/HLA-G/PRDM1/ARID1B/HLA-DRB5/HLA-DQB1/PTPRC/NCKAP1L/LAPTM5/AIF1/FGL2/NFKBIZ/PTPN6/HES1/SASH3/HLA-A/PPP3CA/PLA2G2A/IL1B/CD74/CD209/IGF1/SOCS1/TGFBR2/CCR7/CD83/DOCK8/EGR3/IRF1/HLA-DRB1/SOX4/SYK/DUSP10/TNFAIP8L2/LGALS9B/BCL6/CCL2/LGALS9C/RAC2/SELENOK/FOXJ1/RUNX3/DPP4/NLRP3/DAPL1/JUNB/BATF/MAP3K8/VAV1/RASAL3/SMAD7/XBP1/CARD11/PELI1/B2M/LAG3/HLA-DMA/RASGRP1/CD24/TNFSF13B/LCK/ZAP70/CD86/CD28/HLA-DMB/TNFSF9/LEF1/CCR2/LGALS1/LOXL3/ARG1/RPS3/CCL5/ZC3H12A/TNFRSF14/CEBPB/IL1A/FYN/DUSP22/CORO1A/ITPKB/IGF2/SFTPD/HLA-DPA1/HLA-DRA/GPNMB",89
"GO:0022407","BP","GO:0022407","regulation of cell-cell adhesion","106/1956","496/18888",0.213709677419355,2.063675044528,8.15919128194865,2.22793849013647e-13,2.53898362969413e-10,2.00253263076949e-10,"HLA-DQA1/HLA-DQB2/HLA-DQA2/SPI1/RHOH/HLA-G/NR4A3/ARID1B/HLA-DRB5/HLA-DQB1/PTPRC/NCKAP1L/LAPTM5/AIF1/FGL2/NFKBIZ/PTPN6/HES1/SASH3/HLA-A/PPP3CA/PLA2G2A/IL1B/CD74/KLF4/CD209/IGF1/SOCS1/CITED2/TGFBR2/EPHA7/CCR7/CD83/DOCK8/EGR3/IRF1/HLA-DRB1/SOX4/SYK/DUSP10/TNFAIP8L2/LGALS9B/BCL6/FERMT3/CCL2/LGALS9C/SELENOK/FOXJ1/WNT4/RGCC/RUNX3/BMP2/DPP4/PRKG1/NLRP3/DAPL1/MAP3K8/VAV1/RASAL3/SMAD7/XBP1/CARD11/PELI1/B2M/LAG3/HLA-DMA/ALOX5/RASGRP1/TNF/CD24/TNFSF13B/SERPINF2/LCK/ZAP70/ZDHHC2/CD86/CD28/SOX2/HLA-DMB/TNFSF9/LEF1/CCR2/LGALS1/LOXL3/ARG1/RPS3/CCL5/ITGB2/ZC3H12A/FOXA1/ZNF703/TNFRSF14/CEBPB/IL1A/FYN/ELANE/DUSP22/CORO1A/ITPKB/IGF2/SFTPD/ADTRP/HLA-DPA1/NOTCH4/HLA-DRA/GPNMB",106
"GO:1903039","BP","GO:1903039","positive regulation of leukocyte cell-cell adhesion","71/1956","277/18888",0.256317689530686,2.47511683019202,8.40607447773024,2.85574562658146e-13,2.53898362969413e-10,2.00253263076949e-10,"HLA-DQA1/HLA-DQB2/HLA-DQA2/RHOH/HLA-G/NR4A3/ARID1B/HLA-DRB5/HLA-DQB1/PTPRC/NCKAP1L/AIF1/NFKBIZ/PTPN6/HES1/SASH3/HLA-A/PPP3CA/IL1B/CD74/CD209/IGF1/SOCS1/TGFBR2/CCR7/CD83/DOCK8/EGR3/HLA-DRB1/SOX4/SYK/DUSP10/BCL6/CCL2/SELENOK/RUNX3/DPP4/NLRP3/MAP3K8/VAV1/RASAL3/XBP1/CARD11/B2M/HLA-DMA/ALOX5/RASGRP1/TNF/CD24/TNFSF13B/LCK/ZAP70/CD86/CD28/HLA-DMB/TNFSF9/LEF1/CCR2/LGALS1/RPS3/CCL5/ITGB2/TNFRSF14/IL1A/FYN/ELANE/CORO1A/ITPKB/IGF2/HLA-DPA1/HLA-DRA",71
"GO:0045785","BP","GO:0045785","positive regulation of cell adhesion","104/1956","485/18888",0.214432989690722,2.07065966732022,8.11876151635078,3.01695559461194e-13,2.53898362969413e-10,2.00253263076949e-10,"HLA-DQA1/HLA-DQB2/HLA-DQA2/RHOH/HLA-G/NR4A3/ARID1B/HLA-DRB5/HLA-DQB1/PTPRC/NCKAP1L/DAB2/AIF1/NFKBIZ/PTPN6/HES1/SASH3/HLA-A/PPP3CA/IL1B/CD74/CD209/IGF1/SOCS1/VAV3/CITED2/TGFBR2/CCR7/EGFLAM/CD83/VTN/DOCK8/EGR3/FN1/PREX1/COL8A1/HLA-DRB1/SOX4/SYK/DUSP10/ITGA6/CDK6/APBB1IP/BCL6/CCL2/SELENOK/CARMIL1/WNT4/RUNX3/NPNT/DPP4/NLRP3/MAP3K8/VAV1/RASAL3/SMAD7/EDIL3/XBP1/CARD11/B2M/CD36/HLA-DMA/ALOX5/FBLN2/RASGRP1/TNF/VIT/CD24/TNFSF13B/SFRP1/SERPINF2/LCK/ZFHX3/AGR2/SPOCK2/ZAP70/ARPC2/CD86/CD28/SOX2/ECM2/HLA-DMB/TNFSF9/LEF1/CCR2/LGALS1/NEDD9/RPS3/CCL5/ITGB2/FOXA1/TNFRSF14/IL1A/RET/FYN/ELANE/CORO1A/ITPKB/ITGA2/IGF2/CDC42/HLA-DPA1/NID1/HLA-DRA",104
"GO:0050867","BP","GO:0050867","positive regulation of cell activation","87/1956","380/18888",0.228947368421053,2.21081691959961,8.10405387309376,6.39480081056293e-13,4.234189542332e-10,3.33956573182168e-10,"HLA-DQA1/HLA-DQB2/MMP14/HLA-DQA2/SPI1/RHOH/HLA-G/MEF2C/NR4A3/ARID1B/HLA-DRB5/HLA-DQB1/PTPRC/NCKAP1L/AIF1/NFKBIZ/PLEK/PTPN6/HES1/SASH3/HLA-A/PPP3CA/IL1B/CTSC/CD74/CD209/IGF1/BTK/SOCS1/VAV3/TGFBR2/CCR7/CD83/DOCK8/GPR183/EGR3/HLA-DRB1/SOX4/SYK/DUSP10/CDKN1A/BCL6/PLA2G4A/CCL2/SELENOK/ACTA2/RUNX3/DPP4/NLRP3/MAP3K8/VAV1/RASAL3/XBP1/CARD11/PELI1/B2M/LILRA2/HLA-DMA/RASGRP1/TNF/CD24/TNFSF13B/INPP5D/LCK/ZAP70/CD86/CD28/HLA-DMB/TNFSF9/LEF1/CCR2/LGALS1/STAP1/RPS3/CCL5/THBS1/CAPN3/TNFRSF14/IL1A/FYN/CORO1A/ITPKB/IGF2/HLA-DPA1/MYD88/IL15RA/HLA-DRA",87
"GO:1903131","BP","GO:1903131","mononuclear cell differentiation","103/1956","484/18888",0.212809917355372,2.05498656391016,7.99144440680984,6.46880086250008e-13,4.234189542332e-10,3.33956573182168e-10,"CSF1R/MMP14/SPI1/RHOH/DOCK2/HLA-G/PRDM1/ARID1B/PTPRC/NCKAP1L/IRF8/FOS/FGL2/NFKBIZ/MAFB/PTPN6/SASH3/IKZF1/FES/ID2/IL1B/CD74/PLCL2/FOXP1/DOCK10/BTK/SOCS1/BLNK/TGFBR2/INHBA/CCR7/CD83/GPR183/EGR3/IRF1/PREX1/HLA-DRB1/SOX4/SYK/KLF6/PIK3R1/DUSP10/PTGER4/CDK6/BCL6/ITGB8/SEMA4A/TRPM2/HLA-B/ST3GAL1/FOXJ1/PIK3R3/LY6D/WNT4/RUNX3/MT1G/IRF7/TMEM176A/NLRP3/JUNB/BATF/VAV1/NFIL3/CHD7/SOCS3/SMAD7/XBP1/CARD11/B2M/LAG3/EGR1/RUNX2/PDE1B/RASGRP1/RSAD2/TNFSF13B/SFRP1/INPP5D/LCK/RORA/ZAP70/DNAJB9/FZD8/CD86/CD28/TNFSF9/LEF1/CCR2/LGALS1/LOXL3/HOXA7/GPR89B/ZC3H12A/IL6R/FCER1G/IKZF3/CD79A/CEBPB/IL1A/ITPKB/GPR18/IL15RA/HLA-DRA",103
"GO:0048002","BP","GO:0048002","antigen processing and presentation of peptide antigen","31/1956","72/18888",0.430555555555556,4.15763462849352,9.12381052459982,7.47333474599984e-13,4.39215478587347e-10,3.46415517423465e-10,"HLA-DQA1/HLA-DQB2/HLA-DQA2/CTSS/HLA-G/HLA-F/HLA-DRB5/CLEC4M/HLA-DQB1/HLA-A/CD74/HLA-H/CD209/HLA-C/MARCHF1/HLA-DRB1/SLC11A1/HLA-B/MFSD6/TAPBPL/MPEG1/IFI30/B2M/HLA-DMA/CTSF/HLA-DMB/FCER1G/ERAP1/MICB/HLA-DPA1/HLA-DRA",31
"GO:0050870","BP","GO:0050870","positive regulation of T cell activation","66/1956","253/18888",0.260869565217391,2.51907175246732,8.26771762829605,8.21319072999465e-13,4.39215478587347e-10,3.46415517423465e-10,"HLA-DQA1/HLA-DQB2/HLA-DQA2/RHOH/HLA-G/ARID1B/HLA-DRB5/HLA-DQB1/PTPRC/NCKAP1L/AIF1/NFKBIZ/PTPN6/HES1/SASH3/HLA-A/PPP3CA/IL1B/CD74/CD209/IGF1/SOCS1/TGFBR2/CCR7/CD83/DOCK8/EGR3/HLA-DRB1/SOX4/SYK/DUSP10/BCL6/CCL2/SELENOK/RUNX3/DPP4/NLRP3/MAP3K8/VAV1/RASAL3/XBP1/CARD11/B2M/HLA-DMA/RASGRP1/CD24/TNFSF13B/LCK/ZAP70/CD86/CD28/HLA-DMB/TNFSF9/LEF1/CCR2/LGALS1/RPS3/CCL5/TNFRSF14/IL1A/FYN/CORO1A/ITPKB/IGF2/HLA-DPA1/HLA-DRA",66
"GO:0001819","BP","GO:0001819","positive regulation of cytokine production","105/1956","500/18888",0.21,2.0278527607362,7.91699638828552,9.23867291025175e-13,4.39215478587347e-10,3.46415517423465e-10,"CSF1R/CYBB/PDE4B/CADM1/HLA-G/HLA-F/NR4A3/SORL1/CD244/PTPRC/LAPTM5/AIF1/IRF8/HSPA1B/HSPA1A/FGR/CLU/SASH3/HLA-A/C3AR1/IL1B/CD74/LPL/FOXP1/BTK/P2RX7/S100A13/CCR7/TLR2/IL16/CD83/SULF2/POU2F2/IRF1/SYK/PIK3R1/PTGER4/ARRDC4/SLC11A1/DHX58/SELENOK/PTGS2/DDIT3/RGCC/CD200/HGF/LUM/IRF7/ZBTB20/TLR8/GATA6/NLRP3/BATF/CASP1/ADRA2A/NOX5/XBP1/GPSM3/CARD11/PELI1/ISG15/FCGR2A/OAS1/B2M/LILRA2/CD36/MAPKAPK2/EGR1/IFIH1/RASGRP1/NMB/DENND1B/CD84/TNF/RIGI/RSAD2/SERPINF2/PIK3CG/RORA/GBP5/OAS3/STING1/CD86/CD28/CCR2/WNT11/LTB/PDE4D/RPS3/CHI3L1/THBS1/HSPB1/IL6R/FCER1G/TNFRSF14/CEBPB/PLCB1/IL1A/LAMTOR5/ELANE/C3/OAS2/TLR7/HLA-DPA1/MYD88",105
"GO:0061644","BP","GO:0061644","protein localization to CENP-A containing chromatin","15/1956","18/18888",0.833333333333333,8.04703476482618,10.1664306376274,9.69241422786541e-13,4.39215478587347e-10,3.46415517423465e-10,"H4C2/H4C9/H4C11/H4C12/H4C5/H4C13/H4C1/H4C8/H2AC4/H4C16/H2BC11/H2AC8/H4C3/H4C14/H4C15",15
"GO:0002696","BP","GO:0002696","positive regulation of leukocyte activation","83/1956","362/18888",0.229281767955801,2.21404602921737,7.92702802778026,2.00911408324573e-12,8.45406504600044e-10,6.66784177702757e-10,"HLA-DQA1/HLA-DQB2/MMP14/HLA-DQA2/SPI1/RHOH/HLA-G/MEF2C/NR4A3/ARID1B/HLA-DRB5/HLA-DQB1/PTPRC/NCKAP1L/AIF1/NFKBIZ/PTPN6/HES1/SASH3/HLA-A/PPP3CA/IL1B/CTSC/CD74/CD209/IGF1/BTK/SOCS1/VAV3/TGFBR2/CCR7/CD83/DOCK8/GPR183/EGR3/HLA-DRB1/SOX4/SYK/DUSP10/CDKN1A/BCL6/PLA2G4A/CCL2/SELENOK/RUNX3/DPP4/NLRP3/MAP3K8/VAV1/RASAL3/XBP1/CARD11/PELI1/B2M/HLA-DMA/RASGRP1/TNF/CD24/TNFSF13B/INPP5D/LCK/ZAP70/CD86/CD28/HLA-DMB/TNFSF9/LEF1/CCR2/LGALS1/STAP1/RPS3/CCL5/THBS1/TNFRSF14/IL1A/FYN/CORO1A/ITPKB/IGF2/HLA-DPA1/MYD88/IL15RA/HLA-DRA",83
"GO:0019882","BP","GO:0019882","antigen processing and presentation","40/1956","117/18888",0.341880341880342,3.30134759582612,8.48678560401123,3.06709252461896e-12,1.20454947083535e-09,9.5004536166092e-10,"HLA-DQA1/HLA-DQB2/HLA-DQA2/CTSS/HLA-G/HLA-F/HLA-DRB5/CLEC4M/HLA-DQB1/FGL2/HLA-A/CD74/HLA-H/CD209/HLA-C/CCR7/MARCHF1/HLA-DRB1/PSMB8/SLC11A1/HLA-B/MFSD6/TAPBPL/MPEG1/IFI30/WDFY4/B2M/HLA-DMA/KDM5D/CTSF/WAS/ICAM1/HLA-DMB/THBS1/FCER1G/PSME1/ERAP1/MICB/HLA-DPA1/HLA-DRA",40
"GO:0051251","BP","GO:0051251","positive regulation of lymphocyte activation","77/1956","328/18888",0.234756097560976,2.26690857399372,7.86692476271979,3.6523121732086e-12,1.34473568827324e-09,1.06061223240413e-09,"HLA-DQA1/HLA-DQB2/MMP14/HLA-DQA2/SPI1/RHOH/HLA-G/MEF2C/ARID1B/HLA-DRB5/HLA-DQB1/PTPRC/NCKAP1L/AIF1/NFKBIZ/PTPN6/HES1/SASH3/HLA-A/PPP3CA/IL1B/CD74/CD209/IGF1/BTK/SOCS1/VAV3/TGFBR2/CCR7/CD83/DOCK8/GPR183/EGR3/HLA-DRB1/SOX4/SYK/DUSP10/CDKN1A/BCL6/CCL2/SELENOK/RUNX3/DPP4/NLRP3/MAP3K8/VAV1/RASAL3/XBP1/CARD11/PELI1/B2M/HLA-DMA/RASGRP1/CD24/TNFSF13B/INPP5D/LCK/ZAP70/CD86/CD28/HLA-DMB/TNFSF9/LEF1/CCR2/LGALS1/RPS3/CCL5/TNFRSF14/IL1A/FYN/CORO1A/ITPKB/IGF2/HLA-DPA1/MYD88/IL15RA/HLA-DRA",77
"GO:0022409","BP","GO:0022409","positive regulation of cell-cell adhesion","76/1956","325/18888",0.233846153846154,2.25812175554507,7.77592487124716,6.18703244831111e-12,2.1439887148824e-09,1.69099450321023e-09,"HLA-DQA1/HLA-DQB2/HLA-DQA2/RHOH/HLA-G/NR4A3/ARID1B/HLA-DRB5/HLA-DQB1/PTPRC/NCKAP1L/AIF1/NFKBIZ/PTPN6/HES1/SASH3/HLA-A/PPP3CA/IL1B/CD74/CD209/IGF1/SOCS1/CITED2/TGFBR2/CCR7/CD83/DOCK8/EGR3/HLA-DRB1/SOX4/SYK/DUSP10/BCL6/CCL2/SELENOK/RUNX3/DPP4/NLRP3/MAP3K8/VAV1/RASAL3/SMAD7/XBP1/CARD11/B2M/HLA-DMA/ALOX5/RASGRP1/TNF/CD24/TNFSF13B/SERPINF2/LCK/ZAP70/CD86/CD28/SOX2/HLA-DMB/TNFSF9/LEF1/CCR2/LGALS1/RPS3/CCL5/ITGB2/FOXA1/TNFRSF14/IL1A/FYN/ELANE/CORO1A/ITPKB/IGF2/HLA-DPA1/HLA-DRA",76
"GO:0006119","BP","GO:0006119","oxidative phosphorylation","45/1956","148/18888",0.304054054054054,2.93608025203117,8.03676380866568,1.40352775718109e-11,4.59343445419657e-09,3.62290732175284e-09,"ATP5F1E/NDUFA1/NDUFB1/ATP5ME/COX7B/NDUFA4/UQCC2/COX7C/COX6C/ATP5F1EP2/MTCO2P12/COX7A2/UQCRQ/NDUFB2/NDUFC1/ATP5MF/ATP5MG/COX5B/NDUFB3/COX6B1/NDUFA2/NDUFA12/TNF/NDUFA6/ATP5PF/NDUFB4/UQCR11/NDUFS5/ACTN3/NDUFB6/CHCHD2/NDUFB7/COX6A1/UQCRB/DNAJC15/NDUFB11/UQCR10/UQCRH/NDUFS4/NDUFA11/COX8A/NDUFA13/NDUFA3/COX7A2P2/UQCRHL",45
"GO:0050900","BP","GO:0050900","leukocyte migration","86/1956","396/18888",0.217171717171717,2.09710602962137,7.49921902550434,1.75109345374506e-11,5.42931133474322e-09,4.28217534893666e-09,"CSF1R/MMP14/RARRES2/PDE4B/APOD/MTUS1/NCKAP1L/AIF1/HCK/CXCR4/CX3CR1/C3AR1/IL1B/MMP2/CD74/DUSP1/VAV3/MYO1G/CCR7/IL16/DOCK8/GPR183/PREX1/SYK/PIK3R1/S1PR1/PTGER4/ITGA6/CCL2/TRPM2/RAC2/SELENOK/FOXJ1/CH25H/ECM1/CD200/DPP4/DBH/JAM2/ITGA1/VAV1/ITGAL/GPSM3/EDNRB/CMKLR1/PLA2G7/ALOX5/TNF/CXCR3/CCR5/S100A9/PIK3CG/LCK/PPIB/EDN1/ZAP70/CYP19A1/ICAM1/CCR2/STAP1/NEDD9/HOXA7/CCL5/ITGB2/ASB2/RPS19/THBS1/IL6R/FCER1G/TNFRSF14/PLCB1/IL1A/RET/FYN/ELANE/CORO1A/S100A14/GPR18/ITGA2/ITGA9/CDC42/EDN2/SFTPD/CXADR/ADTRP/MYD88",86
"GO:1903706","BP","GO:1903706","regulation of hemopoiesis","90/1956","424/18888",0.212264150943396,2.04971640236138,7.43025641562571,2.19148782051765e-11,6.45502737533473e-09,5.09117223145521e-09,"MMP14/SPI1/RHOH/HLA-G/MEF2C/PRDM1/ARID1B/HCLS1/PTPRC/NCKAP1L/FOS/FGL2/NFKBIZ/MAFB/HSPA1B/HSPA1A/PTPN6/SASH3/FES/PPP3CA/ID2/CD74/FOXP1/BTK/SOCS1/H4C2/TGFBR2/INHBA/CD83/EGR3/IRF1/H4C9/HLA-DRB1/SOX4/SYK/PIK3R1/ZFP36/DUSP10/MITF/CDK6/BCL6/H4C11/HLA-B/FBN1/FOXJ1/RUNX3/H4C12/IRF7/H4C5/TMEM176A/H4C13/MEIS1/NLRP3/JUNB/BATF/H4C1/H4C8/SMAP1/SMAD7/XBP1/CARD11/ISG15/B2M/LAG3/H4C16/RASGRP1/TNF/SFRP1/INPP5D/TMEM178A/TCTA/ZAP70/CD86/CD28/H4C3/TNFSF9/LEF1/CCR2/NEDD9/H4C14/H4C15/LOXL3/HOXA7/ZC3H12A/IKZF3/CEBPB/ITPKB/IL15RA/LILRB3/HLA-DRA",90
"GO:0030098","BP","GO:0030098","lymphocyte differentiation","91/1956","432/18888",0.210648148148148,2.03411156555328,7.39013315332746,2.62191466979821e-11,7.35509491418155e-09,5.80106834711244e-09,"MMP14/SPI1/RHOH/DOCK2/HLA-G/PRDM1/ARID1B/PTPRC/NCKAP1L/IRF8/FGL2/NFKBIZ/MAFB/PTPN6/SASH3/IKZF1/ID2/IL1B/CD74/PLCL2/FOXP1/DOCK10/BTK/SOCS1/BLNK/TGFBR2/INHBA/CCR7/CD83/GPR183/EGR3/IRF1/PREX1/HLA-DRB1/SOX4/SYK/KLF6/PIK3R1/DUSP10/PTGER4/CDK6/BCL6/SEMA4A/ST3GAL1/FOXJ1/PIK3R3/LY6D/WNT4/RUNX3/NLRP3/JUNB/BATF/VAV1/NFIL3/CHD7/SOCS3/SMAD7/XBP1/CARD11/B2M/LAG3/EGR1/RUNX2/RASGRP1/RSAD2/TNFSF13B/SFRP1/INPP5D/LCK/RORA/ZAP70/DNAJB9/FZD8/CD86/CD28/TNFSF9/LEF1/CCR2/LGALS1/LOXL3/GPR89B/ZC3H12A/IL6R/FCER1G/IKZF3/CD79A/IL1A/ITPKB/GPR18/IL15RA/HLA-DRA",91
"GO:0060326","BP","GO:0060326","cell chemotaxis","74/1956","322/18888",0.229813664596273,2.21918225812598,7.49979137058105,2.83390609782662e-11,7.58842764649847e-09,5.98510120373527e-09,"CSF1R/RARRES2/PDE4B/MTUS1/NR4A1/NCKAP1L/AIF1/CXCL14/CXCR4/CX3CR1/C3AR1/IL1B/MMP2/CD74/DUSP1/VAV3/CCR7/IL16/GPR183/EGR3/PREX1/SYK/S1PR1/CCL2/TRPM2/RAC2/LPAR1/CH25H/HGF/DPP4/GAB1/TMSB4X/ITGA1/VAV1/HBEGF/GPSM3/EDNRB/CMKLR1/EPHB1/BIN2/PLA2G7/ALOX5/CXCR3/CCR5/S100A9/DOCK4/PIK3CG/PDGFRA/PPIB/EDN1/FGFR1/CYP19A1/ACKR3/LEF1/CCR2/STAP1/NEDD9/CCL5/ITGB2/RPS19/THBS1/HSPB1/IL6R/CCRL2/FCER1G/SMOC2/CORO1A/S100A14/GPR18/ITGA9/TPBG/EDN2/SFTPD/CXADR",74
"GO:0042098","BP","GO:0042098","T cell proliferation","55/1956","213/18888",0.258215962441315,2.49344739191797,7.45008470807094,9.99522496115214e-11,2.56008131504988e-08,2.01917267636272e-08,"DOCK2/HLA-G/PTPRC/NCKAP1L/AIF1/GJA1/PTPN6/HES1/SASH3/HLA-A/PPP3CA/PLA2G2A/IL1B/CD209/IGF1/TGFBR2/P2RX7/DOCK8/IRF1/HLA-DRB1/SYK/LGALS9B/BCL6/SLC11A1/LGALS9C/RAC2/SELENOK/FOXJ1/WNT4/PSMB10/RASAL3/CARD11/PELI1/RASGRP1/CD24/TNFSF13B/PIK3CG/ZAP70/CD86/CD28/HLA-DMB/TNFSF9/CCR2/ARG1/RPS3/CCL5/TNFRSF14/CEBPB/IL1A/FYN/CORO1A/IGF2/SFTPD/HLA-DPA1/GPNMB",55
"GO:0030217","BP","GO:0030217","T cell differentiation","70/1956","310/18888",0.225806451612903,2.18048683950129,7.12285827033977,2.22669071884394e-10,5.46559792696235e-08,4.31079510218296e-08,"SPI1/RHOH/DOCK2/HLA-G/PRDM1/ARID1B/PTPRC/NCKAP1L/FGL2/NFKBIZ/MAFB/SASH3/IL1B/CD74/FOXP1/SOCS1/TGFBR2/CCR7/CD83/GPR183/EGR3/IRF1/PREX1/HLA-DRB1/SOX4/SYK/PIK3R1/DUSP10/PTGER4/CDK6/BCL6/SEMA4A/FOXJ1/PIK3R3/WNT4/RUNX3/NLRP3/JUNB/BATF/VAV1/CHD7/SOCS3/SMAD7/XBP1/CARD11/B2M/LAG3/EGR1/RUNX2/RASGRP1/RSAD2/LCK/RORA/ZAP70/FZD8/CD86/CD28/TNFSF9/LEF1/CCR2/LOXL3/GPR89B/ZC3H12A/IL6R/FCER1G/IKZF3/IL1A/ITPKB/GPR18/HLA-DRA",70
"GO:0006334","BP","GO:0006334","nucleosome assembly","37/1956","118/18888",0.313559322033898,3.02786731829053,7.5103502120371,3.3956580457661e-10,8.00152861904324e-08,6.31091983747855e-08,"H4C2/H3C8/H2BC21/H4C9/H2BC15/H4C11/H2BC4/H2BC17/H2BC3/SOX9/H4C12/H2BC7/H3C13/H4C5/H4C13/H3C15/H3C10/H3C1/H2BC14/H2BC6/H4C1/H1-2/H4C8/H4C16/H3-3A/H2BC11/H3C2/H3C7/H3-4/H4C3/H2BC13/H3C3/H4C14/H4C15/H3C11/H3C12/H3C14",37
"GO:0002478","BP","GO:0002478","antigen processing and presentation of exogenous peptide antigen","20/1956","41/18888",0.48780487804878,4.7104593745324,8.0837017076031,5.75303937445871e-10,1.30350595980524e-07,1.0280937570389e-07,"HLA-DQA1/HLA-DQB2/HLA-DQA2/CTSS/HLA-F/HLA-DRB5/HLA-DQB1/HLA-A/CD74/HLA-DRB1/MFSD6/MPEG1/IFI30/B2M/HLA-DMA/CTSF/HLA-DMB/FCER1G/HLA-DPA1/HLA-DRA",20
