"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0110020","BP","GO:0110020","regulation of actomyosin structure organization","19/1956","105/18888",0.180952380952381,1.74735612036226,2.61006637183225,0.0109853675166275,0.0737911060894555,0.0582000986837828,"EVL/CCN2/PIK3R1/S1PR1/PTGER4/CARMIL1/LPAR1/WNT4/RGCC/TMEFF2/SFRP1/SERPINF2/TGFB3/LIMCH1/EDN1/WAS/WNT11/TACSTD2/CDC42",19
"GO:0051345","BP","GO:0051345","positive regulation of hydrolase activity","66/1956","482/18888",0.136929460580913,1.3222513555482,2.43584892187631,0.0111684807145798,0.0749356718560249,0.0591028340416682,"RASGEF1B/CTSS/MEF2C/PTPRC/LAPTM5/HSPA1A/XDH/PLEK/RGS1/RAPGEF5/DOCK10/TNFSF10/PPP1R15A/DOCK8/PREX1/SYK/ITGA6/CCL2/P2RY6/FOXJ1/EGLN3/ARHGAP25/LPAR1/RGS16/PLCB2/BMP2/CD200/RGL1/NLRP3/ITGA1/CASP1/PMAIP1/RGS8/PPP1R14D/RPS27L/PSENEN/RASGRP1/CALM1/TNF/ARHGAP24/S100A9/SFRP1/FIS1/LCK/EFNA1/PDGFRA/RASGRP3/FGFR1/HSPE1/CD86/TNFSF15/WNT11/RPS3/CCL5/GSN/PERP/TBC1D30/CDKL5/PSME2/ATP2A3/CRADD/FYN/GPLD1/RAP1A/PSME1/NDUFA13",66
"GO:0055001","BP","GO:0055001","muscle cell development","32/1956","204/18888",0.156862745098039,1.51473595573199,2.51232862052328,0.0112568271613865,0.0753710361146121,0.0594462120469043,"ACTC1/RGS2/ACTA1/HES1/PPP3CA/ADM/DMD/TNNT3/IGF1/FOXP1/WFIKKN2/PRKG1/FLNC/MEIS1/MYOM1/COL14A1/PDGFRA/EDN1/MYBPC2/ACTN3/SORBS2/MEF2A/MYOM3/MYL9/ASB2/NEBL/CAPN3/KRT8/GPX1/OBSL1/CXADR/SKI",32
"GO:0070664","BP","GO:0070664","negative regulation of leukocyte proliferation","18/1956","98/18888",0.183673469387755,1.7736321522474,2.60973219972256,0.0112589563369307,0.0753710361146121,0.0594462120469043,"HLA-G/PTPN6/PLA2G2A/BTK/HLA-DRB1/LGALS9B/BCL6/LGALS9C/FOXJ1/TNFAIP3/PELI1/INPP5D/CD86/ARG1/TNFRSF14/CEBPB/SFTPD/GPNMB",18
"GO:0045428","BP","GO:0045428","regulation of nitric oxide biosynthetic process","13/1956","63/18888",0.206349206349206,1.99259908462362,2.68218320106395,0.0113500426489466,0.0755570872667955,0.0595929532463679,"CLU/CX3CR1/IL1B/KLF4/ACP5/PTGS2/MIR212/CD36/TNF/DYNLL1/EDN1/ZC3H12A/HBB",13
"GO:0000413","BP","GO:0000413","protein peptidyl-prolyl isomerization","7/1956","25/18888",0.28,2.7038036809816,2.89731663297357,0.0113508779886461,0.0755570872667955,0.0595929532463679,"PPIC/PPIAL4F/PPIAL4C/PPIB/PPIAL4D/FKBP1C/PPIAL4G",7
"GO:0009110","BP","GO:0009110","vitamin biosynthetic process","7/1956","25/18888",0.28,2.7038036809816,2.89731663297357,0.0113508779886461,0.0755570872667955,0.0595929532463679,"CYP3A4/TNF/AKR1A1/SNAI1/THTPA/PLTP/SLC19A2",7
"GO:0045662","BP","GO:0045662","negative regulation of myoblast differentiation","7/1956","25/18888",0.28,2.7038036809816,2.89731663297357,0.0113508779886461,0.0755570872667955,0.0595929532463679,"GDF3/SOX4/SOX9/DDIT3/TNF/SOSTDC1/ANKRD2",7
"GO:0086064","BP","GO:0086064","cell communication by electrical coupling involved in cardiac conduction","7/1956","25/18888",0.28,2.7038036809816,2.89731663297357,0.0113508779886461,0.0755570872667955,0.0595929532463679,"GJA1/CAMK2D/ATP1A2/ATP1B2/CALM1/CACNA1C/PDE4D",7
"GO:0010927","BP","GO:0010927","cellular component assembly involved in morphogenesis","23/1956","135/18888",0.17037037037037,1.64517155192002,2.55692801981001,0.0114200769663369,0.0756521770033612,0.0596679518789298,"ACTC1/ACTA1/TNNT3/TLR2/MAG/FLNC/MYOM1/TPPP/EPB41L3/PDGFRA/EDN1/MYBPC2/MEF2A/MYOM3/MYL9/NEBL/CAPN3/KRT8/OBSL1/ACRBP/TBPL1/ITGB4/GARIN1A",23
"GO:0002335","BP","GO:0002335","mature B cell differentiation","9/1956","37/18888",0.243243243243243,2.34886420162494,2.79134604505761,0.0114510184626093,0.0756521770033612,0.0596679518789298,"IRF8/NFKBIZ/PLCL2/DOCK10/GPR183/BCL6/ST3GAL1/XBP1/LGALS1",9
"GO:0060323","BP","GO:0060323","head morphogenesis","9/1956","37/18888",0.243243243243243,2.34886420162494,2.79134604505761,0.0114510184626093,0.0756521770033612,0.0596679518789298,"CSRNP1/MMP2/ARID5B/DLX5/CRISPLD2/TGFB3/PDGFRA/LEF1/SKI",9
"GO:0070229","BP","GO:0070229","negative regulation of lymphocyte apoptotic process","9/1956","37/18888",0.243243243243243,2.34886420162494,2.79134604505761,0.0114510184626093,0.0756521770033612,0.0596679518789298,"CD74/FOXP1/DOCK8/BCL6/ST3GAL1/TSC22D3/EFNA1/CCL5/ORMDL3",9
"GO:1903514","BP","GO:1903514","release of sequestered calcium ion into cytosol by endoplasmic reticulum","9/1956","37/18888",0.243243243243243,2.34886420162494,2.79134604505761,0.0114510184626093,0.0756521770033612,0.0596679518789298,"DMD/CAMK2D/CHD7/ATP1A2/CALM1/CCR5/CACNA1C/PDE4D/NOL3",9
"GO:0014910","BP","GO:0014910","regulation of smooth muscle cell migration","17/1956","91/18888",0.186813186813187,1.80395065057642,2.6128687932486,0.011476782249476,0.0756521770033612,0.0596679518789298,"MEF2C/NR4A3/SORL1/AIF1/IGF1/IGFBP5/VTN/P2RY6/LPAR1/PRKG1/SEMA6D/DOCK4/LRP1/CCL5/FAT1/ITGA2/MIR638",17
"GO:0055017","BP","GO:0055017","cardiac muscle tissue growth","17/1956","91/18888",0.186813186813187,1.80395065057642,2.6128687932486,0.011476782249476,0.0756521770033612,0.0596679518789298,"MEF2C/RGS2/FES/IGF1/FOXP1/CITED2/S1PR1/DIPK2A/PRKG1/MEIS1/GATA6/COL14A1/EDN1/FGFR1/SORBS2/GLI1/SKI",17
"GO:1903317","BP","GO:1903317","regulation of protein maturation","14/1956","70/18888",0.2,1.93128834355828,2.65312822939477,0.0115887293923712,0.0756521770033612,0.0596679518789298,"MMP14/PLAT/SPON1/SOX4/GAS1/CARD16/HPN/IL1R2/SERPINF2/SNX12/CTSZ/GSN/NOL3/THBS1",14
"GO:2000401","BP","GO:2000401","regulation of lymphocyte migration","14/1956","70/18888",0.2,1.93128834355828,2.65312822939477,0.0115887293923712,0.0756521770033612,0.0596679518789298,"APOD/AIF1/DOCK8/CCL2/SELENOK/ECM1/CD200/JAM2/CCR2/NEDD9/CCL5/TNFRSF14/CORO1A/ADTRP",14
"GO:0032418","BP","GO:0032418","lysosome localization","16/1956","84/18888",0.19047619047619,1.83932223196027,2.62032423812007,0.0116204954634683,0.0756521770033612,0.0596679518789298,"NR4A3/FGR/FES/PTGDS/BTK/S100A13/SYK/RAC2/VAMP8/RASGRP1/CD84/PIK3CG/BLOC1S1/SNAPIN/MAP6/BORCS7",16
"GO:1990849","BP","GO:1990849","vacuolar localization","16/1956","84/18888",0.19047619047619,1.83932223196027,2.62032423812007,0.0116204954634683,0.0756521770033612,0.0596679518789298,"NR4A3/FGR/FES/PTGDS/BTK/S100A13/SYK/RAC2/VAMP8/RASGRP1/CD84/PIK3CG/BLOC1S1/SNAPIN/MAP6/BORCS7",16
"GO:0006809","BP","GO:0006809","nitric oxide biosynthetic process","15/1956","77/18888",0.194805194805195,1.88112500995937,2.63322963948855,0.0116672533736725,0.0756521770033612,0.0596679518789298,"CLU/CX3CR1/IL1B/KLF4/ACP5/PTGS2/MIR212/CD36/TNF/DYNLL1/RORA/EDN1/ZC3H12A/GCH1/HBB",15
"GO:0030239","BP","GO:0030239","myofibril assembly","15/1956","77/18888",0.194805194805195,1.88112500995937,2.63322963948855,0.0116672533736725,0.0756521770033612,0.0596679518789298,"ACTC1/ACTA1/TNNT3/FLNC/MYOM1/PDGFRA/EDN1/MYBPC2/MEF2A/MYOM3/MYL9/NEBL/CAPN3/KRT8/OBSL1",15
"GO:0032729","BP","GO:0032729","positive regulation of type II interferon production","15/1956","77/18888",0.194805194805195,1.88112500995937,2.63322963948855,0.0116672533736725,0.0756521770033612,0.0596679518789298,"PDE4B/CD244/IRF8/SASH3/HLA-A/IL1B/SLC11A1/TLR8/ISG15/RASGRP1/TNF/CCR2/PDE4D/TLR7/HLA-DPA1",15
"GO:0055117","BP","GO:0055117","regulation of cardiac muscle contraction","15/1956","77/18888",0.194805194805195,1.88112500995937,2.63322963948855,0.0116672533736725,0.0756521770033612,0.0596679518789298,"PDE4B/RGS2/DMD/CTNNA3/CAMK2D/DSC2/EHD3/SMAD7/ATP1A2/CALM1/PIK3CG/STC1/CACNA1C/PDE4D/ZC3H12A",15
"GO:0002313","BP","GO:0002313","mature B cell differentiation involved in immune response","8/1956","31/18888",0.258064516129032,2.49198495943004,2.82566568097723,0.0116733710568758,0.0756521770033612,0.0596679518789298,"IRF8/NFKBIZ/DOCK10/GPR183/BCL6/ST3GAL1/XBP1/LGALS1",8
"GO:0003298","BP","GO:0003298","physiological muscle hypertrophy","8/1956","31/18888",0.258064516129032,2.49198495943004,2.82566568097723,0.0116733710568758,0.0756521770033612,0.0596679518789298,"RGS2/IGF1/FOXP1/PRKG1/MEIS1/COL14A1/EDN1/SORBS2",8
"GO:0003301","BP","GO:0003301","physiological cardiac muscle hypertrophy","8/1956","31/18888",0.258064516129032,2.49198495943004,2.82566568097723,0.0116733710568758,0.0756521770033612,0.0596679518789298,"RGS2/IGF1/FOXP1/PRKG1/MEIS1/COL14A1/EDN1/SORBS2",8
"GO:0035590","BP","GO:0035590","purinergic nucleotide receptor signaling pathway","8/1956","31/18888",0.258064516129032,2.49198495943004,2.82566568097723,0.0116733710568758,0.0756521770033612,0.0596679518789298,"P2RX7/P2RY6/ACP3/P2RX1/P2RY2/P2RY14/GPR34/GNAI2",8
"GO:0042744","BP","GO:0042744","hydrogen peroxide catabolic process","8/1956","31/18888",0.258064516129032,2.49198495943004,2.82566568097723,0.0116733710568758,0.0756521770033612,0.0596679518789298,"GPX3/NNT/PXDNL/PRDX4/PRDX5/GPX1/DUOX1/HBB",8
"GO:0051491","BP","GO:0051491","positive regulation of filopodium assembly","8/1956","31/18888",0.258064516129032,2.49198495943004,2.82566568097723,0.0116733710568758,0.0756521770033612,0.0596679518789298,"CCR7/DNM3/PIK3R1/DPYSL3/NEURL1/TGFB3/GPM6A/CDC42",8
"GO:0061049","BP","GO:0061049","cell growth involved in cardiac muscle cell development","8/1956","31/18888",0.258064516129032,2.49198495943004,2.82566568097723,0.0116733710568758,0.0756521770033612,0.0596679518789298,"RGS2/IGF1/FOXP1/PRKG1/MEIS1/COL14A1/EDN1/SORBS2",8
"GO:0098868","BP","GO:0098868","bone growth","8/1956","31/18888",0.258064516129032,2.49198495943004,2.82566568097723,0.0116733710568758,0.0756521770033612,0.0596679518789298,"TGFBR2/SOX9/ECM1/RARB/STC1/NPPC/MMP13/THBS3",8
"GO:1900745","BP","GO:1900745","positive regulation of p38MAPK cascade","8/1956","31/18888",0.258064516129032,2.49198495943004,2.82566568097723,0.0116733710568758,0.0756521770033612,0.0596679518789298,"SPI1/XDH/IL1B/GADD45B/GADD45G/BMP2/ZC3H12A/SASH1",8
"GO:0001889","BP","GO:0001889","liver development","24/1956","143/18888",0.167832167832168,1.62066154704192,2.53216453255545,0.0118743669278828,0.0768702149144588,0.0606286357659626,"CADM1/HES1/UCP2/CITED2/SULF2/VTN/SOX9/WNT4/HGF/TNFAIP3/GATA6/ARID5B/ALDH1A2/XBP1/TGFA/HPN/TNF/FRZB/HMGCS2/RPS15/CEBPB/ITGA2/LSR/GLI1",24
"GO:0030900","BP","GO:0030900","forebrain development","57/1956","408/18888",0.139705882352941,1.3490617105738,2.42266349971277,0.0118980406985328,0.076878307418993,0.0606350184398029,"CSF1R/NR4A2/COL3A1/CXCR4/BTG2/HES1/POU3F1/ID2/DNAJB1/FOXP1/KCNA3/CDH2/ANXA3/INHBA/PLXNA4/ELAVL4/CDK6/LPAR1/WNT4/BMP2/UQCRQ/HAP1/PRKG1/PTCHD1/CHD7/DCLK1/ALDH1A2/RARB/ATP1A2/C21orf91/B2M/PCDH9/ATP1B2/DLX5/POU3F3/POU3F2/KCNA1/FGFR1/SOX2/TUBA1A/LEF1/SSTR3/EPHA5/FEZ1/NFIB/KDM6B/PLCB1/HSD3B1/FYN/C12orf57/FAT4/FOXP2/PHACTR1/AQP1/ARX/GLI1/SKI",57
"GO:1900047","BP","GO:1900047","negative regulation of hemostasis","11/1956","50/18888",0.22,2.12441717791411,2.70586959812692,0.0119017172578716,0.076878307418993,0.0606350184398029,"PLAT/APOE/VTN/SERPING1/PRKG1/PROS1/SERPINF2/PDGFRA/EDN1/THBS1/ADTRP",11
"GO:0045732","BP","GO:0045732","positive regulation of protein catabolic process","32/1956","205/18888",0.15609756097561,1.50734699985037,2.4823928156095,0.0120535172267576,0.0777735706274142,0.0613411253114754,"SORL1/DAB2/ZFAND2A/HERPUD1/HSPA1B/HSPA1A/CLU/IL1B/MYLIP/APOE/DNAJB2/ASB9/RNF180/SOX9/TNFSF12/TNFAIP3/ADRA2A/SMAD7/RNF128/RBX1/DACT1/PRKN/GPC3/TNF/LRP1/IER3/ELOB/TRIB2/GPLD1/CDC20B/VPS28/NDUFA13",32
"GO:0002532","BP","GO:0002532","production of molecular mediator involved in inflammatory response","19/1956","106/18888",0.179245283018868,1.73087162866072,2.56469014833823,0.0121222799002904,0.0781316749372109,0.0616235672922744,"APOD/PLD4/BTK/ALOX5AP/SYK/DUSP10/ABCD2/VAMP8/P2RX1/GPSM3/CD36/ALOX5/TNF/S100A9/IL1R2/GBP5/RPS19/ZC3H12A/MYD88",19
"GO:0007178","BP","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","58/1956","417/18888",0.139088729016787,1.34310220535228,2.40800906992774,0.0122712173082324,0.0790051815986855,0.0623125144648121,"ZEB2/COL1A2/SORL1/COL3A1/DAB2/FOS/GDF3/HSPA1A/HES1/TET1/NFIA/PMEPA1/CITED2/IGSF1/TGFBR2/INHBA/FSTL5/FSTL1/PEG10/ITGB8/FOLR1/JUN/FBN1/BMP2/HTRA3/NPNT/WFIKKN2/GATA6/TOB1/NEO1/SMAD7/BAMBI/MIR212/HSPA5/GPC3/DLX5/EGR1/RUNX2/SFRP1/TGFB3/RASL11B/PBLD/SOSTDC1/LEF1/LRP1/THBS1/GDF5/BMPR1B/ZNF703/NRROS/PTPRK/SCUBE3/DUSP22/PPM1L/RGMB/ACVRL1/GDF15/SKI",58
"GO:0051896","BP","GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","38/1956","253/18888",0.150197628458498,1.45037464535997,2.45121429500108,0.0123112092290727,0.079176128349855,0.0624473426075924,"CSF1R/HLA-G/HCLS1/PIK3R5/FGR/XDH/PTPN6/CX3CR1/IGF1/VAV3/IGFBP5/CCR7/FN1/PHLDA3/PIK3IP1/DIPK2A/SOX9/DDIT3/HGF/DCN/HBEGF/BANK1/RASGRP1/PRR5L/TNF/PIK3CG/PDGFRA/FGFR1/CD28/CHI3L1/CCL5/THBS1/RET/GPX1/IGF2/TPBG/CDC42/GDF15",38
"GO:0001657","BP","GO:0001657","ureteric bud development","18/1956","99/18888",0.181818181818182,1.75571667596207,2.56233881367109,0.0124670754501425,0.0800911030281237,0.0631689961968995,"BASP1/HES1/GDNF/FOXJ1/SOX9/WNT4/BMP2/OSR1/NPNT/WT1/SMAD7/RARB/GPC3/SFRP1/FGFR1/WNT11/TACSTD2/RET",18
"GO:0015711","BP","GO:0015711","organic anion transport","62/1956","451/18888",0.137472283813747,1.32749309645913,2.39252827007371,0.0125494647469179,0.0804502025932326,0.0634522231497698,"RGS2/GJA1/NR0B2/UCP2/PLA2G2A/IL1B/SLC7A8/SLC13A2/SLC7A7/APOE/P2RX7/SLCO3A1/CYP4F2/SLC2A3/SYK/SLCO2B1/SLC11A1/FOLR1/PLA2G4A/SLC52A1/ABCD2/PTGS2/SLC2A14/MAP2K6/PRKG1/SLC25A21/RBP2/KCNJ8/SLC1A3/SLC2A2/RBP1/SLC10A1/KCNJ10/ABCB1/ATP1A2/CD36/SLC13A3/NMB/TNF/FOLR2/APBA1/FIS1/BDKRB2/EDN1/SLC26A3/GABBR1/SLC38A4/SLC27A5/BEST1/THBS1/MPC1/ACSL5/SLC25A25/IL1A/ABCG2/SLC4A5/DTNBP1/SLC22A15/SLC7A2/SLC19A2/SLC27A3/SLC16A4",62
"GO:1901616","BP","GO:1901616","organic hydroxy compound catabolic process","12/1956","57/18888",0.210526315789474,2.0329350984824,2.65451727735811,0.0125502862303821,0.0804502025932326,0.0634522231497698,"ALDH3B2/CYP4F2/ALDH2/SULT2A1/CYP4F3/CYP3A4/DBH/AKR1D1/CYP4F12/DIO3/GK2/PDE1B",12
"GO:0090199","BP","GO:0090199","regulation of release of cytochrome c from mitochondria","10/1956","44/18888",0.227272727272727,2.19464584495259,2.69643994956372,0.0128489334251475,0.0822750726168955,0.0648915241860424,"CLU/IGF1/TNFSF10/HGF/PMAIP1/PRKN/NOL3/GPX1/BMF/MLLT11",10
"GO:0010952","BP","GO:0010952","positive regulation of peptidase activity","27/1956","167/18888",0.161676646706587,1.56122111605011,2.47593650168715,0.0129131075732234,0.0825962179303576,0.0651448160788712,"CTSS/LAPTM5/XDH/TNFSF10/SYK/EGLN3/NLRP3/CASP1/PMAIP1/RPS27L/PSENEN/TNF/S100A9/FIS1/LCK/EFNA1/HSPE1/TNFSF15/RPS3/GSN/PERP/PSME2/ATP2A3/CRADD/FYN/PSME1/NDUFA13",27
"GO:0022617","BP","GO:0022617","extracellular matrix disassembly","13/1956","64/18888",0.203125,1.96146472392638,2.6186603352794,0.0129297772316465,0.0826131428108779,0.0651581649737271,"LCP1/MMP14/CTSS/MMP2/DPP4/MMP10/HPN/LRP1/CST3/DDR1/MMP13/KIF9/ELANE",13
"GO:0051591","BP","GO:0051591","response to cAMP","16/1956","85/18888",0.188235294117647,1.81768314687838,2.56798641542125,0.0129781215486479,0.0828321928960834,0.0653309329026994,"FOS/FOSB/IGFBP5/WT1/GATA6/HCN1/PDE2A/PIK3CG/SLC26A3/STC1/RAP1BL/HMGCS2/NDUFS4/DUOX1/RAP1A/AQP1",16
"GO:0051091","BP","GO:0051091","positive regulation of DNA-binding transcription factor activity","35/1956","230/18888",0.152173913043478,1.46945852227261,2.4346715815278,0.0130837716073323,0.0830777245362418,0.0655245872120669,"HSPA1B/HSPA1A/CLU/IL1B/BTK/ANXA3/SLCO3A1/TLR2/DDIT3/RGCC/BMP2/CD200/NKX6-1/NLRP3/LPAR5/ARID5B/CARD11/CD36/CARD16/TNF/RIGI/S100A9/EDN1/STING1/EPHA5/RPS3/EDA/TRIM22/FOXA1/CAPN3/LAMTOR5/FANK1/PSMA6/MYD88/MID2",35
"GO:0045670","BP","GO:0045670","regulation of osteoclast differentiation","14/1956","71/18888",0.197183098591549,1.90408709928281,2.59403624287399,0.0130977228965139,0.0830777245362418,0.0655245872120669,"FOS/MAFB/PPP3CA/PIK3R1/MITF/FBN1/TNF/SFRP1/INPP5D/TMEM178A/TCTA/NEDD9/CEBPB/LILRB3",14
"GO:0048662","BP","GO:0048662","negative regulation of smooth muscle cell proliferation","14/1956","71/18888",0.197183098591549,1.90408709928281,2.59403624287399,0.0130977228965139,0.0830777245362418,0.0655245872120669,"APOD/MEF2C/AIF1/KLF4/APOE/IGFBP5/CDKN1A/BMP2/PRKG1/TNFAIP3/OGN/TGFB3/CNN1/MIR638",14
"GO:0071677","BP","GO:0071677","positive regulation of mononuclear cell migration","14/1956","71/18888",0.197183098591549,1.90408709928281,2.59403624287399,0.0130977228965139,0.0830777245362418,0.0655245872120669,"AIF1/CX3CR1/CCR7/DOCK8/SELENOK/JAM2/PLA2G7/TNF/CCR2/NEDD9/CCL5/TNFRSF14/CORO1A/S100A14",14
"GO:0071219","BP","GO:0071219","cellular response to molecule of bacterial origin","36/1956","238/18888",0.151260504201681,1.46063824302727,2.43064109898692,0.0131000523573483,0.0830777245362418,0.0655245872120669,"PDE4B/MEF2C/IRF8/HCK/NFKBIZ/CX3CR1/IL1B/GBP2/TLR2/ZFP36/MRC1/ACOD1/CCL2/GBP3/TNFAIP3/NLRP3/CASP1/XBP1/TIFAB/EDNRB/LILRA2/CD36/CARD16/TNF/CCR5/GBP5/CD86/HMGCS2/STAP1/ZC3H12A/SELENOS/IL1A/LITAF/SASH1/CMPK2/MYD88",36
"GO:2000242","BP","GO:2000242","negative regulation of reproductive process","15/1956","78/18888",0.192307692307692,1.85700802265219,2.57780212005204,0.0131012062628024,0.0830777245362418,0.0655245872120669,"GJA1/PTGDS/PLAT/DUSP1/IGF1/ARHGDIB/WNT4/WT1/PRDX4/NPPC/EAF2/NR5A1/UBE2B/SNAI1/IL1A",15
"GO:0006700","BP","GO:0006700","C21-steroid hormone biosynthetic process","6/1956","20/18888",0.3,2.89693251533742,2.88480013944952,0.0132165089890554,0.0833602296086997,0.065747402995256,"DAB2/ADM/WNT4/BMP2/EGR1/CYP11A1",6
"GO:0090026","BP","GO:0090026","positive regulation of monocyte chemotaxis","6/1956","20/18888",0.3,2.89693251533742,2.88480013944952,0.0132165089890554,0.0833602296086997,0.065747402995256,"AIF1/CX3CR1/PLA2G7/CCR2/CCL5/S100A14",6
"GO:0090201","BP","GO:0090201","negative regulation of release of cytochrome c from mitochondria","6/1956","20/18888",0.3,2.89693251533742,2.88480013944952,0.0132165089890554,0.0833602296086997,0.065747402995256,"CLU/IGF1/HGF/PRKN/NOL3/GPX1",6
"GO:0099188","BP","GO:0099188","postsynaptic cytoskeleton organization","6/1956","20/18888",0.3,2.89693251533742,2.88480013944952,0.0132165089890554,0.0833602296086997,0.065747402995256,"POTEKP/POTEF/ACTBL2/POTEJ/POTEI/POTEE",6
"GO:2001185","BP","GO:2001185","regulation of CD8-positive, alpha-beta T cell activation","6/1956","20/18888",0.3,2.89693251533742,2.88480013944952,0.0132165089890554,0.0833602296086997,0.065747402995256,"NCKAP1L/HLA-A/SOCS1/IRF1/RUNX3/DAPL1",6
"GO:0033674","BP","GO:0033674","positive regulation of kinase activity","44/1956","303/18888",0.145214521452145,1.40225556297961,2.39913052188507,0.0133580713382022,0.0841629927843309,0.0663805537707005,"CSF1R/PTPRC/PIK3R5/IL1B/CD74/IGF1/TGFBR2/CCR7/HLA-DRB1/CCND2/CDKN1A/SLC11A1/DIPK2A/RGCC/HMGA2/LMO4/LCP2/ADRA2A/CIMAP3/RASGRP1/CALM1/TNF/CD24/PIK3CG/EFNA1/PDGFRA/EDN1/FGFR1/CD86/TNFSF15/TPD52L1/NEDD9/DDR1/RPS3/CHI3L1/CCL5/THBS1/IL6R/RET/CEMIP/ELANE/RAP1A/SASH1/ADRB2",44
"GO:0007565","BP","GO:0007565","female pregnancy","29/1956","183/18888",0.158469945355191,1.53025579134399,2.44987482317514,0.0133733551397535,0.0841692682994527,0.0663855033590551,"ANGPT2/PRDM1/IGFBP7/FOS/RGS2/FOSB/GJA1/ADM/IL1B/MMP2/ARHGDIB/CITED2/IGFBP5/SPP1/ACOD1/PTHLH/PTGS2/WNT4/JUNB/MAGED2/ADRA2A/TGFB3/TPPP3/STC1/DDR1/TLE6/RPL29/ITGA2/ITGB4",29
"GO:0002385","BP","GO:0002385","mucosal immune response","9/1956","38/18888",0.236842105263158,2.2870519857927,2.69925550351841,0.0136601438207037,0.0858825050669854,0.0677367576527395,"RAB17/H2BC21/H2BC4/H2BC7/RPL39/H2BC6/H2BC11/H2BC12/FAU",9
"GO:0072080","BP","GO:0072080","nephron tubule development","18/1956","100/18888",0.18,1.73815950920245,2.51548498047488,0.0137752120885341,0.0863295472484619,0.0680893462024517,"MEF2C/HES1/MTSS1/GDNF/SOX9/WNT4/BMP2/OSR1/NPNT/WT1/GPC3/POU3F3/CD24/HEYL/WNT11/TACSTD2/AQP1/AHI1",18
"GO:0072163","BP","GO:0072163","mesonephric epithelium development","18/1956","100/18888",0.18,1.73815950920245,2.51548498047488,0.0137752120885341,0.0863295472484619,0.0680893462024517,"BASP1/HES1/GDNF/FOXJ1/SOX9/WNT4/BMP2/OSR1/NPNT/WT1/SMAD7/RARB/GPC3/SFRP1/FGFR1/WNT11/TACSTD2/RET",18
"GO:0072164","BP","GO:0072164","mesonephric tubule development","18/1956","100/18888",0.18,1.73815950920245,2.51548498047488,0.0137752120885341,0.0863295472484619,0.0680893462024517,"BASP1/HES1/GDNF/FOXJ1/SOX9/WNT4/BMP2/OSR1/NPNT/WT1/SMAD7/RARB/GPC3/SFRP1/FGFR1/WNT11/TACSTD2/RET",18
"GO:0006692","BP","GO:0006692","prostanoid metabolic process","11/1956","51/18888",0.215686274509804,2.08276193913148,2.6316248931912,0.0137925649117504,0.086346439846038,0.0681026696352887,"PTGDS/IL1B/CD74/TBXAS1/PTGS1/PLA2G4A/PTGS2/MGST3/EDN1/GSTA1/EDN2",11
"GO:0030509","BP","GO:0030509","BMP signaling pathway","27/1956","168/18888",0.160714285714286,1.55192813321648,2.44228327791117,0.0139133950038521,0.0870104139784424,0.0686263555112339,"SORL1/GDF3/HES1/NFIA/FSTL5/FSTL1/FBN1/BMP2/HTRA3/GATA6/TOB1/NEO1/SMAD7/BAMBI/GPC3/DLX5/EGR1/RUNX2/SFRP1/SOSTDC1/LEF1/GDF5/BMPR1B/SCUBE3/RGMB/ACVRL1/SKI",27
"GO:0060048","BP","GO:0060048","cardiac muscle contraction","24/1956","145/18888",0.16551724137931,1.59830759466892,2.45810680805496,0.0139771747296725,0.0873165814766712,0.0688678341873914,"PDE4B/CXCR4/RGS2/GJA1/TNNI2/DMD/MAP2K6/CTNNA3/KCNJ8/CAMK2D/DSC2/TNNI1/EHD3/SMAD7/ATP1A2/CALM1/PIK3CG/STC1/CACNA1C/PDE4D/GSN/ZC3H12A/CACNA1D/TNNC1",24
"GO:0007589","BP","GO:0007589","body fluid secretion","17/1956","93/18888",0.182795698924731,1.76515601292961,2.51409734963684,0.0141504608358517,0.0874872705959015,0.0690024591321837,"XDH/GJA1/PPP3CA/STAT5A/VAMP8/MTCO2P12/NEURL1/XBP1/TIFAB/P2RY2/AGR2/EDN1/DDR1/CEL/SLC4A5/OAS2/AQP1",17
"GO:1904705","BP","GO:1904705","regulation of vascular associated smooth muscle cell proliferation","17/1956","93/18888",0.182795698924731,1.76515601292961,2.51409734963684,0.0141504608358517,0.0874872705959015,0.0690024591321837,"MEF2C/NR4A3/GJA1/MMP2/IGF1/IGFBP5/CDKN1A/P2RY6/JUN/PRKG1/DBH/TNF/TGFB3/EDN1/GNAI2/CNN1/MIR638",17
"GO:0001911","BP","GO:0001911","negative regulation of leukocyte mediated cytotoxicity","7/1956","26/18888",0.269230769230769,2.59981123171307,2.77442718172297,0.0141747355275256,0.0874872705959015,0.0690024591321837,"HLA-G/HLA-F/PTPRC/NCKAP1L/HLA-A/CX3CR1/HLA-B",7
"GO:0002726","BP","GO:0002726","positive regulation of T cell cytokine production","7/1956","26/18888",0.269230769230769,2.59981123171307,2.77442718172297,0.0141747355275256,0.0874872705959015,0.0690024591321837,"SASH3/HLA-A/IL1B/NLRP3/B2M/DENND1B/RSAD2",7
